index,output.relations_noOffset,aqs,aqs_initial
experienced-r-it,7365,0.0001,0.0001
break through-r-chased,7365,0.0001,0.0001
extinguished-r-torched,7365,0.0001,0.0001
fall-r-witnessed,7365,0.0001,0.0001
events--strike,7365,0.0001,0.0001
evacuated--landslides,7365,0.0001,0.0001
find--struggling,7365,0.0001,0.0001
bringing--confirmed,7365,0.0001,0.0001
former-r-leading,7365,0.0001,0.0001
former--lives,7365,0.0001,0.0001
burning--set up,7365,0.0001,0.0001
burning--extinguished,7365,0.0001,0.0001
forced-r-killed,7365,0.0001,0.0001
flattened--quake,7365,0.0001,0.0001
former-r-lives,7365,0.0001,0.0001
forced-r-handed out,7365,0.0001,0.0001
force--struck,7365,0.0001,0.0001
force--quake,7365,0.0001,0.0001
fleeing-r-sheltering,7365,0.0001,0.0001
flee-r-trying,7365,0.0001,0.0001
flee-r-trapped,7365,0.0001,0.0001
flee--trying,7365,0.0001,0.0001
broke-r-choked,7365,0.0001,0.0001
bringing--collapsed,7365,0.0001,0.0001
broke out-r-smashed,7365,0.0001,0.0001
fought--furious,7365,0.0001,0.0001
freestyle--made,7365,0.0001,0.0001
bringing--disaster,7365,0.0001,0.0001
find--trapped,7365,0.0001,0.0001
fire--hurled,7365,0.0001,0.0001
found-r-quake,7365,0.0001,0.0001
fire--strike,7365,0.0001,0.0001
broke out-r-marched,7365,0.0001,0.0001
found--hit,7365,0.0001,0.0001
bringing-r-koran reading session,7365,0.0001,0.0001
fire-r-suffocated,7365,0.0001,0.0001
fought-r-killed,7365,0.0001,0.0001
fire-r-trapped,7365,0.0001,0.0001
broke out--smashed,7365,0.0001,0.0001
broke out--violence,7365,0.0001,0.0001
fire-r-killed,7365,0.0001,0.0001
dropped-r-dropped,7365,0.0001,0.0001
evacuate-r-traffic jams,7365,0.0001,0.0001
handed out-r-spend,7365,0.0001,0.0001
earthquake--rose,7365,0.0001,0.0001
hurled-r-setting ablaze,7365,0.0001,0.0001
circled-r-two bombing raids,7365,0.0001,0.0001
circled-r-launching,7365,0.0001,0.0001
hurled--rioting,7365,0.0001,0.0001
blaze-r-died,7365,0.0001,0.0001
been-r-tremor,7365,0.0001,0.0001
earthquake-r-jolts,7365,0.0001,0.0001
chanted-r-guarding,7365,0.0001,0.0001
chanted-r-chased,7365,0.0001,0.0001
hits--magnitude - 6 . 1 quake,7365,0.0001,0.0001
blazes-r-set up,7365,0.0001,0.0001
chanted--chased,7365,0.0001,0.0001
hit-r-rocked,7365,0.0001,0.0001
hits-r-injured,7365,0.0001,0.0001
hit-r-rescue operations,7365,0.0001,0.0714285714286
been-r-lasted,7365,0.0001,0.0001
been--lasted,7365,0.0001,0.0001
claim--storm,7365,0.0001,0.0001
battles-r-fire,7365,0.0001,0.0001
earthquake--koran reading session,7365,0.0001,0.0001
claim--mobilising,7365,0.0001,0.0001
claim--fire,7365,0.0001,0.0001
battles-r-left dead,7365,0.0001,0.0001
been--tremor,7365,0.0001,0.0001
hurt-r-kills,7365,0.0001,0.0001
battles-r-storm,7365,0.0001,0.0001
claim--events,7365,0.0001,0.0001
battles-r-suffocated,7365,0.0001,0.0001
hurt--kills,7365,0.0001,0.0001
claim--decided,7365,0.0001,0.0001
claim--death,7365,0.0001,0.0001
battles-r-rage,7365,0.0001,0.0001
erupts-r-violence,7365,0.0001,0.0001
hit-r-power outage,7365,0.0001,0.0001
centred-r-quake,7365,0.0001,0.0001
earthquake-r-struck,7365,0.0001,0.0001
caught fire--threw,7365,0.0001,0.0001
earthquake-r-trapped,7365,0.0001,0.0001
held-r-made,7365,0.0001,0.0001
bombing-r-fears,7365,0.0001,0.0001
earthquake-r-tremor,7365,0.0001,0.0001
earthquake-r-strikes,7365,0.0001,0.0001
earthquake-r-wounding,7365,0.0001,0.0001
engulfed--hurled,7365,0.0001,0.0714285714286
engulfed--storm,7365,0.0001,0.0001
engulfed-r-hurled,7365,0.0001,0.0001
hearing-r-wedged,7365,0.0001,0.0001
hearing--unexploded,7365,0.0001,0.0001
casualties-r-killed,7365,0.0001,0.0001
held--made,7365,0.0001,0.0001
hit-r-magnitude,7365,0.0001,0.0001
helped-r-popular,7365,0.0001,0.0001
hit--it,7365,0.0001,0.0001
earthquake-r-leveled,7365,0.0001,0.0001
hit--under way,7365,0.0001,0.0001
earthquake-r-prompting,7365,0.0001,0.0001
earthquake-r-quake,7365,0.0001,0.0001
earthquake-r-reduced,7365,0.0001,0.0001
bombed-r-threatening,7365,0.0001,0.0001
earthquake-r-spend,7365,0.0001,0.0001
hit--strikes,7365,0.0001,0.0001
hit--recovered,7365,0.0001,0.0001
earthquake-r-rescue operation,7365,0.0001,0.0714285714286
hit--quake,7365,0.0001,0.0001
hit--magnitude,7365,0.0001,0.0001
earthquake-r-shook,7365,0.0001,0.0001
earthquake-r-sinking,7365,0.0001,0.0001
caught--inferno,7365,0.0001,0.0001
launching-r-two bombing raids,7365,0.0001,0.0001
killing--recovered,7365,0.0001,0.0001
leading--rescue operations,7365,0.0001,0.0001
released-r-serving,7365,0.0001,0.0001
decision--tried,7365,0.0001,0.0001
registering--tremors,7365,0.0001,0.0001
decision-r-meet,7365,0.0001,0.0001
recovered--tsunami,7365,0.0001,0.0001
damage--sustained,7365,0.0001,0.0001
decision--meet,7365,0.0001,0.0001
record - setting-r-sleep,7365,0.0001,0.0001
record - setting--sleep,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-injured,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-it,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-quake,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-rocked,7365,0.0001,0.0001
damage--quake,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-hit,7365,0.0001,0.0001
rescuing--set fire,7365,0.0001,0.0001
rescuing-r-set fire,7365,0.0001,0.0001
decided-r-strike,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-in panic,7365,0.0001,0.0001
damaged--traffic jams,7365,0.0001,0.0001
riots-r-torched,7365,0.0001,0.0001
riots-r-storm,7365,0.0001,0.0001
damaged--providing,7365,0.0001,0.0001
deaths--riot,7365,0.0001,0.0001
debate--pushed back,7365,0.0001,0.0001
damaged--hit,7365,0.0001,0.0001
debate-r-pushed back,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-strikes,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-struck,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-tsunami warning,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-which,7365,0.0001,0.0001
decided--fire,7365,0.0001,0.0001
damaged--difficult,7365,0.0001,0.0001
decision-r-raise,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-hits,7365,0.0001,0.0001
reach-r-two aftershocks,7365,0.0001,0.0001
reach--two aftershocks,7365,0.0001,0.0001
cuts-r-left dead,7365,0.0001,0.0001
cuts-r-killed,7365,0.0001,0.0001
providing-r-tremor,7365,0.0001,0.0001
providing-r-stopped,7365,0.0001,0.0001
providing--tremor,7365,0.0001,0.0001
6 . 1 magnitude quake-r-injured,7365,0.0001,0.0001
quake--six miles beneath,7365,0.0001,0.0001
providing--stopped,7365,0.0001,0.0001
cuts-r-keep,7365,0.0001,0.0001
cuts-r-gets,7365,0.0001,0.0001
cuts-r-furious,7365,0.0001,0.0001
protest-r-threw,7365,0.0001,0.0001
cuts-r-fought,7365,0.0001,0.0001
defaulting-r-gets,7365,0.0001,0.0001
protests-r-torched,7365,0.0001,0.0001
attack--striking,7365,0.0001,0.0001
quake-r-ran,7365,0.0001,0.0001
defaulting--keep,7365,0.0001,0.0001
reach--spend,7365,0.0001,0.0001
raise-r-violence - plagued,7365,0.0001,0.0001
raise-r-torched,7365,0.0001,0.0001
decision-r-torched,7365,0.0001,0.0001
decision-r-tried,7365,0.0001,0.0001
cuts-r-striking,7365,0.0001,0.0001
quake-r-tsunami warnings,7365,0.0001,0.0001
6 . 1 magnitude earthquake--under way,7365,0.0001,0.0001
defaulting--demanded,7365,0.0001,0.0001
quake-r-struck,7365,0.0001,0.0001
quake-r-six miles beneath,7365,0.0001,0.0001
6 . 1 magnitude earthquake-r-hit,7365,0.0001,0.0001
quake-r-shook,7365,0.0001,0.0001
6 . 1 magnitude earthquake-r-injures,7365,0.0001,0.0001
cuts-r-protest,7365,0.0001,0.0001
decision-r-threw,7365,0.0001,0.0001
6 . 4 - magnitude quake-r-killing,7365,0.0001,0.0001
damaged--tremor,7365,0.0001,0.0001
damaged-r-destroyed,7365,0.0001,0.0001
3 . 6--magnitudes,7365,0.0001,0.0001
death toll--disaster,7365,0.0001,0.0001
3 . 6--temblor,7365,0.0001,0.0001
3 . 6-r-4 . 3,7365,0.0001,0.0001
struggling--trapped,7365,0.0001,0.0001
3 . 6-r-increased,7365,0.0001,0.0001
damaging--struck,7365,0.0001,0.0001
struggled--two aftershocks,7365,0.0001,0.0001
struck-r-tsunami alert,7365,0.0001,0.0001
4 . 0--been,7365,0.0001,0.0001
4 . 0--lasted,7365,0.0001,0.0001
damaging--earthquake,7365,0.0001,0.0001
struck--tsunami warning,7365,0.0001,0.0001
4 . 0-r-been,7365,0.0001,0.0001
death toll--killed,7365,0.0001,0.0001
3 . 6--aftershocks,7365,0.0001,0.0001
3 . 6--4 . 3,7365,0.0001,0.0001
damaging-r-injuring,7365,0.0001,0.0001
turned-r-violent,7365,0.0001,0.0001
tsunami warnings-r-which,7365,0.0001,0.0001
dead--hits,7365,0.0001,0.0001
- 6 . 1--quake,7365,0.0001,0.0001
dead--injured,7365,0.0001,0.0001
dead--erupts,7365,0.0001,0.0001
dead--engulfed,7365,0.0001,0.0001
trapped-r-trying,7365,0.0001,0.0001
dead--riots,7365,0.0001,0.0001
tossed--working,7365,0.0001,0.0001
dead--torched,7365,0.0001,0.0001
darkness--sinking,7365,0.0001,0.0001
darkness--earthquake,7365,0.0001,0.0001
threw-r-tried,7365,0.0001,0.0001
threw--tried,7365,0.0001,0.0001
4 . 0-r-lasted,7365,0.0001,0.0001
death--under pressure,7365,0.0001,0.0001
strong--tremor,7365,0.0001,0.0001
damages-r-fell onto,7365,0.0001,0.0001
damaged-r-hurt,7365,0.0001,0.0001
shake--tremor,7365,0.0001,0.0001
service-r-stopped,7365,0.0001,0.0001
service--tremor,7365,0.0001,0.0001
death--jolt,7365,0.0001,0.0001
service--stopped,7365,0.0001,0.0001
shake-r-strong,7365,0.0001,0.0001
death--suffocated,7365,0.0001,0.0001
6 . 1 - magnitude earthquake--quake,7365,0.0001,0.0001
running--struck,7365,0.0001,0.0001
6 . 1 - magnitude earthquake--strikes,7365,0.0001,0.0001
rose-r-shook,7365,0.0001,0.0001
damaged-r-difficult,7365,0.0001,0.0001
rocked--tsunami,7365,0.0001,0.0001
death--tried,7365,0.0001,0.0001
sliding--walking,7365,0.0001,0.0001
smashed--violence,7365,0.0001,0.0001
damaged-r-killed,7365,0.0001,0.0001
strike-r-took to the streets,7365,0.0001,0.0001
4 . 3--temblor,7365,0.0001,0.0001
strike-r-took to,7365,0.0001,0.0001
damaged-r-tsunami warnings,7365,0.0001,0.0001
death--earthquake,7365,0.0001,0.0001
4 . 3-r-panic,7365,0.0001,0.0001
storm--threw,7365,0.0001,0.0001
damaged-r-service,7365,0.0001,0.0001
damaged-r-see,7365,0.0001,0.0001
death--fall,7365,0.0001,0.0001
stopped--tremor,7365,0.0001,0.0001
damaged-r-providing,7365,0.0001,0.0001
6 . 0-r-restored,7365,0.0001,0.0001
death--fire,7365,0.0001,0.0001
damaged-r-kills,7365,0.0001,0.0001
strike-r-tried,7365,0.0001,0.0001
6 . 4 - magnitude quake-r-rocked,7365,0.0001,0.0001
defaulting--took to,7365,0.0001,0.0001
depth of just 10 kilometers--struck,7365,0.0001,0.0001
depth of just 10km--hit,7365,0.0001,0.0001
appeared--hit,7365,0.0001,0.0001
depth of just 10 kilometres--quake,7365,0.0001,0.0001
magnitude 9 . 1 quake-r-tsunami,7365,0.0001,0.0001
magnitudes--temblor,7365,0.0001,0.0001
magnitudes-r-panic,7365,0.0001,0.0001
magnitudes-r-temblor,7365,0.0001,0.0001
coverage--march,7365,0.0001,0.0001
aftershocks-r-rocked,7365,0.0001,0.0001
make-r-swimming,7365,0.0001,0.0001
making--world war ii,7365,0.0001,0.0001
aftershocks-r-lasted,7365,0.0001,0.0001
coverage--strike,7365,0.0001,0.0001
march--march,7365,0.0001,0.0001
appeared-r-hit,7365,0.0001,0.0001
aftershocks-r-increased,7365,0.0001,0.0001
depth of just 10 kilometers-r-struck,7365,0.0001,0.0001
measured--quake,7365,0.0001,0.0001
cuts--went up in flames,7365,0.0001,0.0001
depth of just 10 kilometers ( six miles )-r-located,7365,0.0001,0.0001
aftershocks--tremor,7365,0.0001,0.0001
measures--torched,7365,0.0001,0.0001
depth of 10 kilometers ( 6 miles--quake,7365,0.0001,0.0001
measures-r-protesting,7365,0.0001,0.0001
measures-r-protests,7365,0.0001,0.0001
crisis-r-cuts,7365,0.0001,0.0001
aftershocks--lasted,7365,0.0001,0.0001
crisis-r-proposed,7365,0.0001,0.0001
measuring--quake,7365,0.0001,0.0001
meet--storm,7365,0.0001,0.0001
depth of just 10 kilometres ( 6 . 2 miles--quake,7365,0.0001,0.0001
depth of just 10km--quake,7365,0.0001,0.0001
made--referring,7365,0.0001,0.0001
made--promoted,7365,0.0001,0.0001
designed-r-striking,7365,0.0001,0.0001
designed-r-fought,7365,0.0001,0.0001
designed--left dead,7365,0.0001,0.0001
living--slipped,7365,0.0001,0.0001
living-r-slipped,7365,0.0001,0.0001
attack--furious,7365,0.0001,0.0001
designed--led to,7365,0.0001,0.0001
located--originated,7365,0.0001,0.0001
located--quake,7365,0.0001,0.0001
attack--demonstrations,7365,0.0001,0.0001
attack--cuts,7365,0.0001,0.0001
confirmed--disaster,7365,0.0001,0.0001
confirmed--killed,7365,0.0001,0.0001
confirmed--koran reading session,7365,0.0001,0.0001
confirmed--trapped,7365,0.0001,0.0001
confirmed-r-death toll,7365,0.0001,0.0001
described-r-dies,7365,0.0001,0.0001
depth of just 10km-r-hit,7365,0.0001,0.0001
conflict-r-sheltering,7365,0.0001,0.0001
made the round-r-tried,7365,0.0001,0.0001
athleticism--died,7365,0.0001,0.0001
athleticism--glamour,7365,0.0001,0.0001
made the round-r-spread,7365,0.0001,0.0001
aftershocks--earthquake,7365,0.0001,0.0001
made the round--tried,7365,0.0001,0.0001
athleticism-r-died,7365,0.0001,0.0001
athleticism-r-glamour,7365,0.0001,0.0001
described--dies,7365,0.0001,0.0001
located-r-which,7365,0.0001,0.0001
located-r-struck,7365,0.0001,0.0001
confirmed-r-trapped,7365,0.0001,0.0001
depth of just six miles--struck,7365,0.0001,0.0001
meet--threw,7365,0.0001,0.0001
flattening-r-rescue operations,7365,0.0001,0.0001
aftershocks--been,7365,0.0001,0.0001
address-r-vote,7365,0.0001,0.0001
address-r-reforms,7365,0.0001,0.0001
address-r-proposed,7365,0.0001,0.0001
address-r-cuts,7365,0.0001,0.0001
demanded-r-gets,7365,0.0001,0.0001
meet-r-threw,7365,0.0001,0.0001
demanded--gets,7365,0.0001,0.0001
address--proposed,7365,0.0001,0.0001
address--crisis,7365,0.0001,0.0001
delivering-r-dropped,7365,0.0001,0.0001
panic--tsunami,7365,0.0001,0.0001
participation-r-referring,7365,0.0001,0.0001
accidents-r-died,7365,0.0001,0.0001
planned-r-strike,7365,0.0001,0.0001
power outage--quake,7365,0.0001,0.0001
pregnant--protesting,7365,0.0001,0.0001
8 . 7 - magnitude earthquake-r-tsunami alerts,7365,0.0001,0.0001
promoted--released,7365,0.0001,0.0001
promoted--serving,7365,0.0001,0.0001
delivering--dropped,7365,0.0001,0.0001
8 . 6 - magnitude quake-r-tsunami alert,7365,0.0001,0.0001
8 . 6 - magnitude quake-r-struck,7365,0.0001,0.0001
prompting--registering,7365,0.0001,0.0001
defaulting-r-took to,7365,0.0001,0.0001
defaulting-r-keep,7365,0.0001,0.0001
originated--six miles beneath,7365,0.0001,0.0001
cuts--proposed,7365,0.0001,0.0001
originated-r-which,7365,0.0001,0.0001
denounced-r-protests,7365,0.0001,0.0001
aftershock-r-shook,7365,0.0001,0.0001
denounced--torched,7365,0.0001,0.0001
depth of 10 kilometers ( 6 miles )--its,7365,0.0001,0.0001
depth of 10 kilometers ( 6 miles )--magnitude 6 . 1 quake,7365,0.0001,0.0001
mourn--passing,7365,0.0001,0.0001
depth of 10 kilometers ( 6 miles )--struck,7365,0.0001,0.0001
cuts--planned,7365,0.0001,0.0001
denounced--killed,7365,0.0001,0.0001
missing--struck,7365,0.0001,0.0001
depth of 10 kilometers ( 6 miles )-r-its,7365,0.0001,0.0001
aftershock-r-rose,7365,0.0001,0.0001
hurled-r-spread,7365,0.000591624918726,0.0714285714286
march-r-march,7365,0.0027503758842,0.0714285714286
measures-r-threw,7365,0.00287622068009,0.0714285714286
earthquake-r-killed,7365,0.00319297723396,0.0285714285714
earthquake-r-hit,7365,0.00361656411375,0.0434782608696
meet--protest,7365,0.00377677446093,0.0714285714286
march-r-violence,7365,0.00410178948505,0.0714285714286
clashes-r-tried,7365,0.0045019091316,0.0714285714286
claim-r-strike,7365,0.00481767368194,0.0714285714286
killed--tsunami,7365,0.00642045391599,0.0181818181818
lasted--tremor,7365,0.00711728154016,0.047619047619
bankruptcy-r-took to the streets,7365,0.00948227256368,0.142857142857
difficult--injured,7365,0.00967767614794,0.0714285714286
depth of 10 kilometers ( 6 miles--hit,7365,0.00976234440531,0.0714285714286
damaged-r-stopped,7365,0.0103597737302,0.0714285714286
evacuation--tremor,7365,0.0107545454936,0.0714285714286
earthquake-r-injures,7365,0.0110281607802,0.0714285714286
6 . 1 - magnitude earthquake-r-destroyed,7365,0.0117302381618,0.047619047619
6 . 1 - magnitude earthquake--which,7365,0.0118087590912,0.0714285714286
flattening-r-killing,7365,0.0121981224043,0.0714285714286
injured--razed,7365,0.0125492261661,0.0714285714286
hurled--strike,7365,0.0126064836531,0.0714285714286
experienced--tremor,7365,0.0127487858918,0.0714285714286
dead--march,7365,0.0127977499075,0.047619047619
coverage--participation,7365,0.0127998940574,0.0714285714286
attack--designed,7365,0.0130187988344,0.0714285714286
quake-r-shaken,7365,0.013317688127,0.0714285714286
killing--strikes,7365,0.0142256445002,0.0714285714286
casualties--material damage,7365,0.0145598437038,0.0714285714286
delivering--needed,7365,0.014581280607,0.0714285714286
hearing--wedged,7365,0.014897626234,0.0714285714286
depth of just 10 kilometres--hit,7365,0.0149858014021,0.0714285714286
damages-r-see,7365,0.0150132666092,0.0714285714286
storm-r-threw,7365,0.0152595470569,0.0714285714286
damaged-r-traffic jams,7365,0.0154677345759,0.0714285714286
injured--killed,7365,0.0158458041045,0.0258620689655
attack-r-killed,7365,0.016589536365,0.0579710144928
avert-r-fought,7365,0.0169184784743,0.0714285714286
class-r-landed,7365,0.0177834728534,0.0714285714286
dead-r-injured,7365,0.0180417263236,0.05
turned--violent,7365,0.0184139798158,0.142857142857
depth of 10 kilometers ( 6 miles-r-quake,7365,0.0184399859882,0.0714285714286
debate-r-tried,7365,0.0188869880267,0.0714285714286
6 . 1 - magnitude earthquake-r-devastated,7365,0.0202923028692,0.0727272727273
break through-r-guarding,7365,0.0211427597126,0.047619047619
6 . 1 - magnitude quake-r-strikes,7365,0.0211740331963,0.107142857143
difficult--evacuate,7365,0.0213939562683,0.0535714285714
landslides-r-rescue operations,7365,0.0214128192023,0.0714285714286
bombing-r-fleeing,7365,0.0214533504012,0.0714285714286
attended-r-coverage,7365,0.0215401943412,0.0714285714286
destroying-r-killing,7365,0.0216700779226,0.0714285714286
described-r-falling,7365,0.0219502222215,0.0714285714286
flattening-r-landslides,7365,0.022222382648,0.0714285714286
delivering-r-landed,7365,0.0230044661094,0.0714285714286
on the way--rescue,7365,0.0234123573655,0.0714285714286
demanded-r-took to,7365,0.0240157255357,0.0714285714286
felt--quake,7365,0.0245702348696,0.0714285714286
boxing day earthquake-r-killing,7365,0.0252569592032,0.047619047619
aftershocks-r-panic,7365,0.0255468791764,0.0714285714286
earthquake-r-hits,7365,0.0258334737763,0.0714285714286
injured--riots,7365,0.0258525959821,0.0714285714286
3 . 6-r-panic,7365,0.0259018777523,0.0714285714286
bankruptcy-r-left dead,7365,0.0259194081174,0.0714285714286
class--landed,7365,0.026025032902,0.114285714286
joined-r-violence,7365,0.0260277625653,0.0714285714286
difficult-r-evacuate,7365,0.0261116425861,0.0714285714286
