index,output.relations_lemma,aqs,aqs_initial
bankruptcy-r-die,7365,0.0001,0.0001
die--measure,7365,0.0001,0.0001
clash-r-cloud,7365,0.0001,0.0001
kill--quake,7365,0.0001,0.0001
kill--recover,7365,0.0001,0.0001
kill--slip,7365,0.0001,0.0001
kill--spend,7365,0.0001,0.0001
design-r-striking,7365,0.0001,0.0001
design-r-fight,7365,0.0001,0.0001
kill--trap,7365,0.0001,0.0001
design--left dead,7365,0.0001,0.0001
collapse--sustained,7365,0.0001,0.0001
attack-r-it,7365,0.0001,0.0001
kill--tremor,7365,0.0001,0.0001
design--lead to,7365,0.0001,0.0001
collapse-r-confirm,7365,0.0001,0.0001
kill--under debris,7365,0.0001,0.0001
kill--wound,7365,0.0001,0.0001
kill-r-panic,7365,0.0001,0.0001
describe-r-die,7365,0.0001,0.0001
kill-r-spend,7365,0.0001,0.0001
collapse-r-injure,7365,0.0001,0.0001
kill-r-wound,7365,0.0001,0.0001
describe--die,7365,0.0001,0.0001
land-r-need,7365,0.0001,0.0001
landslide--quake,7365,0.0001,0.0001
attack-r-avert,7365,0.0001,0.0001
landslide--reduce,7365,0.0001,0.0001
break out-r-smash,7365,0.0001,0.0001
collapse-r-koran reading session,7365,0.0001,0.0001
attack--striking,7365,0.0001,0.0001
attack--protest,7365,0.0001,0.0001
kill--pregnant,7365,0.0001,0.0001
attend-r-refer,7365,0.0001,0.0001
kill--measure,7365,0.0001,0.0001
collapse--earthquake,7365,0.0001,0.0001
devastate-r-rock,7365,0.0001,0.0001
clash-r-gather,7365,0.0001,0.0001
devastate-r-panic,7365,0.0001,0.0001
attend-r-land,7365,0.0001,0.0001
it-r-tsunami,7365,0.0001,0.0001
its--located,7365,0.0001,0.0001
attend--strike,7365,0.0001,0.0001
its-r-strike,7365,0.0001,0.0001
join--violence,7365,0.0001,0.0001
clash-r-visit,7365,0.0001,0.0001
devastate-r-flatten,7365,0.0001,0.0001
class--explode,7365,0.0001,0.0001
attend--land,7365,0.0001,0.0001
attend--explode,7365,0.0001,0.0001
attend--coverage,7365,0.0001,0.0001
devastate--which,7365,0.0001,0.0001
devastate--tsunami,7365,0.0001,0.0001
kick off--take to,7365,0.0001,0.0001
devastate--it,7365,0.0001,0.0001
devastate--injure,7365,0.0001,0.0001
destruction-r-kill,7365,0.0001,0.0001
destroy-r-panic,7365,0.0001,0.0001
kill--koran reading session,7365,0.0001,0.0001
kill--landslide,7365,0.0001,0.0001
cloud--take to the street,7365,0.0001,0.0001
collapse--confirm,7365,0.0001,0.0001
destroy-r-feel,7365,0.0001,0.0001
kill--major earthquake,7365,0.0001,0.0001
destroy-r-devastate,7365,0.0001,0.0001
destroy--feel,7365,0.0001,0.0001
chant--chase,7365,0.0001,0.0001
bankruptcy-r-furious,7365,0.0001,0.0001
dream--hold,7365,0.0001,0.0001
freestyle-r-promote,7365,0.0001,0.0001
freestyle-r-release,7365,0.0001,0.0001
find--struggle,7365,0.0001,0.0001
freestyle-r-serve,7365,0.0001,0.0001
find--hit,7365,0.0001,0.0001
furious-r-kill,7365,0.0001,0.0001
fight-r-kill,7365,0.0001,0.0001
fight--furious,7365,0.0001,0.0001
feel-r-prompt,7365,0.0001,0.0001
feel--worst - hit,7365,0.0001,0.0001
feel--strike,7365,0.0001,0.0001
fall-r-witness,7365,0.0001,0.0001
fall-r-slide down,7365,0.0001,0.0001
get--protest,7365,0.0001,0.0001
fall-r-slide,7365,0.0001,0.0001
fall-r-hit,7365,0.0001,0.0001
get-r-protest,7365,0.0001,0.0001
bring--collapse,7365,0.0001,0.0001
glamour--musical,7365,0.0001,0.0001
bring--confirm,7365,0.0001,0.0001
fall onto-r-see,7365,0.0001,0.0001
bring--disaster,7365,0.0001,0.0001
bomb-r-threaten,7365,0.0001,0.0001
extinguish-r-torch,7365,0.0001,0.0001
bring-r-koran reading session,7365,0.0001,0.0001
hand out-r-spend,7365,0.0001,0.0001
experienced-r-it,7365,0.0001,0.0001
hearing--unexploded,7365,0.0001,0.0001
hearing-r-wedge,7365,0.0001,0.0001
break-r-death,7365,0.0001,0.0001
burn--extinguish,7365,0.0001,0.0001
freestyle-r-hold,7365,0.0001,0.0001
break-r-choke,7365,0.0001,0.0001
break out-r-march,7365,0.0001,0.0001
flatten--quake,7365,0.0001,0.0001
flatten-r-rescue operation,7365,0.0001,0.0001
break through--guard,7365,0.0001,0.0001
break out--violence,7365,0.0001,0.0001
flee--try,7365,0.0001,0.0001
flee-r-shelter,7365,0.0001,0.0001
break out--smash,7365,0.0001,0.0001
flee-r-trap,7365,0.0001,0.0001
flee-r-try,7365,0.0001,0.0001
break through-r-chase,7365,0.0001,0.0001
force--quake,7365,0.0001,0.0001
fire-r-trap,7365,0.0001,0.0001
boxing day earthquake-r-recover,7365,0.0001,0.0001
fire-r-suffocate,7365,0.0001,0.0001
force--strike,7365,0.0001,0.0001
force-r-hand out,7365,0.0001,0.0001
break--fire,7365,0.0001,0.0001
force-r-kill,7365,0.0001,0.0001
fire-r-kill,7365,0.0001,0.0001
former--life,7365,0.0001,0.0001
former-r-lead,7365,0.0001,0.0001
former-r-life,7365,0.0001,0.0001
fire--strike,7365,0.0001,0.0001
fire--hurl,7365,0.0001,0.0001
break--under pressure,7365,0.0001,0.0001
find-r-quake,7365,0.0001,0.0001
find--trap,7365,0.0001,0.0001
bombing-r-fear,7365,0.0001,0.0001
freestyle--serve,7365,0.0001,0.0001
experienced--it,7365,0.0001,0.0001
burn--set up,7365,0.0001,0.0001
event--strike,7365,0.0001,0.0001
battle-r-fire,7365,0.0001,0.0001
earthquake-r-spend,7365,0.0001,0.0001
earthquake-r-sink,7365,0.0001,0.0001
earthquake-r-shake,7365,0.0001,0.0001
battle-r-dead,7365,0.0001,0.0001
earthquake-r-rescue operation,7365,0.0001,0.0714285714286
battle-r-claim,7365,0.0001,0.0001
earthquake-r-reduce,7365,0.0001,0.0001
earthquake-r-quake,7365,0.0001,0.0001
earthquake-r-prompt,7365,0.0001,0.0001
hold-r-release,7365,0.0001,0.0001
earthquake-r-level,7365,0.0001,0.0001
hurl--rioting,7365,0.0001,0.0001
earthquake-r-jolt,7365,0.0001,0.0001
casualty-r-kill,7365,0.0001,0.0001
hurl-r-set ablaze,7365,0.0001,0.0001
earthquake--rise,7365,0.0001,0.0001
earthquake--koran reading session,7365,0.0001,0.0001
earthquake--it,7365,0.0001,0.0001
drop-r-drop,7365,0.0001,0.0001
battle--claim,7365,0.0001,0.0001
catch fire--throw,7365,0.0001,0.0001
catch--inferno,7365,0.0001,0.0001
dream-r-serve,7365,0.0001,0.0001
dream-r-hold,7365,0.0001,0.0001
bankruptcy-r-save,7365,0.0001,0.0001
dream--promote,7365,0.0001,0.0001
centre-r-quake,7365,0.0001,0.0001
bankruptcy-r-kill,7365,0.0001,0.0001
earthquake-r-strike,7365,0.0001,0.0001
battle-r-left dead,7365,0.0001,0.0001
hit-r-rock,7365,0.0001,0.0001
hit-r-rescue operation,7365,0.0001,0.0714285714286
blaze-r-set up,7365,0.0001,0.0001
evacuation-r-register,7365,0.0001,0.0001
blaze-r-die,7365,0.0001,0.0001
help-r-popular,7365,0.0001,0.0001
evacuation-r-it,7365,0.0001,0.0001
hit--it,7365,0.0001,0.0001
hit--magnitude,7365,0.0001,0.0001
hit--magnitude - 6 . 1 quake,7365,0.0001,0.0001
evacuate-r-traffic jam,7365,0.0001,0.0001
hit--recover,7365,0.0001,0.0001
evacuate--quake,7365,0.0001,0.0001
evacuate--landslide,7365,0.0001,0.0001
erupt-r-violence,7365,0.0001,0.0001
hit--strike,7365,0.0001,0.0001
depth of just six mile--strike,7365,0.0001,0.0001
engulf-r-hurl,7365,0.0001,0.0001
engulf--storm,7365,0.0001,0.0001
engulf--hurl,7365,0.0001,0.0714285714286
earthquake-r-wound,7365,0.0001,0.0001
earthquake-r-tremor,7365,0.0001,0.0001
earthquake-r-trap,7365,0.0001,0.0001
hit-r-magnitude,7365,0.0001,0.0001
be-r-tremor,7365,0.0001,0.0001
be-r-last,7365,0.0001,0.0001
be--tremor,7365,0.0001,0.0001
be--last,7365,0.0001,0.0001
battle-r-suffocate,7365,0.0001,0.0001
hit-r-power outage,7365,0.0001,0.0001
battle-r-storm,7365,0.0001,0.0001
battle-r-rage,7365,0.0001,0.0001
hit--under way,7365,0.0001,0.0001
last-r-shake,7365,0.0001,0.0001
landslide-r-reduce,7365,0.0001,0.0001
decision--meet,7365,0.0001,0.0001
death--try,7365,0.0001,0.0001
death--suffocate,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-rock,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-quake,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-it,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-injure,7365,0.0001,0.0001
6 . 1 - magnitude quake-r-hit,7365,0.0001,0.0001
reach-r-two aftershock,7365,0.0001,0.0001
death--riot,7365,0.0001,0.0001
damage--sustained,7365,0.0001,0.0001
record - set--sleep,7365,0.0001,0.0001
record - set-r-sleep,7365,0.0001,0.0001
recover--tsunami,7365,0.0001,0.0001
cut--go up in flame,7365,0.0001,0.0001
death--jolt,7365,0.0001,0.0001
register--tremor,7365,0.0001,0.0001
death--fire,7365,0.0001,0.0001
release-r-serve,7365,0.0001,0.0001
rescue--set fire,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-which,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-tsunami warning,7365,0.0001,0.0001
cut--plan,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-strike,7365,0.0001,0.0001
rescue-r-set fire,7365,0.0001,0.0001
cut--propose,7365,0.0001,0.0001
death--earthquake,7365,0.0001,0.0001
death toll--kill,7365,0.0001,0.0001
death--under pressure,7365,0.0001,0.0001
reach--two aftershock,7365,0.0001,0.0001
reach--spend,7365,0.0001,0.0001
raise-r-violence - plague,7365,0.0001,0.0001
decision-r-throw,7365,0.0001,0.0001
decision-r-raise,7365,0.0001,0.0001
6 . 1 magnitude quake-r-injure,7365,0.0001,0.0001
provide--stop,7365,0.0001,0.0001
provide--tremor,7365,0.0001,0.0001
decision-r-meet,7365,0.0001,0.0001
provide-r-stop,7365,0.0001,0.0001
provide-r-tremor,7365,0.0001,0.0001
decision--try,7365,0.0001,0.0001
last-r-strong,7365,0.0001,0.0001
quake--six mile beneath,7365,0.0001,0.0001
crisis-r-cut,7365,0.0001,0.0001
crisis-r-propose,7365,0.0001,0.0001
death toll--disaster,7365,0.0001,0.0001
decide-r-strike,7365,0.0001,0.0001
damage--tremor,7365,0.0001,0.0001
6 . 1 magnitude earthquake-r-injure,7365,0.0001,0.0001
6 . 1 magnitude earthquake-r-hit,7365,0.0001,0.0001
quake-r-six mile beneath,7365,0.0001,0.0001
quake-r-strike,7365,0.0001,0.0001
6 . 1 magnitude earthquake--under way,7365,0.0001,0.0001
decide--fire,7365,0.0001,0.0001
quake-r-tsunami warning,7365,0.0001,0.0001
debate-r-push back,7365,0.0001,0.0001
damage--traffic jam,7365,0.0001,0.0001
debate--push back,7365,0.0001,0.0001
trap-r-try,7365,0.0001,0.0001
raise-r-torch,7365,0.0001,0.0001
quake-r-run,7365,0.0001,0.0001
dead--riot,7365,0.0001,0.0001
6 . 1 - magnitude earthquake-r-in panic,7365,0.0001,0.0001
cut-r-fight,7365,0.0001,0.0001
darkness--sink,7365,0.0001,0.0001
4 . 3-r-panic,7365,0.0001,0.0001
storm--throw,7365,0.0001,0.0001
damage--provide,7365,0.0001,0.0001
darkness--earthquake,7365,0.0001,0.0001
4 . 3--temblor,7365,0.0001,0.0001
strike--tsunami warning,7365,0.0001,0.0001
damaging-r-injure,7365,0.0001,0.0001
damage--hit,7365,0.0001,0.0001
strike-r-take to,7365,0.0001,0.0001
strike-r-take to the street,7365,0.0001,0.0001
4 . 0-r-last,7365,0.0001,0.0001
4 . 0-r-be,7365,0.0001,0.0001
damage--difficult,7365,0.0001,0.0001
strike-r-try,7365,0.0001,0.0001
4 . 0--last,7365,0.0001,0.0001
4 . 0--be,7365,0.0001,0.0001
strike-r-tsunami alert,7365,0.0001,0.0001
damaging--earthquake,7365,0.0001,0.0001
damage-r-tsunami warning,7365,0.0001,0.0001
strong--tremor,7365,0.0001,0.0001
3 . 6-r-increase,7365,0.0001,0.0001
struggle--trap,7365,0.0001,0.0001
3 . 6-r-4 . 3,7365,0.0001,0.0001
3 . 6--temblor,7365,0.0001,0.0001
struggle--two aftershock,7365,0.0001,0.0001
3 . 6--magnitude,7365,0.0001,0.0001
damages-r-fall onto,7365,0.0001,0.0001
damaging--strike,7365,0.0001,0.0001
protest-r-throw,7365,0.0001,0.0001
stop--tremor,7365,0.0001,0.0001
dead--erupt,7365,0.0001,0.0001
cut-r-furious,7365,0.0001,0.0001
toss--work,7365,0.0001,0.0001
cut-r-get,7365,0.0001,0.0001
riot-r-storm,7365,0.0001,0.0001
damage-r-see,7365,0.0001,0.0001
riot-r-torch,7365,0.0001,0.0001
damage-r-service,7365,0.0001,0.0001
cut-r-keep,7365,0.0001,0.0001
rise-r-shake,7365,0.0001,0.0001
rock--tsunami,7365,0.0001,0.0001
6 . 1 - magnitude earthquake--quake,7365,0.0001,0.0001
cut-r-kill,7365,0.0001,0.0001
run--strike,7365,0.0001,0.0001
dead--engulf,7365,0.0001,0.0001
cut-r-left dead,7365,0.0001,0.0001
service--tremor,7365,0.0001,0.0001
service-r-stop,7365,0.0001,0.0001
shake--tremor,7365,0.0001,0.0001
shake-r-strong,7365,0.0001,0.0001
throw-r-try,7365,0.0001,0.0001
slide--walk,7365,0.0001,0.0001
smash--violence,7365,0.0001,0.0001
throw--try,7365,0.0001,0.0001
6 . 0-r-restore,7365,0.0001,0.0001
dead--injure,7365,0.0001,0.0001
cut-r-protest,7365,0.0001,0.0001
cut-r-striking,7365,0.0001,0.0001
dead--hit,7365,0.0001,0.0001
service--stop,7365,0.0001,0.0001
3 . 6--aftershock,7365,0.0001,0.0001
decision-r-torch,7365,0.0001,0.0001
default--demand,7365,0.0001,0.0001
depth of just 10 kilometer-r-strike,7365,0.0001,0.0001
appear-r-hit,7365,0.0001,0.0001
make the round--try,7365,0.0001,0.0001
appear--hit,7365,0.0001,0.0001
make the round-r-spread,7365,0.0001,0.0001
make the round-r-try,7365,0.0001,0.0001
depth of just 10 kilometer--strike,7365,0.0001,0.0001
depth of just 10 kilometer -lrb- six mile -rrb--r-located,7365,0.0001,0.0001
make--refer,7365,0.0001,0.0001
come-r-hit,7365,0.0001,0.0001
come-r-it,7365,0.0001,0.0001
aftershock-r-shake,7365,0.0001,0.0001
aftershock-r-rock,7365,0.0001,0.0001
aftershock-r-rise,7365,0.0001,0.0001
make-r-swim,7365,0.0001,0.0001
come-r-measure,7365,0.0001,0.0001
march--march,7365,0.0001,0.0001
aftershock-r-last,7365,0.0001,0.0001
come-r-quake,7365,0.0001,0.0001
depth of 10 kilometer -lrb- 6 mile--quake,7365,0.0001,0.0001
aftershock-r-increase,7365,0.0001,0.0001
tsunami warning-r-which,7365,0.0001,0.0001
depth of 10 kilometer -lrb- 6 mile -rrb--r-its,7365,0.0001,0.0001
measure--quake,7365,0.0001,0.0001
measure--torch,7365,0.0001,0.0001
depth of 10 kilometer -lrb- 6 mile -rrb---strike,7365,0.0001,0.0001
decision-r-try,7365,0.0001,0.0001
depth of just 10 kilometre -lrb- 6 . 2 mile--quake,7365,0.0001,0.0001
magnitude-r-temblor,7365,0.0001,0.0001
magnitude-r-panic,7365,0.0001,0.0001
magnitude--temblor,7365,0.0001,0.0001
depth of just 10 km-r-hit,7365,0.0001,0.0001
launch-r-two bombing raid,7365,0.0001,0.0001
attack--furious,7365,0.0001,0.0001
collapse-r-sustained,7365,0.0001,0.0001
depth of just 10 km--quake,7365,0.0001,0.0001
turn-r-violent,7365,0.0001,0.0001
lead--rescue operation,7365,0.0001,0.0001
attack--demonstration,7365,0.0001,0.0001
attack--cut,7365,0.0001,0.0001
depth of just 10 km--hit,7365,0.0001,0.0001
depth of just 10 kilometre--quake,7365,0.0001,0.0001
live--slip,7365,0.0001,0.0001
live-r-slip,7365,0.0001,0.0001
depth of 10 kilometer -lrb- 6 mile -rrb---magnitude 6 . 1 quake,7365,0.0001,0.0001
located--originate,7365,0.0001,0.0001
come--die,7365,0.0001,0.0001
located--quake,7365,0.0001,0.0001
damage-r-kill,7365,0.0001,0.0001
come--it,7365,0.0001,0.0001
come--measure,7365,0.0001,0.0001
athleticism-r-glamour,7365,0.0001,0.0001
athleticism-r-die,7365,0.0001,0.0001
come--turn,7365,0.0001,0.0001
located-r-strike,7365,0.0001,0.0001
located-r-which,7365,0.0001,0.0001
athleticism--glamour,7365,0.0001,0.0001
athleticism--die,7365,0.0001,0.0001
magnitude 9 . 1 quake-r-tsunami,7365,0.0001,0.0001
come--demonstration,7365,0.0001,0.0001
depth of 10 kilometer -lrb- 6 mile -rrb---its,7365,0.0001,0.0001
aftershock--tremor,7365,0.0001,0.0001
denounce-r-protest,7365,0.0001,0.0001
conflict-r-shelter,7365,0.0001,0.0001
address--propose,7365,0.0001,0.0001
default-r-take to,7365,0.0001,0.0001
address--crisis,7365,0.0001,0.0001
originate-r-which,7365,0.0001,0.0001
default-r-keep,7365,0.0001,0.0001
panic--tsunami,7365,0.0001,0.0001
participation-r-refer,7365,0.0001,0.0001
accident-r-die,7365,0.0001,0.0001
- 6 . 1--quake,7365,0.0001,0.0001
default-r-get,7365,0.0001,0.0001
plan-r-strike,7365,0.0001,0.0001
power outage--quake,7365,0.0001,0.0001
measure-r-protest,7365,0.0001,0.0001
8 . 7 - magnitude earthquake-r-tsunami alert,7365,0.0001,0.0001
promote--release,7365,0.0001,0.0001
promote--serve,7365,0.0001,0.0001
8 . 6 - magnitude quake-r-tsunami alert,7365,0.0001,0.0001
8 . 6 - magnitude quake-r-strike,7365,0.0001,0.0001
default--take to,7365,0.0001,0.0001
prompt--register,7365,0.0001,0.0001
coverage--march,7365,0.0001,0.0001
damage-r-destroy,7365,0.0001,0.0001
default--keep,7365,0.0001,0.0001
6 . 4 - magnitude quake-r-rock,7365,0.0001,0.0001
6 . 4 - magnitude quake-r-kill,7365,0.0001,0.0001
damage-r-provide,7365,0.0001,0.0001
coverage--strike,7365,0.0001,0.0001
pregnant--protest,7365,0.0001,0.0001
originate--six mile beneath,7365,0.0001,0.0001
deliver--drop,7365,0.0001,0.0001
address-r-propose,7365,0.0001,0.0001
denounce--torch,7365,0.0001,0.0001
aftershock--last,7365,0.0001,0.0001
meet--storm,7365,0.0001,0.0001
meet--throw,7365,0.0001,0.0001
meet-r-throw,7365,0.0001,0.0001
miss--strike,7365,0.0001,0.0001
denounce--kill,7365,0.0001,0.0001
confirm--disaster,7365,0.0001,0.0001
aftershock--earthquake,7365,0.0001,0.0001
mourn--pass,7365,0.0001,0.0001
address-r-cut,7365,0.0001,0.0001
aftershock--be,7365,0.0001,0.0001
confirm--kill,7365,0.0001,0.0001
confirm--koran reading session,7365,0.0001,0.0001
address-r-reform,7365,0.0001,0.0001
address-r-vote,7365,0.0001,0.0001
damage-r-difficult,7365,0.0001,0.0001
deliver-r-drop,7365,0.0001,0.0001
confirm-r-trap,7365,0.0001,0.0001
3 . 6--4 . 3,7365,0.0001,0.0001
demand-r-get,7365,0.0001,0.0001
confirm-r-death toll,7365,0.0001,0.0001
confirm--trap,7365,0.0001,0.0001
demand--get,7365,0.0001,0.0001
hurl-r-spread,7365,0.000593091747384,0.0714285714286
march-r-march,7365,0.00274567060763,0.0714285714286
measure-r-throw,7365,0.00287422771924,0.0714285714286
meet--protest,7365,0.00380421726741,0.0714285714286
march-r-violence,7365,0.00413178239751,0.0714285714286
quake-r-shake,7365,0.00423718787105,0.047619047619
claim-r-strike,7365,0.00449862838376,0.0714285714286
clash-r-try,7365,0.00454473418186,0.0714285714286
kill--tsunami,7365,0.0063978536914,0.0181818181818
last--tremor,7365,0.00714144669043,0.047619047619
earthquake-r-hit,7365,0.0084172362967,0.0540540540541
bankruptcy-r-take to the street,7365,0.00923645786842,0.142857142857
difficult--injure,7365,0.00971806739716,0.0714285714286
depth of 10 kilometer -lrb- 6 mile--hit,7365,0.00987800498887,0.0714285714286
damage-r-stop,7365,0.0103755691736,0.0714285714286
evacuation--tremor,7365,0.0108667728994,0.0714285714286
6 . 1 - magnitude earthquake-r-destroy,7365,0.0118118330911,0.047619047619
6 . 1 - magnitude earthquake--which,7365,0.0118986423172,0.0714285714286
flatten-r-kill,7365,0.0122806743446,0.0714285714286
injure--raze,7365,0.0125595374984,0.0714285714286
hurl--strike,7365,0.0125953735751,0.0714285714286
dead--march,7365,0.0127178884498,0.047619047619
experienced--tremor,7365,0.0127588805557,0.0714285714286
coverage--participation,7365,0.0127928136316,0.0714285714286
attack--design,7365,0.0132313112591,0.0714285714286
deliver--need,7365,0.0144801194107,0.0714285714286
casualty--material damage,7365,0.0146078765258,0.0714285714286
depth of just 10 kilometre--hit,7365,0.0151021981297,0.0714285714286
damages-r-see,7365,0.0151111900692,0.0714285714286
storm-r-throw,7365,0.0152633833702,0.0714285714286
hearing--wedge,7365,0.0154399302417,0.0714285714286
damage-r-traffic jam,7365,0.0154730604015,0.0714285714286
destroy-r-kill,7365,0.015574889262,0.047619047619
attack-r-kill,7365,0.0164895826377,0.0579710144928
avert-r-fight,7365,0.0169306050887,0.0714285714286
turn--violent,7365,0.0170900197819,0.142857142857
dead-r-injure,7365,0.017990812221,0.05
depth of 10 kilometer -lrb- 6 mile-r-quake,7365,0.0184707538083,0.0714285714286
class-r-land,7365,0.0185285663161,0.0714285714286
debate-r-try,7365,0.0188897237917,0.0714285714286
6 . 1 - magnitude earthquake-r-devastate,7365,0.0205252378998,0.0727272727273
break through-r-guard,7365,0.0211586910566,0.047619047619
difficult--evacuate,7365,0.0212317779442,0.0535714285714
landslide-r-rescue operation,7365,0.0217592248928,0.0714285714286
attend-r-coverage,7365,0.0218054837974,0.0714285714286
bombing-r-flee,7365,0.0223315785358,0.0714285714286
deliver-r-land,7365,0.0234397975427,0.0714285714286
demand-r-take to,7365,0.0239514938461,0.0714285714286
feel--quake,7365,0.0249043669196,0.0714285714286
describe-r-fall,7365,0.0252470405952,0.0714285714286
boxing day earthquake-r-kill,7365,0.0253425685998,0.047619047619
aftershock-r-panic,7365,0.0254141600974,0.0714285714286
hurt-r-kill,7365,0.0256863894637,0.171428571429
injure--riot,7365,0.0256950177952,0.0714285714286
3 . 6-r-panic,7365,0.0257695520859,0.0714285714286
difficult-r-evacuate,7365,0.0260772940174,0.0714285714286
bankruptcy-r-left dead,7365,0.0260911643376,0.0714285714286
join-r-violence,7365,0.0261203567084,0.0714285714286
kill--march,7365,0.0263335281093,0.0714285714286
6 . 1 magnitude quake-r-dead,7365,0.0264060182389,0.0714285714286
class--land,7365,0.0265260569939,0.114285714286
hurl--storm,7365,0.0265835597322,0.142857142857
on the way--rescue,7365,0.0266215275086,0.0714285714286
hurt--quake,7365,0.0268614883315,0.0714285714286
break--death,7365,0.0269796354128,0.0714285714286
bring--trap,7365,0.0272023978196,0.0714285714286
bring--kill,7365,0.0272023978196,0.0714285714286
bring--earthquake,7365,0.0272023978196,0.0714285714286
battle--cut,7365,0.0273184438406,0.0571428571429
frankness--world war ii,7365,0.0275037305041,0.0714285714286
dead--indonesia quake,7365,0.0276123711163,0.142857142857
avoid-r-battle,7365,0.0277247451436,0.047619047619
in panic--strike,7365,0.0280461662599,0.0714285714286
6 . 0--quake,7365,0.0283732011792,0.0714285714286
confirm--death toll,7365,0.0287390917534,0.0714285714286
cut-r-take to,7365,0.0289205236707,0.0714285714286
death toll--koran reading session,7365,0.0291593072327,0.0714285714286
koran reading session-r-trap,7365,0.0291593072327,0.0714285714286
destroy-r-injure,7365,0.0293184881931,0.0714285714286
6 . 1 - magnitude earthquake-r-tsunami,7365,0.0293856199939,0.0714285714286
difficult--traffic jam,7365,0.029526943484,0.0357142857143
health--sleep,7365,0.0297654786086,0.0714285714286
dead--quake,7365,0.029830831099,0.0714285714286
damage--landslide,7365,0.0301346791102,0.0714285714286
2004 tsunami--strike,7365,0.0308229412736,0.0714285714286
strike-r-tsunami warning,7365,0.0314737573465,0.0714285714286
claim--strike,7365,0.0318321847513,0.0714285714286
hurt--kill,7365,0.0321358916159,0.107142857143
extinguish--set up,7365,0.0323087294541,0.0714285714286
6 . 1 - magnitude earthquake-r-hit,7365,0.0324679713601,0.047619047619
avert-r-furious,7365,0.0325548403313,0.0714285714286
depth of just 10 kilometer -lrb- six mile -rrb--r-strike,7365,0.0335944661488,0.0714285714286
depth of just 10 kilometer -lrb- six mile -rrb---magnitude - 6 . 1 quake,7365,0.0338141563543,0.0714285714286
catch-r-kill,7365,0.0339393395646,0.0714285714286
hit--riot,7365,0.0340864269687,0.047619047619
attack--fight,7365,0.0342979276163,0.047619047619
ill--slip,7365,0.0343857259668,0.0714285714286
battle--furious,7365,0.034493450224,0.0571428571429
difficult-r-injure,7365,0.0345755816214,0.0357142857143
cloud-r-take to the street,7365,0.035032223558,0.0714285714286
