worker,worker-cosine,job,output.relations.count,duration,judgment,unit,worker-agreement,spam,wqs,wqs_initial
39664721,0.474290977032,1,1.2,56.8,5,5,0.224014336918,False,0.22541356561,0.169118051029
22360250,0.508594566472,1,2.8,27.8,5,5,0.162200577201,False,0.236347015778,0.138375989449
40233359,0.422718517842,1,1.2,75.0,5,5,0.357083333333,False,0.237621555739,0.201431171794
15555970,0.459261929564,1,1.0,49.0,1,1,0.255952380952,False,0.237676983187,0.225362309716
1924522,0.502200159594,1,1.61538461538,22.6923076923,13,13,0.294380770919,False,0.240850928001,0.166962576103
43704483,0.514184093763,1,1.15555555556,47.8888888889,45,45,0.310088487027,False,0.243277028402,0.174762891867
22500775,0.541978350449,1,1.10526315789,53.7368421053,19,19,0.274230506833,False,0.251369929215,0.130226621597
40206876,0.3727410203,1,12.0,181.4,5,5,0.162830687831,False,0.251840063159,0.253374530612
6082058,0.514924099453,1,2.4,182.4,15,15,0.210150780767,False,0.256184218518,0.14767210861
10959404,0.45227187499,1,1.05263157895,38.7631578947,38,38,0.281560629398,False,0.264480278478,0.197352452447
42544704,0.458804860084,1,1.0,20.3846153846,13,13,0.376498797499,False,0.266767877595,0.20691658868
27770607,0.456137086264,1,1.0625,20.625,16,16,0.365743802824,False,0.271484904587,0.202149770925
24043308,0.471998023732,1,1.40909090909,42.9090909091,44,44,0.241972013781,False,0.27166328684,0.170597560916
20312760,0.481573831647,1,1.5,55.625,32,32,0.30211640251,False,0.274199400675,0.183071041902
11068774,0.311302048227,1,8.0,39.0,2,2,0.180557960558,False,0.2761258366,0.240708857295
19378092,0.420650131377,1,2.5,56.375,8,8,0.289777777778,False,0.277290818231,0.21714980275
31585669,0.471317259808,1,3.0,61.5555555556,18,18,0.239858329237,False,0.278806813699,0.192754515702
32338429,0.45648291693,1,1.0,62.5,4,4,0.45625,False,0.286231328105,0.238075707017
24835873,0.488481473564,1,1.01834862385,29.7339449541,109,109,0.302135543739,False,0.287500771484,0.1904913271
16854635,0.451817988,1,1.15384615385,55.7307692308,52,52,0.367409937166,False,0.303616059348,0.217891709512
28810858,0.481719428643,1,1.66666666667,61.6666666667,3,3,0.381944444444,False,0.314969224376,0.23077912853
4316379,0.443323107841,1,1.1847826087,24.8586956522,92,92,0.321629919291,False,0.325046463047,0.216496494834
39226056,0.443704196758,1,1.48648648649,151.621621622,37,37,0.321280595245,False,0.326912308734,0.194530124974
21405768,0.351323016441,1,4.33333333333,184.666666667,3,3,0.227023031435,False,0.327504727837,0.245300577253
41161616,0.406937158244,1,1.0,164.705882353,17,17,0.350403157717,False,0.339303092548,0.234685156091
39133098,0.386102398747,1,1.66666666667,57.7333333333,15,15,0.43516182759,False,0.34369489364,0.267685414845
39930719,0.368876727883,1,1.44117647059,122.823529412,34,34,0.343239745175,False,0.345478105735,0.297056585143
29849805,0.39385496968,1,1.5,97.5,10,10,0.36691017316,False,0.346686496388,0.28035237647
38044754,0.419379313201,1,1.27272727273,78.0909090909,11,11,0.421256391071,False,0.351555069794,0.244409904439
18215885,0.350011697186,1,1.5,63.5,4,4,0.320071684588,False,0.352123784851,0.240477481794
25781776,0.321395402436,1,8.33333333333,45.4444444444,18,18,0.243701043306,False,0.353502207323,0.316102595017
6338946,0.390600912775,1,3.25,90.5,4,4,0.280704365079,False,0.353698925244,0.217861164974
3671372,0.364054120896,1,1.1,28.6,10,10,0.404423462872,False,0.353965622821,0.27941651824
43713735,0.416996104676,1,1.04255319149,36.914893617,47,47,0.331900574299,False,0.358513702971,0.245351614149
6432269,0.470247290605,1,1.26666666667,36.8666666667,15,15,0.335440848214,False,0.36180067557,0.189247642694
15577915,0.379461086042,1,1.22,18.76,50,50,0.386987408825,False,0.369477525694,0.27321698526
13581319,0.362718882747,1,1.27118644068,19.1355932203,59,59,0.415303348592,False,0.369807526631,0.275972721938
29768955,0.373435854356,1,1.14285714286,41.8571428571,7,7,0.37253968254,False,0.370255424989,0.276683662285
26643631,0.383729790571,1,1.25,39.3571428571,56,56,0.341804153916,False,0.372480219044,0.269648798886
39925494,0.388621469573,1,1.66666666667,62.0,9,9,0.388658234127,False,0.377877011783,0.252857165314
24252915,0.460434568605,1,1.0,64.0,3,3,0.270061728395,False,0.379216652118,0.206537756511
19302668,0.362207195857,1,1.0,42.0,1,1,0.363095238095,False,0.381253497738,0.353480650594
11257883,0.372476344634,1,1.225,282.15,40,40,0.381945695314,False,0.392600534469,0.268224821015
38806465,0.355868407445,1,1.09523809524,24.9047619048,21,21,0.363798803536,False,0.394361516687,0.317475436655
28351359,0.335711656892,1,1.66666666667,35.3333333333,6,6,0.354284188034,False,0.396706317065,0.314914189461
28675156,0.3125478307,1,1.73333333333,42.8666666667,15,15,0.419498283703,False,0.399096682368,0.330907418532
25358609,0.36141988831,1,1.66666666667,43.2,15,15,0.429482232134,False,0.405648628247,0.301709541294
38158803,0.417163129091,1,2.46666666667,31.5333333333,15,15,0.281416583179,False,0.406569069996,0.227215774625
12115558,0.313799454427,1,1.54545454545,28.2727272727,11,11,0.441626984127,False,0.407622230603,0.325560773743
36971600,0.332363525792,1,1.33333333333,96.2666666667,15,15,0.406752476325,False,0.413423129058,0.344012971136
34070076,0.366739823264,1,1.62264150943,50.7547169811,53,53,0.370604262131,False,0.416737477328,0.276280333536
23854490,0.231650180072,1,1.0,63.0,1,1,0.380952380952,False,0.417726735939,0.328829785076
27990857,0.266782427822,1,1.0,84.0,3,3,0.46875,False,0.421508282783,0.389025910796
6377879,0.339900063552,1,1.53448275862,60.1896551724,58,58,0.381056717465,False,0.424173549575,0.31456842123
23144069,0.377336790513,1,1.80952380952,59.2857142857,21,21,0.346813874701,False,0.425642938049,0.269279286027
40488533,0.278405812555,1,4.95,92.3,20,20,0.288829717072,False,0.426111810754,0.330490118881
43578523,0.360509536785,1,1.33333333333,61.9259259259,27,27,0.34345357504,False,0.428213204876,0.304443864907
36851940,0.307121204112,1,1.57446808511,71.5106382979,47,47,0.388247123564,False,0.433412814647,0.339821135609
41841195,0.353481847553,1,1.475,43.3,40,40,0.366146980839,False,0.433506416914,0.301824731737
1883056,0.316607701477,1,2.48484848485,62.6666666667,33,33,0.376930292723,False,0.435055130501,0.337943874951
40421145,0.357745114511,1,1.57142857143,26.5714285714,7,7,0.394531368103,False,0.435072433506,0.275741439578
14861092,0.355922874735,1,1.58064516129,22.6451612903,93,93,0.366853830061,False,0.439135776395,0.284143724006
7012325,0.343065341016,1,1.58823529412,52.7058823529,17,17,0.470411856662,False,0.441358920754,0.32174747679
18666417,0.327558824785,1,1.86170212766,59.5319148936,94,94,0.384611591824,False,0.444579478582,0.313657661039
36166698,0.306747111242,1,1.96774193548,43.3870967742,31,31,0.36372137786,False,0.44720845935,0.312405502074
40032300,0.325214261461,1,2.03571428571,24.4404761905,84,84,0.368382025014,False,0.449643818053,0.305353333489
20306047,0.304015788255,1,1.425,55.3416666667,120,120,0.404241922588,False,0.455727854102,0.339904917121
28335646,0.35921845015,1,1.47058823529,92.7647058824,85,85,0.430594493466,False,0.456218720605,0.311086108745
19294877,0.293883007997,1,1.66666666667,117.633333333,30,30,0.398830696667,False,0.456339405821,0.348858300425
6367365,0.321761305982,1,1.67289719626,41.0841121495,107,107,0.404935521375,False,0.456749411869,0.311251185299
35849301,0.342608202246,1,1.72727272727,84.3636363636,11,11,0.499093915344,False,0.458115969159,0.354504114999
43605496,0.276096315776,1,1.5,121.2,10,10,0.449150326797,False,0.462400811472,0.380654245888
13300986,0.323807153569,1,1.72727272727,31.4090909091,88,88,0.409886840052,False,0.463993745797,0.323967192081
31508822,0.300700105138,1,2.06349206349,51.6507936508,63,63,0.39473189897,False,0.4647000943,0.343548515157
34374082,0.385283368327,1,1.0,45.3888888889,18,18,0.354093581539,False,0.467949662263,0.24799039498
43220185,0.249374843351,1,3.09090909091,86.3333333333,33,33,0.413005042663,False,0.471770547999,0.356606787731
31613324,0.308167136222,1,1.74358974359,186.794871795,39,39,0.453751036998,False,0.47267111385,0.36453033262
35351404,0.306518684115,1,1.8,53.3333333333,15,15,0.408139252723,False,0.478582318121,0.316858144033
18482369,0.305296427685,1,1.3,42.95,20,20,0.418506130683,False,0.481546269566,0.363217449374
43619823,0.307986351182,1,1.73333333333,37.5,30,30,0.384256984115,False,0.487621267478,0.337756264422
42393622,0.227786873077,1,3.0,321.5,4,4,0.353435672515,False,0.489227851748,0.370015026713
38817461,0.225560996031,1,2.5,52.0,4,4,0.336072530864,False,0.490002105613,0.338030237027
43182644,0.283675499571,1,1.62857142857,72.2571428571,35,35,0.471892698055,False,0.490238376752,0.382150984881
29328107,0.257175192102,1,2.5,163.5,2,2,0.451111111111,False,0.493344400491,0.441948865027
40599766,0.260625810352,1,2.06666666667,66.0,15,15,0.431764159452,False,0.497719574269,0.356641259821
6524027,0.292454855972,1,1.6043956044,30.978021978,91,91,0.410906574341,False,0.498062670079,0.349922009003
36929821,0.215007807361,1,2.0625,38.5625,16,16,0.450172919673,False,0.506645267354,0.394521190953
6355877,0.235589224063,1,3.075,126.9625,80,80,0.429560335038,False,0.507672893498,0.385300801485
32414674,0.347826891751,1,1.53333333333,82.8,15,15,0.509935752079,False,0.508077118144,0.331025573377
34788729,0.175307171232,1,2.8,134.2,5,5,0.455661375661,False,0.511090565612,0.455278043436
39073124,0.257723765946,1,3.35185185185,52.7685185185,108,108,0.429128526546,False,0.513304781565,0.362829126559
36313199,0.263062221954,1,2.17647058824,54.1294117647,85,85,0.437385145468,False,0.51333389286,0.373367071536
43722428,0.2279251738,1,3.0,23.1818181818,11,11,0.417513753608,False,0.515309218917,0.39961054448
20929875,0.305922982182,1,3.0,82.4,5,5,0.360318877551,False,0.516801167971,0.343060883558
24403612,0.273506916315,1,1.7875,33.0625,80,80,0.42296723937,False,0.517581603425,0.371599305473
31988217,0.232175363028,1,2.35483870968,33.5268817204,93,93,0.417575967801,False,0.520016797082,0.394336572656
36826029,0.262576058804,1,1.93617021277,86.329787234,94,94,0.467695955962,False,0.520191642982,0.368548871037
39744930,0.275761100117,1,2.29090909091,84.6363636364,55,55,0.464450517702,False,0.526332779632,0.384132353748
20179847,0.247358528279,1,2.1875,59.0,16,16,0.39820846166,False,0.528724439913,0.366479284116
37673989,0.194698161218,1,1.90909090909,51.4545454545,11,11,0.477791805562,False,0.530462038417,0.453085752131
21245943,0.320283385753,1,1.27272727273,319.045454545,22,22,0.462240603312,False,0.53769491963,0.364752015851
30145358,0.210989875261,1,2.57142857143,40.1428571429,7,7,0.494421768707,False,0.538845820797,0.469537328628
41290202,0.244621132177,1,2.49152542373,37.6779661017,59,59,0.417828370543,False,0.539959718726,0.389724256887
18386513,0.194879400627,1,2.06666666667,59.2666666667,15,15,0.458035837179,False,0.540561207974,0.438756033454
43608685,0.22690081963,1,4.0,78.6666666667,15,15,0.439414026413,False,0.54303137661,0.397397789673
21043907,0.205684727301,1,2.8,56.2666666667,15,15,0.497311196575,False,0.54581944817,0.448217481909
43692680,0.237540604428,1,2.0,95.4,15,15,0.534568612391,False,0.546930221071,0.437422761184
11460728,0.208759096078,1,2.71014492754,53.5652173913,69,69,0.49254461688,False,0.548306394001,0.432226706299
43526470,0.228755251091,1,1.2,25.7,10,10,0.537125220459,False,0.551862408138,0.454322209149
28776776,0.207742989805,1,2.98412698413,36.0158730159,63,63,0.449673976053,False,0.554162833558,0.447041236024
43656720,0.205185358,1,3.0,63.7142857143,7,7,0.464783522298,False,0.555053410092,0.399949842334
35903629,0.242740291927,1,1.33333333333,30.7777777778,9,9,0.51214569161,False,0.556787875537,0.434004722826
18960682,0.233658380523,1,1.47058823529,25.2941176471,17,17,0.537056878307,False,0.559625238034,0.450180994351
35607359,0.215988807052,1,2.25,21.75,32,32,0.47287507559,False,0.561761620771,0.456412420397
24104564,0.216230669476,1,2.27586206897,54.2068965517,29,29,0.427285748129,False,0.563751609071,0.418349689
13818593,0.210599329752,1,2.71428571429,74.8571428571,7,7,0.456832298137,False,0.567310334781,0.482035905372
40925305,0.205835115436,1,2.52884615385,60.8076923077,104,104,0.475609386821,False,0.570481534887,0.429079693067
38089029,0.214265596428,1,1.0,43.0,2,2,0.529464285714,False,0.572528161593,0.504339956341
32356401,0.211277834602,1,2.2,217.84,25,25,0.460095537382,False,0.575960891781,0.431543165923
29289135,0.246335893701,1,1.61111111111,60.6111111111,18,18,0.515556758057,False,0.5770872006,0.427415163967
6336109,0.234424179188,1,1.84615384615,92.7179487179,39,39,0.462588644988,False,0.577480125249,0.419659873512
5814726,0.180631906358,1,2.125,99.6875,16,16,0.504939801317,False,0.577986115358,0.487737418536
39575511,0.155412463632,1,3.8,38.0,5,5,0.413231922399,False,0.578000987527,0.455663710033
6413571,0.208162393347,1,2.22222222222,63.2777777778,18,18,0.540127848489,False,0.579748198996,0.48708909991
36002600,0.119066489246,1,2.33333333333,58.0,3,3,0.487797619048,False,0.58062588057,0.526599090413
33946118,0.286812787818,1,2.1,165.3,10,10,0.372265684051,False,0.581006916103,0.347641574465
19810879,0.218411393163,1,3.6,64.4,15,15,0.519429620693,False,0.58744407533,0.44128042717
5861591,0.143993132278,1,2.16666666667,44.6666666667,6,6,0.487962962963,False,0.598404355591,0.514378922783
34699374,0.231408611069,1,3.0,53.0666666667,15,15,0.465677970178,False,0.599214456006,0.457806889749
23171596,0.169905914726,1,3.0,38.6,10,10,0.426616037219,False,0.600652949604,0.457083060378
38198526,0.122095268627,1,2.5,90.0,2,2,0.527222222222,False,0.60266076085,0.521095372033
35256604,0.170146120304,1,1.25,57.25,4,4,0.52485380117,False,0.613351661527,0.526315539473
39078035,0.147654698724,1,1.66666666667,22.3333333333,6,6,0.490833333333,False,0.614799932578,0.546964191675
8715359,0.211017802013,1,2.875,93.5,8,8,0.407662969092,False,0.621989589653,0.412556540497
43175089,0.324348677175,1,1.0,255.75,4,4,0.504032258065,False,0.627971227073,0.363012683963
40265255,0.163110343104,1,2.6,48.2666666667,15,15,0.562778476004,False,0.637164298241,0.536068476314
23017572,0.152943605484,1,2.83333333333,175.25,12,12,0.48177960928,False,0.640020137905,0.52546030004
11131207,0.156155229483,1,1.73333333333,38.3333333333,15,15,0.576973576468,False,0.641512443227,0.537363671072
43684309,0.149351247356,1,3.13333333333,44.6666666667,15,15,0.547064885533,False,0.641829188595,0.547690920252
32547262,0.182329571393,1,1.625,70.0,16,16,0.501669269223,False,0.649588367945,0.51435085725
18531561,0.130803999539,1,2.0,76.2857142857,7,7,0.489859022556,False,0.655433963117,0.537253538016
43730665,0.140801112721,1,2.5,119.0,2,2,0.625,False,0.662924058206,0.641996925974
43142051,0.130709771969,1,3.2,72.1,10,10,0.528282549131,False,0.665722420048,0.568801322661
32245411,0.193329921773,1,1.0,42.1111111111,9,9,0.67867816092,False,0.666791352126,0.537919296223
43584008,0.243514230564,1,1.0,42.3333333333,6,6,0.56125,False,0.684953409061,0.412644894216
42393430,0.108898603173,1,1.33333333333,75.3333333333,3,3,0.573207885305,False,0.689932775184,0.55805730905
43604076,0.168097113207,1,2.33333333333,22.8888888889,9,9,0.648412698413,False,0.692060459795,0.533076991683
42233797,0.116116523517,1,1.0,154.0,1,1,0.607142857143,False,0.696792047708,0.57587030967
41265265,0.184806016896,1,2.0,64.1666666667,6,6,0.602125603865,False,0.701812117558,0.527005406906
19638651,0.075499672958,1,2.0,38.0,1,1,0.541666666667,False,0.704552493539,0.642750392024
36631819,0.111458953495,1,1.25,50.75,4,4,0.6425,False,0.708048971439,0.643111865871
35551850,0.1432897252,1,2.8,43.2,5,5,0.562128851541,False,0.720944146769,0.534395712708
6645897,0.0643825892975,1,2.0,116.0,1,1,0.696428571429,False,0.783377434455,0.754879848715
35330747,0.00294551449842,1,1.0,63.0,1,1,0.928571428571,False,0.978773585281,0.925836307966
