unit,duration,input.events1,input.index,input.number,input.pair1,input.pair1_lemma,input.pair1_noOffset,input.pair2,input.pair2_lemma,input.pair2_noOffset,input.pair3,input.pair3_lemma,input.pair3_noOffset,input.pair4,input.pair4_lemma,input.pair4_noOffset,input.pair5,input.pair5_lemma,input.pair5_noOffset,input.pair6,input.pair6_lemma,input.pair6_noOffset,input.relations,input.relations_noOffset,input.sentence1,input.sentence1_id,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.relations_lemma.annotations,output.relations_lemma.cos_clarity,output.relations_lemma.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","name, reveal","named, revealed","revealed_47_55, violations_175_185","reveal, violation","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuit, reveal","lawsuits, revealed","revealed_47_55, death_29_34","death, reveal","death, revealed","named_106_111, violations_175_185","name, violation","named, violations","named_106_111, lawsuits_128_136","lawsuit, name","lawsuits, named",revealed_47_55-r-violations_175_185,revealed-r-violations,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset_lemma,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090752050696801451,0.097207408445009455,lawsuit--name,0,0.0,0.0
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","name, reveal","named, revealed","revealed_47_55, violations_175_185","reveal, violation","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuit, reveal","lawsuits, revealed","revealed_47_55, death_29_34","death, reveal","death, revealed","named_106_111, violations_175_185","name, violation","named, violations","named_106_111, lawsuits_128_136","lawsuit, name","lawsuits, named",revealed_47_55-r-violations_175_185,revealed-r-violations,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset_lemma,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090752050696801451,0.097207408445009455,lawsuit-r-name,2,0.2246892374624793,0.13333333333333333
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","name, reveal","named, revealed","revealed_47_55, violations_175_185","reveal, violation","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuit, reveal","lawsuits, revealed","revealed_47_55, death_29_34","death, reveal","death, revealed","named_106_111, violations_175_185","name, violation","named, violations","named_106_111, lawsuits_128_136","lawsuit, name","lawsuits, named",revealed_47_55-r-violations_175_185,revealed-r-violations,"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset_lemma,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090752050696801451,0.097207408445009455,no_relation,2,0.13476982233415358,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,clash--ugly,3,0.21776610133923346,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,clash-r-ugly,1,0.09926785343213691,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,clash--turn,0,0.0,0.0
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,clash-r-turn,1,0.09926785343213691,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee--toss,3,0.1269495408229856,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee-r-toss,3,0.26042883368698094,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee--point,1,0.031952749508441854,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee-r-point,3,0.24285345892634488,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee--ugly,1,0.0971205250009843,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee-r-ugly,2,0.1733627846830868,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee--turn,0,0.0,0.0
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,melee-r-turn,2,0.12714150331611293,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clash, ugly","clashed, ugly","clashed_170_177, turned_129_135","clash, turn","clashed, turned","melee_221_226, tossing_190_197","melee, toss","melee, tossing","melee_221_226, pointing_93_101","melee, point","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee, ugly","melee_221_226, turned_129_135","melee, turn","melee, turned",melee_221_226-r-pointing_93_101,melee-r-pointing,"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset_lemma,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12630575563496083,0.10678181541653022,no_relation,3,0.213341792775526,0.2
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","control, hostile","hostile_30_37, broke away_49_59","break away, hostile","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggle","hostile, struggled","hostile_30_37, killed_122_128","hostile, kill","hostile, killed","control_20_27, broke away_49_59","break away, control","broke away, control",hostile_30_37-r-killed_122_128,hostile-r-killed,"Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset_lemma,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14363054418324422,0.099222106491106132,control--hostile,1,0.02097347884934138,0.06666666666666667
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","control, hostile","hostile_30_37, broke away_49_59","break away, hostile","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggle","hostile, struggled","hostile_30_37, killed_122_128","hostile, kill","hostile, killed","control_20_27, broke away_49_59","break away, control","broke away, control",hostile_30_37-r-killed_122_128,hostile-r-killed,"Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset_lemma,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14363054418324422,0.099222106491106132,control-r-hostile,2,0.11646299599145807,0.13333333333333333
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","control, hostile","hostile_30_37, broke away_49_59","break away, hostile","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggle","hostile, struggled","hostile_30_37, killed_122_128","hostile, kill","hostile, killed","control_20_27, broke away_49_59","break away, control","broke away, control",hostile_30_37-r-killed_122_128,hostile-r-killed,"Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset_lemma,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14363054418324422,0.099222106491106132,break away--hostile,3,0.1998027236073721,0.2
