unit,duration,input.events1,input.index,input.number,input.pair1,input.pair1_noOffset,input.pair2,input.pair2_noOffset,input.pair3,input.pair3_noOffset,input.pair4,input.pair4_noOffset,input.pair5,input.pair5_noOffset,input.pair6,input.pair6_noOffset,input.sentence1,input.sentence1_id,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.relations_noOffset.annotations,output.relations_noOffset.cos_clarity,output.relations_noOffset.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","named, revealed","revealed_47_55, violations_175_185","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuits, revealed","revealed_47_55, death_29_34","death, revealed","named_106_111, violations_175_185","named, violations","named_106_111, lawsuits_128_136","lawsuits, named","In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090836818162151903,0.097207408445009455,lawsuits--named,0,0.0,0.0
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","named, revealed","revealed_47_55, violations_175_185","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuits, revealed","revealed_47_55, death_29_34","death, revealed","named_106_111, violations_175_185","named, violations","named_106_111, lawsuits_128_136","lawsuits, named","In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090836818162151903,0.097207408445009455,lawsuits-r-named,2,0.22494946201177227,0.13333333333333333
1303753826,148.40000000000001,revealed_47_55###named_106_111###violations_175_185###lawsuits_128_136###death_29_34,2,64,"revealed_47_55, named_106_111","named, revealed","revealed_47_55, violations_175_185","revealed, violations","revealed_47_55, lawsuits_128_136","lawsuits, revealed","revealed_47_55, death_29_34","death, revealed","named_106_111, violations_175_185","named, violations","named_106_111, lawsuits_128_136","lawsuits, named","In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations .",19_2ecbplus.xml_13,crowdflower/causal_relations_preliminary_noOffset,22.0,0.55470019622522915,11.0,22,0.55470019622522915,11,15,0.090836818162151903,0.097207408445009455,no_relation,2,0.13499012004015798,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,clashed--ugly,3,0.21716482876457535,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,clashed-r-ugly,1,0.09923955159922633,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,clashed--turned,0,0.0,0.0
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,clashed-r-turned,1,0.09923955159922633,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee--tossing,3,0.12721439774668183,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee-r-tossing,3,0.2607401120415411,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee--pointing,1,0.032047595990648506,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee-r-pointing,3,0.2432885051192824,0.2
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee--ugly,1,0.09692832971499324,0.06666666666666667
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee-r-ugly,2,0.17324187744912342,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee--turned,0,0.0,0.0
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,melee-r-turned,2,0.12698208211920975,0.13333333333333333
1303753898,55.133333333333333,wounded_50_57###Memorial_0_8###creating_210_218###clashed_170_177###melee_221_226###tossing_190_197###pointing_93_101###ugly_136_140###turned_129_135,4,97,"clashed_170_177, ugly_136_140","clashed, ugly","clashed_170_177, turned_129_135","clashed, turned","melee_221_226, tossing_190_197","melee, tossing","melee_221_226, pointing_93_101","melee, pointing","melee_221_226, ugly_136_140","melee, ugly","melee_221_226, turned_129_135","melee, turned","Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee .",19_5ecbplus.xml_2,crowdflower/causal_relations_preliminary_noOffset,23.0,0.39735970711951318,11.0,23,0.39735970711951318,11,15,0.12636684536368198,0.10678181541653022,no_relation,3,0.21365908228458674,0.2
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,control--hostile,1,0.02071181918456915,0.06666666666666667
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,control-r-hostile,2,0.11662409066787326,0.13333333333333333
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,broke away--hostile,3,0.20012506128424126,0.2
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,broke away-r-hostile,3,0.22561763398597043,0.2
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,hostile--vigil,2,0.06574062463367435,0.13333333333333333
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,hostile-r-vigil,3,0.22221363485896375,0.2
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,hostile--struggled,4,0.37446862301631656,0.26666666666666666
1303753837,50.93333333333333,hostile_30_37###control_20_27###broke away_49_59###vigil_84_89###struggled_7_16###killed_122_128,5,75,"hostile_30_37, control_20_27","control, hostile","hostile_30_37, broke away_49_59","broke away, hostile","hostile_30_37, vigil_84_89","hostile, vigil","hostile_30_37, struggled_7_16","hostile, struggled","hostile_30_37, killed_122_128","hostile, killed","control_20_27, broke away_49_59","broke away, control","Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",19_3ecbplus.xml_8,crowdflower/causal_relations_preliminary_noOffset,30.0,0.44721359549995787,13.0,30,0.44721359549995787,13,15,0.14409161899957765,0.099222106491106132,hostile-r-struggled,3,0.22348959644916658,0.2
