worker,duration,output.relations_noOffset.count,job,judgment,unit,wqs,wqs_initial
43983782,68.5408163265,1.01020408163,1,196,196,0.187312014545,0.125864944725
27597031,34.0,1.13333333333,1,15,15,0.187377960021,0.126674392696
26024737,10.24,1.0,1,25,25,0.188480086022,0.11610868307
29768955,18.5,1.0,1,4,4,0.189592918639,0.141138610703
6363996,217.142857143,1.0,1,7,7,0.192716095638,0.114455427353
6450759,21.1851851852,1.11111111111,1,27,27,0.193586333313,0.111634563548
39744930,51.875,2.0,1,8,8,0.194251283896,0.130737361494
30777913,38.3913043478,1.82608695652,1,23,23,0.195162813267,0.145839546799
44223409,42.6511627907,1.0,1,43,43,0.197260196862,0.16929831651
44038582,110.72,3.88,1,25,25,0.198581985333,0.148664764199
43900600,260.0,1.03076923077,1,130,130,0.198631567872,0.129343232732
43113169,44.5,5.0,1,2,2,0.19960253809,0.15558844582
44220716,137.6,1.05,1,20,20,0.199900640683,0.162010943199
3587109,17.3103448276,1.0,1,58,58,0.200415244192,0.110684994309
28335646,91.1127819549,1.17293233083,1,133,133,0.200630342738,0.124142558643
19838540,82.4,1.08275862069,1,145,145,0.202518127489,0.127647561115
41161616,90.6428571429,1.32142857143,1,56,56,0.202853711042,0.129588906598
44238417,61.25,1.25,1,4,4,0.203192416992,0.126889391785
31462934,62.0,1.0,1,1,1,0.203270817378,0.151268584275
14861092,20.0,1.0,1,6,6,0.204598299085,0.112101586861
39463195,84.0,3.2,1,15,15,0.207118765275,0.134210488945
44234175,43.4264705882,1.0,1,68,68,0.209168252975,0.113966097716
6524027,62.8032786885,1.37704918033,1,61,61,0.210451253866,0.137680031427
44326365,62.8666666667,1.0,1,15,15,0.21071654539,0.120830359864
44119043,39.5,1.5,1,2,2,0.210922666736,0.113736367674
12115558,32.7647058824,1.35294117647,1,17,17,0.211373180415,0.124717193784
15965551,81.4193548387,1.29032258065,1,31,31,0.212278292896,0.139837704704
32472208,73.5555555556,2.44444444444,1,9,9,0.213316406895,0.151730160316
44110297,48.52,1.84,1,25,25,0.213732926276,0.11129089722
44053585,36.8888888889,1.22222222222,1,9,9,0.21403066981,0.15569318985
44189114,120.5,3.33333333333,1,42,42,0.215101767919,0.125803130383
44309696,14.0,5.0,1,1,1,0.215710018574,0.255123845525
44248178,18.8666666667,1.90666666667,1,75,75,0.219747671819,0.149058313045
19294877,475.0,1.5,1,2,2,0.221375376344,0.147351863745
44220382,84.6206896552,2.41379310345,1,58,58,0.221946108476,0.166699204683
44180794,70.8,1.0,1,15,15,0.223088691291,0.181492321296
44305197,41.1333333333,1.26666666667,1,15,15,0.224079300926,0.159983151127
44043587,14.9333333333,1.6,1,30,30,0.224578864472,0.164855145565
1924522,26.7777777778,1.0,1,27,27,0.22556673099,0.156337319725
30766630,54.5203252033,1.59349593496,1,123,123,0.22779506536,0.132586188944
44124794,87.5,1.0,1,8,8,0.228318857825,0.118802408493
40700258,21.6666666667,1.0,1,6,6,0.230504356561,0.1616217989
1855113,46.8620689655,1.93103448276,1,29,29,0.232685851988,0.158816695614
44207995,21.0,3.2,1,5,5,0.232846522063,0.114392413717
44261167,24.4117647059,1.64705882353,1,17,17,0.232992648507,0.166427994041
44272176,94.0,1.0,1,12,12,0.235428825608,0.137922389816
18960682,48.9473684211,1.5,1,114,114,0.23815933944,0.146451246093
41835374,43.0,1.0,1,1,1,0.238390997889,0.348263016573
44235614,56.5,1.0,1,30,30,0.238783362553,0.129821543799
38158803,23.75,1.0,1,4,4,0.240786145053,0.193575526042
44243615,54.16,1.0,1,100,100,0.240900586114,0.160195162932
44029695,78.2666666667,2.53333333333,1,15,15,0.241462858601,0.189926977606
16854635,60.0582524272,1.0,1,103,103,0.242921348866,0.127162433136
32362391,131.928571429,2.0,1,14,14,0.242921453191,0.0921893122199
43847974,178.68115942,1.0,1,69,69,0.242980245797,0.14897334158
22489346,35.4545454545,1.0,1,11,11,0.247118390811,0.172433330963
44099994,13.25,1.625,1,16,16,0.247154908067,0.158071863389
44164300,70.1666666667,3.16666666667,1,6,6,0.248721493292,0.164312601267
44208285,99.3404255319,1.0,1,47,46,0.249778349589,0.143472936982
44062380,87.0292397661,1.13450292398,1,171,171,0.250379930269,0.168687625418
11131207,128.051136364,1.16477272727,1,176,176,0.251200112924,0.154432251845
44084851,46.4,1.8,1,5,5,0.252801271715,0.245451927819
43856242,53.3333333333,1.33333333333,1,3,3,0.257362944397,0.186748704198
32631430,20.8,1.0,1,10,10,0.258151526281,0.111840001666
29301997,36.75,1.0,1,4,4,0.259812290775,0.171728808416
44101328,231.891304348,1.95652173913,1,46,46,0.260202733583,0.148010685637
44251435,52.8571428571,1.28571428571,1,7,7,0.260521282439,0.134366585701
44255757,7.0,1.0,1,3,3,0.260658806217,0.207854421907
6336109,112.897435897,1.51282051282,1,39,39,0.263643516585,0.168988608573
28521374,69.2307692308,1.0,1,13,13,0.265730353507,0.184491940597
39073124,42.7058823529,2.0,1,17,17,0.266447820956,0.193725667056
43755034,53.0,3.0,1,1,1,0.267171287542,0.189420302314
30584198,57.1,1.6,1,10,10,0.267208279279,0.197848994983
29289135,61.4782608696,1.66304347826,1,92,92,0.268017578296,0.162832467796
44215920,147.737288136,1.0,1,118,117,0.268090294306,0.156725807075
43906893,74.0,2.66666666667,1,3,3,0.268832428198,0.14406232187
42696194,26.8333333333,2.16666666667,1,6,6,0.269402897598,0.199933297577
44202411,37.7333333333,1.6,1,15,15,0.271021821495,0.192057686443
34609243,54.75,1.0,1,4,4,0.272034106252,0.302782687563
44156451,56.0,2.0,1,4,4,0.273209320892,0.141268248208
43884271,34.5789473684,1.0,1,76,76,0.273446584642,0.183020787792
44294485,20.1951219512,1.90243902439,1,41,41,0.275346626319,0.17330416931
6367365,37.9215686275,1.3137254902,1,51,51,0.276827359479,0.160308624486
42934441,54.8571428571,1.35714285714,1,14,14,0.277147478387,0.136417898295
44241043,13.0,1.0,1,1,1,0.278508953589,0.183644698043
31883685,56.9787234043,1.34042553191,1,141,141,0.278553595372,0.181596633194
27934334,57.1428571429,1.62857142857,1,70,70,0.280701761633,0.172725800722
43978267,96.0,1.2,1,15,15,0.280723338114,0.106016072548
6377879,37.2816901408,1.74647887324,1,71,71,0.282256793869,0.186318012264
43707962,67.8,1.2,1,5,5,0.283534136433,0.180828189941
40925305,45.3978494624,1.56989247312,1,93,93,0.284451650775,0.171460175282
43787258,59.9444444444,1.0,1,18,18,0.286251759897,0.169333483052
44282542,186.333333333,3.66666666667,1,3,3,0.287560494413,0.240629700598
43741430,19.54,1.04,1,50,50,0.289124894295,0.175088704761
44133399,208.14893617,2.02127659574,1,47,47,0.289680660343,0.183758735342
34534543,212.5,2.0,1,2,2,0.290398136644,0.241301359142
32850083,45.4444444444,1.82222222222,1,90,90,0.292342784991,0.165055872904
29096504,25.9649122807,1.45614035088,1,57,57,0.29288768986,0.16403954164
1883056,45.2173913043,1.91304347826,1,69,69,0.293428538456,0.180441886256
44276910,113.6,1.0,1,15,15,0.293905589257,0.176925570891
43783971,34.3846153846,3.01923076923,1,52,52,0.294606401163,0.166760588827
18972023,66.9464285714,1.10714285714,1,56,56,0.29789089861,0.171211727133
44237591,108.5,5.0,1,2,2,0.298527519757,0.184762554061
44277014,159.433333333,1.36666666667,1,30,30,0.300122786087,0.199972338015
44215950,165.071428571,1.71428571429,1,14,14,0.300601478137,0.19234495858
44116196,125.111111111,2.44444444444,1,9,9,0.301661481339,0.158658643125
44220819,101.242424242,1.06060606061,1,66,66,0.301713644698,0.183730201293
41499434,34.6666666667,1.57333333333,1,75,75,0.303689903481,0.198658487797
44112578,70.2941176471,1.58823529412,1,34,34,0.305085474,0.135325136909
43063480,71.2666666667,1.26666666667,1,15,15,0.305149949965,0.141189318034
24403612,35.3541666667,1.14583333333,1,48,48,0.305305735412,0.169512376623
44215825,591.333333333,2.0,1,15,15,0.305717349123,0.153599107193
44237743,35.4444444444,4.66666666667,1,9,9,0.307067916119,0.19979466571
44217509,42.0,3.0,1,1,1,0.309880631488,0.194010179359
38202325,164.504854369,1.74757281553,1,206,206,0.311145215177,0.189161913457
44276035,119.8,2.0,1,30,30,0.31125971899,0.237041491529
5861591,37.8214285714,1.57142857143,1,28,28,0.313102932959,0.195088527573
6413571,70.3846153846,1.61538461538,1,13,13,0.31392231718,0.203385265091
44094520,237.4,2.6,1,5,5,0.314291345029,0.167347402444
44338739,118.733333333,3.6,1,15,15,0.314718588966,0.212919025164
44137551,23.8,1.0,1,30,30,0.315511261884,0.23179676746
11001780,89.5,1.0,1,2,2,0.317770389243,0.284286724592
36313199,37.95,1.65,1,20,20,0.319160617387,0.213995965148
44213031,72.5,1.75,1,4,4,0.319804562621,0.19630995241
44244017,64.9090909091,1.18181818182,1,22,22,0.320462044214,0.202302933981
44246740,110.295454545,3.06818181818,1,44,44,0.320570397531,0.189008096385
44303394,59.5294117647,2.0,1,17,17,0.324054974393,0.219950291498
43980338,69.0,1.5,1,4,4,0.324156259785,0.143209498922
43997601,149.857142857,1.0,1,14,14,0.325321029751,0.192020147443
44188219,142.0,1.0,1,1,1,0.335164288171,0.379628301183
42847740,98.0,1.0,1,1,1,0.335164288171,0.379628301183
38548574,57.1666666667,2.16666666667,1,6,6,0.336074194826,0.259945524137
43951421,37.3636363636,1.45454545455,1,11,11,0.336087906487,0.161143689104
44276056,83.2666666667,1.01666666667,1,60,60,0.336787053147,0.211426711378
44012585,69.7659574468,1.0,1,47,47,0.337395100282,0.226632716627
18614189,79.6666666667,1.33333333333,1,3,3,0.338978417372,0.220389528844
44339902,170.375,2.25,1,8,8,0.341237246716,0.183473951399
44170407,36.32,3.16,1,50,50,0.34153300597,0.194799055948
43939704,23.75,4.125,1,64,64,0.341538754374,0.198904614645
44131306,106.266666667,1.0,1,30,30,0.345097957909,0.248637508592
18531561,70.3333333333,2.33333333333,1,3,3,0.347952139869,0.224340131043
44303332,74.4,2.13333333333,1,15,15,0.350167661918,0.238368086312
44000728,102.15,1.06666666667,1,60,60,0.351772420853,0.179550534608
44187371,46.625,4.625,1,16,16,0.352738085448,0.190306249048
44260958,32.0,2.0,1,5,5,0.354202486773,0.166899071959
43858672,30.5,1.0,1,6,6,0.359099735526,0.233177903654
40032300,31.5063291139,1.56962025316,1,79,79,0.359472686732,0.203892227139
44004954,118.333333333,1.0,1,6,6,0.360317244207,0.209840916932
44214882,132.227272727,1.97727272727,1,44,44,0.361561961621,0.235903313689
44088267,65.3333333333,1.4,1,15,15,0.361596971392,0.21859653606
15193250,48.6511627907,3.46511627907,1,43,43,0.365335145609,0.230997001721
44218005,101.02173913,2.0,1,46,46,0.365612705217,0.212785975165
44187710,57.5384615385,1.30769230769,1,13,13,0.366210718496,0.181802985257
44227105,77.0,2.0,1,24,24,0.36671390167,0.198647528345
44293157,12.0,5.0,1,1,1,0.369443547465,0.180561522263
44054204,114.615384615,1.76923076923,1,26,26,0.369669672909,0.174898353559
44057528,143.9,1.65,1,20,20,0.373376688823,0.239975553945
44247585,128.111111111,3.33333333333,1,9,9,0.377758028354,0.200414039336
44220882,190.423076923,1.57692307692,1,26,26,0.378903976793,0.20957096475
44254972,121.333333333,2.0,1,3,3,0.380429195979,0.294177509738
43021376,86.8181818182,1.18181818182,1,11,11,0.38247555625,0.204135897049
41125622,108.0,1.0,1,2,2,0.384752998973,0.272366526036
44152442,162.0,1.0,1,3,3,0.38707039842,0.244079243963
43959305,25.40625,4.078125,1,64,64,0.391050905262,0.234164486073
12874324,255.666666667,1.5,1,6,6,0.394058940529,0.236139280498
43996498,87.2,1.0,1,5,5,0.396410624636,0.172531988189
44201185,178.875,3.0,1,8,8,0.397223050585,0.175082561394
44071870,136.733333333,1.83333333333,1,30,30,0.397911784167,0.196435704919
44190030,94.5576923077,2.11538461538,1,52,52,0.399315719065,0.20150962698
41545007,60.9433962264,4.11320754717,1,53,53,0.399471727837,0.248460810554
44118344,57.1111111111,5.0,1,9,9,0.400338164294,0.285185473776
34713230,34.8,1.2,1,5,5,0.401687658354,0.317783727909
44276946,106.866666667,1.43333333333,1,30,30,0.403814450795,0.285673864415
44211899,133.611111111,3.94444444444,1,18,18,0.405336932182,0.276739245075
13300986,30.0769230769,1.38461538462,1,13,13,0.407977968661,0.21869036799
43999669,37.375,2.77083333333,1,48,48,0.409068281205,0.234455636114
31988217,31.1481481481,1.40740740741,1,27,27,0.412280167388,0.247170953538
44235292,41.8289473684,2.86842105263,1,76,76,0.415327117119,0.275701163223
39664721,47.6666666667,1.66666666667,1,6,6,0.416835104574,0.322001794618
44240152,55.4324324324,1.0,1,37,37,0.417168348331,0.280321218193
24280827,62.8,1.06666666667,1,15,15,0.417298824206,0.203974552977
44090708,148.363636364,1.59090909091,1,22,22,0.420704959405,0.200701915645
43314753,37.5,4.25,1,4,4,0.432001934275,0.305089170932
44283307,17.7647058824,2.0,1,17,17,0.434874059977,0.226382628905
44287131,41.9333333333,4.33333333333,1,30,30,0.439250693874,0.274660038869
19854505,47.0,1.0,1,1,1,0.44172213285,0.216525629272
6352345,33.9230769231,2.0,1,13,13,0.445859362011,0.253150391534
44287673,40.6428571429,1.92857142857,1,14,14,0.446163395952,0.308127067483
43869892,205.833333333,2.66666666667,1,6,6,0.451415685059,0.274767212085
44203820,140.625,8.0,1,8,8,0.454039910068,0.281101696867
44235589,37.6470588235,1.0,1,34,34,0.455082548242,0.302599140068
11460728,43.0,1.33333333333,1,3,3,0.462056160789,0.301107635337
43799342,64.4,1.6,1,5,5,0.463202985385,0.200863001665
44216020,228.55,1.0,1,20,20,0.472698004756,0.29470543348
44244709,521.5,4.75,1,4,4,0.480021414945,0.317574128462
44213555,84.0,1.0,1,1,1,0.481454322637,0.37620931352
43371725,81.0,2.0,1,1,1,0.481640897936,0.2583717007
44136987,70.4666666667,1.8,1,15,15,0.491258193271,0.290791050293
6823072,94.5,1.0,1,2,2,0.496025944033,0.339046586652
7012325,113.0,4.0,1,1,1,0.501210283805,0.331757769789
44302419,69.25,10.25,1,8,8,0.501215719885,0.341486111506
38846365,87.8,1.4,1,10,10,0.511296331908,0.252853364413
20312760,24.4705882353,1.17647058824,1,17,17,0.520084042041,0.326639518273
39027412,82.6363636364,2.0,1,11,11,0.521993315398,0.288800561628
44182794,54.5,2.0,1,2,2,0.522786166702,0.428412474752
44013595,61.4666666667,2.13333333333,1,15,15,0.524406366519,0.296928210624
44204650,38.0,1.0,1,2,2,0.529526302425,0.160645402607
42927472,131.25,1.25,1,4,4,0.535915338034,0.370314882742
37881503,39.6666666667,3.0,1,9,9,0.537856797848,0.303485838072
32173500,60.7142857143,2.0,1,7,7,0.538677192178,0.203015119155
44182591,74.25,1.0,1,4,4,0.543861536455,0.332951130455
44257917,116.0,8.66666666667,1,6,6,0.5439631834,0.385845223674
44161624,116.666666667,3.0,1,3,3,0.554592984808,0.389071637409
23287154,50.0666666667,3.0,1,15,15,0.55779886921,0.313118707359
39478708,145.16,3.08,1,25,25,0.558356058117,0.296268034942
44259754,80.0,3.6,1,15,15,0.561425544249,0.380137494999
44292104,86.7,7.0,1,10,10,0.562351466498,0.388729894853
44203888,105.660606061,8.47272727273,1,165,165,0.563075847358,0.35688304088
36826029,128.19047619,2.0,1,21,21,0.564845213473,0.337668696227
6330007,46.5,2.5,1,2,2,0.571328773946,0.375863076737
44229830,64.8695652174,7.94202898551,1,69,69,0.572782106831,0.36305481584
44108545,65.7833333333,7.28333333333,1,60,60,0.575655211952,0.367006977592
44218485,52.6379310345,9.55172413793,1,58,58,0.576381049336,0.422326885722
44277314,67.4,10.4,1,30,30,0.583023696579,0.439360738661
44223038,80.6666666667,9.9,1,60,60,0.586723915719,0.435080617685
44144187,75.1333333333,10.2666666667,1,15,15,0.586819329464,0.409148040415
43708576,10.0,1.0,1,3,3,0.591590045733,0.475580268746
44277267,83.6216216216,8.27027027027,1,37,37,0.594731763246,0.446323723445
42783052,47.0,5.0,1,1,1,0.596422600271,0.344576358889
44199127,110.066666667,3.53333333333,1,15,15,0.604298856227,0.271534556828
44258019,100.416666667,7.33333333333,1,12,12,0.611428979566,0.434759952234
44277809,56.4133333333,8.64,1,75,75,0.611657170378,0.45040617724
44255568,277.0,2.0,1,1,1,0.615275003786,0.421170807903
44333710,7.0,2.0,1,1,1,0.623695582262,0.206396943463
44232898,73.1538461538,8.15384615385,1,26,26,0.624814428701,0.440158716591
28709211,89.0,1.0,1,1,1,0.627359099791,0.592276103581
44305715,70.6933333333,8.48,1,75,75,0.632101693663,0.463233526464
44306048,79.3333333333,10.4,1,15,15,0.642650935123,0.469356339239
41264988,71.0,3.0,1,1,1,0.645324622736,0.37428900525
44291491,76.1578947368,8.21052631579,1,19,19,0.646315386085,0.454116324168
44305929,121.733333333,9.4,1,30,30,0.647737691995,0.497842758816
44307472,112.525,8.95,1,40,40,0.662228226276,0.490976343725
44311752,90.3636363636,11.0909090909,1,11,11,0.663540501678,0.505666167241
44266195,91.6666666667,1.0,1,6,6,0.670385549539,0.490424950309
44230328,28.0,3.0,1,2,2,0.672680854025,0.455520932325
44205245,29.3333333333,1.0,1,3,3,0.706693231375,0.493564317309
44211563,53.0,1.0,1,1,1,0.736438675703,0.613854420153
