index,output.relations_lemma,aqs,aqs_initial
disciplinary--on the run,10155,0.0001,0.0001
devastate-r-suspicion,10155,0.0001,0.0001
attribute--experienced,10155,0.0001,0.0001
devastate-r-follow,10155,0.0001,0.0001
attribute-r-downtime,10155,0.0001,0.0001
devastate--follow,10155,0.0001,0.0001
destroy--suspect,10155,0.0001,0.0001
barefoot-r-hungry,10155,0.0001,0.0001
bail-r-fly,10155,0.0001,0.0001
banking--play,10155,0.0001,0.0001
destroy--know,10155,0.0001,0.0001
depend-r-take,10155,0.0001,0.0001
barefoot--escape,10155,0.0001,0.0001
sentence-r-stay,10155,0.0001,0.0001
barefoot--wet,10155,0.0001,0.0001
depend-r-experience,10155,0.0001,0.0001
banking--homecoming,10155,0.0001,0.0001
normal--work,10155,0.0001,0.0001
normal--return,10155,0.0001,0.0001
normal--remain,10155,0.0001,0.0001
experience--service,10155,0.0001,0.0001
experience--outage,10155,0.0001,0.0001
expect-r-factor,10155,0.0001,0.0001
expect-r-extend,10155,0.0001,0.0001
expect--weather,10155,0.0001,0.0001
expect--impact,10155,0.0001,0.0001
exit-r-jail time,10155,0.0001,0.0001
arrival--drive,10155,0.0001,0.0001
arrival-r-finalize,10155,0.0001,0.0001
estimate--repair,10155,0.0001,0.0001
snap--unlicensed,10155,0.0001,0.0001
make-r-walk,10155,0.0001,0.0001
escape-r-wet,10155,0.0001,0.0001
escape-r-weigh,10155,0.0001,0.0001
arrive--total loss,10155,0.0001,0.0001
arrive--try they hand,10155,0.0001,0.0001
arrival-r-find,10155,0.0001,0.0001
arrive-r-extinguish,10155,0.0001,0.0001
spend-r-treatment,10155,0.0001,0.0001
arrival--case,10155,0.0001,0.0001
face-r-probation,10155,0.0001,0.0001
face-r-leave,10155,0.0001,0.0001
face--violate,10155,0.0001,0.0001
arrest--enter,10155,0.0001,0.0001
arrest--face,10155,0.0001,0.0001
arrest--fire,10155,0.0001,0.0001
arrest--flout,10155,0.0001,0.0001
arrival--comply,10155,0.0001,0.0001
face--smuggle,10155,0.0001,0.0001
extinguish--total loss,10155,0.0001,0.0001
look--survive,10155,0.0001,0.0001
arrest-r-check into,10155,0.0001,0.0001
spread-r-store,10155,0.0001,0.0001
arrest-r-enter,10155,0.0001,0.0001
arrest-r-stay,10155,0.0001,0.0001
spread--store,10155,0.0001,0.0001
look forward--statement,10155,0.0001,0.0001
arrive-r-saw,10155,0.0001,0.0001
arrive-r-total loss,10155,0.0001,0.0001
arrive-r-try they hand,10155,0.0001,0.0001
ensconce-r-on she way,10155,0.0001,0.0001
ensconce-r-get,10155,0.0001,0.0001
ensconce--get,10155,0.0001,0.0001
ask-r-take place,10155,0.0001,0.0001
shopping--unlicensed,10155,0.0001,0.0001
name--stay,10155,0.0001,0.0001
name-r-stay,10155,0.0001,0.0001
ask-r-call,10155,0.0001,0.0001
need--say,10155,0.0001,0.0001
need-r-say,10155,0.0001,0.0001
assault--spend time,10155,0.0001,0.0001
shackle--smuggle,10155,0.0001,0.0001
emerge--round,10155,0.0001,0.0001
negotiate--travel,10155,0.0001,0.0001
eliminate--playoff,10155,0.0001,0.0001
duty--serve,10155,0.0001,0.0001
emerge-r-round,10155,0.0001,0.0001
ensure-r-flow,10155,0.0001,0.0001
move--try,10155,0.0001,0.0001
should--trust,10155,0.0001,0.0001
arson--break out,10155,0.0001,0.0001
escape-r-indecency,10155,0.0001,0.0001
meet--triumphant,10155,0.0001,0.0001
meet-r-triumphant,10155,0.0001,0.0001
escape--weigh,10155,0.0001,0.0001
arson-r-break out,10155,0.0001,0.0001
mobility-r-use,10155,0.0001,0.0001
arson-r-follow,10155,0.0001,0.0001
escape--prohibit,10155,0.0001,0.0001
ask--cause,10155,0.0001,0.0001
escape--indecency,10155,0.0001,0.0001
enter-r-violate,10155,0.0001,0.0001
enter-r-flout,10155,0.0001,0.0001
ask--investigation,10155,0.0001,0.0001
enter-r-face,10155,0.0001,0.0001
enter--flout,10155,0.0001,0.0001
move--need,10155,0.0001,0.0001
decide--rehab,10155,0.0001,0.0001
lie--tell,10155,0.0001,0.0001
decide--name,10155,0.0001,0.0001
believe--paralyzed,10155,0.0001,0.0001
receive-r-suffer,10155,0.0001,0.0001
buy-r-ensconce,10155,0.0001,0.0001
buy-r-rehab,10155,0.0001,0.0001
receive-r-surface,10155,0.0001,0.0001
cable cut-r-problem,10155,0.0001,0.0001
cache solution--p2p traffic,10155,0.0001,0.0001
check into--make,10155,0.0001,0.0001
receive-r-spend,10155,0.0001,0.0001
check into--lawyer,10155,0.0001,0.0001
check into--investigation,10155,0.0001,0.0001
restrain--take hostage,10155,0.0001,0.0001
check into--face,10155,0.0001,0.0001
check into--confusion,10155,0.0001,0.0001
call--cause,10155,0.0001,0.0001
call--come in,10155,0.0001,0.0001
check into--chicken out,10155,0.0001,0.0001
receive-r-unlicensed,10155,0.0001,0.0001
check in-r-violation,10155,0.0001,0.0001
burn-r-move to,10155,0.0001,0.0001
burn-r-dissolve,10155,0.0001,0.0001
building--statement,10155,0.0001,0.0001
rear - end-r-stay,10155,0.0001,0.0001
building-r-look forward,10155,0.0001,0.0001
check out-r-violation,10155,0.0001,0.0001
check out-r-commit,10155,0.0001,0.0001
check out--get,10155,0.0001,0.0001
check into-r-sign off,10155,0.0001,0.0001
check into-r-face,10155,0.0001,0.0001
check into-r-receive,10155,0.0001,0.0001
check into-r-perform,10155,0.0001,0.0001
burn--foul play,10155,0.0001,0.0001
check into-r-mia,10155,0.0001,0.0001
burn--move to,10155,0.0001,0.0001
check into-r-make,10155,0.0001,0.0001
receive--try,10155,0.0001,0.0001
check into-r-hand down,10155,0.0001,0.0001
check into-r-pretend,10155,0.0001,0.0001
building--look forward,10155,0.0001,0.0001
check in-r-face,10155,0.0001,0.0001
call--use,10155,0.0001,0.0001
cause-r-use,10155,0.0001,0.0001
restoration-r-service,10155,0.0001,0.0001
cause--under way,10155,0.0001,0.0001
capture--one,10155,0.0001,0.0001
cause--identify,10155,0.0001,0.0001
capture--receive,10155,0.0001,0.0001
capture--transfer,10155,0.0001,0.0001
challenge--round,10155,0.0001,0.0001
restoration-r-secure,10155,0.0001,0.0001
case-r-probation,10155,0.0001,0.0001
case-r-plea,10155,0.0001,0.0001
case-r-hand down,10155,0.0001,0.0001
case--drunk,10155,0.0001,0.0001
case-r-drunk,10155,0.0001,0.0001
case-r-deal,10155,0.0001,0.0001
case-r-comply,10155,0.0001,0.0001
case-r-unlicensed,10155,0.0001,0.0001
check in .--unlicensed,10155,0.0001,0.0001
capacity-r-manage,10155,0.0001,0.0001
capacity--service,10155,0.0001,0.0001
call-r-come in,10155,0.0001,0.0001
check - in-r-flout,10155,0.0001,0.0001
rehab--remain,10155,0.0001,0.0001
check - in--flout,10155,0.0001,0.0001
check - in--enter,10155,0.0001,0.0001
call-r-mobilization,10155,0.0001,0.0001
charge-r-stay,10155,0.0001,0.0001
change-r-change,10155,0.0001,0.0001
charge-r-give,10155,0.0001,0.0001
rehab-r-rehire,10155,0.0001,0.0001
charge--give,10155,0.0001,0.0001
charge--follow,10155,0.0001,0.0001
rehab-r-treatment,10155,0.0001,0.0001
relieved-r-serve,10155,0.0001,0.0001
remain--return,10155,0.0001,0.0714285714286
remain--should,10155,0.0001,0.0001
charge-r-escape,10155,0.0001,0.0001
chicken out-r-pretend,10155,0.0001,0.0001
choice-r-ensconce,10155,0.0001,0.0001
build-r-destroy,10155,0.0001,0.0001
cruise--six,10155,0.0001,0.0001
crash--hand down,10155,0.0001,0.0001
court hearing-r-flight,10155,0.0001,0.0001
court hearing-r-ensconce,10155,0.0001,0.0001
court hearing--get,10155,0.0001,0.0001
court hearing--flight,10155,0.0001,0.0001
playoff-r-stubbornness,10155,0.0001,0.0001
current--weather,10155,0.0001,0.0001
conviction-r-probation,10155,0.0001,0.0001
probation--stir,10155,0.0001,0.0001
conviction--violate,10155,0.0001,0.0001
probation-r-risk,10155,0.0001,0.0001
breach-r-deny,10155,0.0001,0.0001
breach-r-dispute,10155,0.0001,0.0001
convict-r-receive,10155,0.0001,0.0001
problem-r-repair time,10155,0.0001,0.0001
probation--risk,10155,0.0001,0.0001
convict--pull,10155,0.0001,0.0001
current-r-expect,10155,0.0001,0.0001
custody--sentence,10155,0.0001,0.0001
pin-r-visit,10155,0.0001,0.0001
blaze--history,10155,0.0001,0.0001
dangerous-r-search,10155,0.0001,0.0001
damage-r-work,10155,0.0001,0.0001
blaze-r-call in,10155,0.0001,0.0001
blaze-r-help,10155,0.0001,0.0001
placement--stay,10155,0.0001,0.0001
current-r-impact,10155,0.0001,0.0001
blaze-r-lose,10155,0.0001,0.0001
blindside--placement,10155,0.0001,0.0001
placement--unclear,10155,0.0001,0.0001
damage-r-indicate,10155,0.0001,0.0001
damage-r-do,10155,0.0001,0.0001
damage--indicate,10155,0.0001,0.0001
placement-r-settle in,10155,0.0001,0.0001
damage--fire,10155,0.0001,0.0001
blaze-r-raise,10155,0.0001,0.0001
break out-r-fight,10155,0.0001,0.0001
contain--use,10155,0.0001,0.0001
constitute--deny,10155,0.0001,0.0001
commit-r-serve,10155,0.0001,0.0001
pull-r-transport,10155,0.0001,0.0001
commit-r-crime,10155,0.0001,0.0001
commit--serve,10155,0.0001,0.0001
commit--mess around,10155,0.0001,0.0001
commit--get,10155,0.0001,0.0001
commit--crime,10155,0.0001,0.0001
pull-r-steal,10155,0.0001,0.0001
come in-r-on fire,10155,0.0001,0.0001
close-r-defend,10155,0.0001,0.0001
close--stop,10155,0.0001,0.0001
browse--experienced,10155,0.0001,0.0001
close--round,10155,0.0001,0.0001
claim--use,10155,0.0001,0.0001
rape-r-rape,10155,0.0001,0.0001
choose--pend,10155,0.0001,0.0001
close-r-round,10155,0.0001,0.0001
complain--connectivity,10155,0.0001,0.0001
pull--ride,10155,0.0001,0.0001
comply--drama,10155,0.0001,0.0001
consider--search,10155,0.0001,0.0001
prohibit--try,10155,0.0001,0.0001
connection-r-service,10155,0.0001,0.0001
connection-r-fire,10155,0.0001,0.0001
publish--stay,10155,0.0001,0.0001
robbery-r-string,10155,0.0001,0.0001
connect-r-own,10155,0.0001,0.0001
confusion--whereabouts,10155,0.0001,0.0001
confine-r-wear,10155,0.0001,0.0001
confine--walk,10155,0.0001,0.0001
confine--overpower,10155,0.0001,0.0001
concern--survey,10155,0.0001,0.0001
concern--spread,10155,0.0001,0.0001
rise-r-wave,10155,0.0001,0.0001
break-r-think,10155,0.0001,0.0001
concern--fire,10155,0.0001,0.0001
comply-r-drama,10155,0.0001,0.0001
seacom-r-update,10155,0.0001,0.0001
arrangement-r-make,10155,0.0001,0.0001
notify--reach,10155,0.0001,0.0001
case--violation,10155,0.0001,0.0001
fix--take,10155,0.0001,0.0001
fix-r-take,10155,0.0001,0.0001
allow-r-smoking,10155,0.0001,0.0001
surface-r-treatment,10155,0.0001,0.0001
accuse--escape,10155,0.0001,0.0001
allow-r-rehab,10155,0.0001,0.0001
help-r-use,10155,0.0001,0.0001
jail time-r-risk,10155,0.0001,0.0001
jail time-r-probation,10155,0.0001,0.0001
help-r-seek,10155,0.0001,0.0001
jail time--stir,10155,0.0001,0.0001
allow--sign,10155,0.0001,0.0001
take hostage--take off,10155,0.0001,0.0001
allow--rehab,10155,0.0001,0.0001
accuse-r-smuggle,10155,0.0001,0.0001
jail time--probation,10155,0.0001,0.0001
allow--head,10155,0.0001,0.0001
help-r-p2p traffic,10155,0.0001,0.0001
help--use,10155,0.0001,0.0001
flow--normally,10155,0.0001,0.0001
flow-r-monitor,10155,0.0001,0.0001
alarm--tackle,10155,0.0001,0.0001
alarm--raise,10155,0.0001,0.0001
flow-r-traffic,10155,0.0001,0.0001
help--seek,10155,0.0001,0.0001
agree-r-unknown,10155,0.0001,0.0001
agree-r-should,10155,0.0001,0.0001
accident-r-check into,10155,0.0001,0.0001
agree-r-say,10155,0.0001,0.0001
altercation--get into,10155,0.0001,0.0001
walk--walk,10155,0.0001,0.0001
fire-r-history,10155,0.0001,0.0001
fire-r-identify,10155,0.0001,0.0001
history-r-replace,10155,0.0001,0.0001
fire-r-keep,10155,0.0001,0.0001
store--survey,10155,0.0001,0.0001
keep-r-survey,10155,0.0001,0.0001
keep-r-spread,10155,0.0001,0.0001
store-r-survey,10155,0.0001,0.0001
fire-r-need,10155,0.0001,0.0001
fire-r-ongoing,10155,0.0001,0.0001
keep--treatment,10155,0.0001,0.0001
answer-r-steal,10155,0.0001,0.0001
sub - sea repair--weather,10155,0.0001,0.0001
keep--store,10155,0.0001,0.0001
access--serve,10155,0.0001,0.0001
access--use,10155,0.0001,0.0001
keep--spread,10155,0.0001,0.0001
fire-r-spread,10155,0.0001,0.0001
answer--escape,10155,0.0001,0.0001
access-r-serve,10155,0.0001,0.0001
fire-r-suspect,10155,0.0001,0.0001
jump-r-show up,10155,0.0001,0.0001
jump--spook,10155,0.0001,0.0001
judgment--terminate,10155,0.0001,0.0001
firing--be,10155,0.0001,0.0001
fit--job,10155,0.0001,0.0001
walk--wear,10155,0.0001,0.0001
suggest--go down,10155,0.0001,0.0001
indicate--loss,10155,0.0001,0.0001
agree-r-remain,10155,0.0001,0.0001
fool--pretend,10155,0.0001,0.0001
head to-r-lawyer,10155,0.0001,0.0001
go back-r-interested,10155,0.0001,0.0001
action-r-house,10155,0.0001,0.0001
head to--lawyer,10155,0.0001,0.0001
have enough-r-order,10155,0.0001,0.0001
treatment--treatment,10155,0.0001,0.0001
go--keep,10155,0.0001,0.0001
go--news,10155,0.0001,0.0001
affect--break,10155,0.0001,0.0001
investigate--theft,10155,0.0001,0.0001
investigate--say,10155,0.0001,0.0001
treatment-r-treatment,10155,0.0001,0.0001
investigate--robbery,10155,0.0001,0.0001
go-r-keep,10155,0.0001,0.0001
grab--set,10155,0.0001,0.0001
have enough-r-name,10155,0.0001,0.0001
grab-r-make off,10155,0.0001,0.0001
admit--leave,10155,0.0001,0.0001
add-r-custody,10155,0.0001,0.0001
admit--check in,10155,0.0001,0.0001
grateful--treatment,10155,0.0001,0.0001
treatment--unlicensed,10155,0.0001,0.0001
interested--know,10155,0.0001,0.0001
intent-r-theft,10155,0.0001,0.0001
handcuffs-r-pull on,10155,0.0001,0.0001
happier--homecoming,10155,0.0001,0.0001
handle--re - hire,10155,0.0001,0.0001
treatment-r-unlicensed,10155,0.0001,0.0001
agree-r-placement,10155,0.0001,0.0001
go back--know,10155,0.0001,0.0001
affect--go,10155,0.0001,0.0001
agree--vet,10155,0.0001,0.0001
agree--unknown,10155,0.0001,0.0001
agree--should,10155,0.0001,0.0001
use--wet,10155,0.0001,0.0001
agree--say,10155,0.0001,0.0001
help--need,10155,0.0001,0.0001
force-r-release,10155,0.0001,0.0001
agree--hearing,10155,0.0001,0.0001
force-r-restrain,10155,0.0001,0.0001
take-r-weather condition,10155,0.0001,0.0001
investigation-r-rehab,10155,0.0001,0.0001
action--fallout,10155,0.0001,0.0001
action--house,10155,0.0001,0.0001
investigation-r-pend,10155,0.0001,0.0001
foul play--pattern,10155,0.0001,0.0001
get into--seek,10155,0.0001,0.0001
affect-r-operate,10155,0.0001,0.0001
get out--pull up,10155,0.0001,0.0001
hearing-r-remain,10155,0.0001,0.0001
hearing--unknown,10155,0.0001,0.0001
give--indecency,10155,0.0001,0.0001
affect--use,10155,0.0001,0.0001
affect--seacom capacity,10155,0.0001,0.0001
give--say,10155,0.0001,0.0001
head--hop,10155,0.0001,0.0001
give-r-investigate,10155,0.0001,0.0001
give-r-revoke,10155,0.0001,0.0001
give-r-supervision,10155,0.0001,0.0001
knockout-r-win,10155,0.0001,0.0001
accuse--smuggle,10155,0.0001,0.0001
fire--make,10155,0.0001,0.0001
argue--choice,10155,0.0001,0.0001
lawyer-r-rehab,10155,0.0001,0.0001
hungry--use,10155,0.0001,0.0001
accept--approve,10155,0.0001,0.0001
house--on the run,10155,0.0001,0.0001
file--terminate,10155,0.0001,0.0001
83 %-r-manage,10155,0.0001,0.0001
file-r-sue,10155,0.0001,0.0001
left-r-make,10155,0.0001,0.0001
stay-r-violate,10155,0.0001,0.0001
finding--keep,10155,0.0001,0.0001
argue--placement,10155,0.0001,0.0001
a rehab facility-r-check - in,10155,0.0001,0.0001
approve-r-reveal,10155,0.0001,0.0001
warn-r-weigh,10155,0.0001,0.0001
argue--object,10155,0.0001,0.0001
argue--ensconce,10155,0.0001,0.0001
hurt--incident,10155,0.0001,0.0001
approve--arrangement,10155,0.0001,0.0001
fire--restrain,10155,0.0001,0.0001
a rehab facility--check - in,10155,0.0001,0.0001
ablaze-r-grab,10155,0.0001,0.0001
ablaze-r-crash,10155,0.0001,0.0001
identify--under way,10155,0.0001,0.0001
file-r-judgment,10155,0.0001,0.0001
83 %-r-capacity,10155,0.0001,0.0001
finalize--repair,10155,0.0001,0.0001
finding--treatment,10155,0.0001,0.0001
accept--reveal,10155,0.0001,0.0001
spy--walk out,10155,0.0001,0.0001
approve--bail,10155,0.0001,0.0001
lawyer--rehire,10155,0.0001,0.0001
stay--tell,10155,0.0001,0.0001
fire--history,10155,0.0001,0.0001
factor-r-impact,10155,0.0001,0.0001
house-r-termination,10155,0.0001,0.0001
lie--rear - end,10155,0.0001,0.0001
fan--be,10155,0.0001,0.0001
fire--foul play,10155,0.0001,0.0001
homecoming--play,10155,0.0001,0.0001
83 %--manage,10155,0.0001,0.0001
hurt-r-response,10155,0.0001,0.0001
statement--treatment,10155,0.0001,0.0001
feel--take place,10155,0.0001,0.0001
approve-r-placement,10155,0.0001,0.0001
fan-r-be,10155,0.0001,0.0001
feedback--go down,10155,0.0001,0.0001
feedback-r-suggest,10155,0.0001,0.0001
find--shoeless,10155,0.0001,0.0001
find-r-shoeless,10155,0.0001,0.0001
house--recapture,10155,0.0001,0.0001
house-r-recapture,10155,0.0001,0.0001
finding-r-rehab,10155,0.0001,0.0001
arson-r-devastate,10155,0.000112814994758,0.0714285714286
improve--victory,10155,0.00134645471252,0.0714285714286
defensive--find,10155,0.00556250070954,0.047619047619
assist-r-call,10155,0.00667714201637,0.0714285714286
cause--use,10155,0.00858535689888,0.0714285714286
job-r-stubbornness,10155,0.0105539998294,0.0714285714286
job--stubbornness,10155,0.0112186814898,0.0714285714286
court hearing-r-get,10155,0.0117658138243,0.0714285714286
argue-r-ensconce,10155,0.0128103486128,0.047619047619
help--move,10155,0.0130097961445,0.0714285714286
escape--restrain,10155,0.0157238131877,0.0714285714286
drive--pull,10155,0.0158653428125,0.0714285714286
remain-r-traffic priority,10155,0.0164323569295,0.0714285714286
attorney-r-move,10155,0.0167447902571,0.0714285714286
investigation--remain,10155,0.0173148735645,0.0714285714286
approve-r-stay,10155,0.0176048749903,0.0714285714286
change--negotiate,10155,0.0177808901234,0.0714285714286
face--probation,10155,0.0180338130135,0.0714285714286
check into--choose,10155,0.0208368915412,0.0714285714286
problem--weather condition,10155,0.0221745438747,0.047619047619
get--on she way,10155,0.0228112380272,0.0714285714286
revoke--supervision,10155,0.0228761798729,0.047619047619
shifty-r-trust,10155,0.0239497858938,0.0714285714286
check into--mia,10155,0.0253405349354,0.0714285714286
travel--treatment,10155,0.0258950764346,0.0714285714286
negotiate-r-register,10155,0.0270720940807,0.0714285714286
establish--statement,10155,0.0271889810173,0.0714285714286
cooperation-r-work,10155,0.0273567136191,0.0714285714286
charge--escape,10155,0.0274533348954,0.0714285714286
happy-r-left,10155,0.0277518180028,0.0714285714286
elect-r-retire,10155,0.0280999445326,0.0714285714286
chicken out--pretend,10155,0.0288087959497,0.0769230769231
get-r-on she way,10155,0.0289714894033,0.0714285714286
lie--shifty,10155,0.0295826192023,0.0714285714286
consequence-r-face,10155,0.030346958825,0.0714285714286
cache solution--without,10155,0.0303734866342,0.0714285714286
ensconce-r-object,10155,0.0311582626318,0.107142857143
arrangement-r-check into,10155,0.032911963452,0.0714285714286
ensconce-r-rehab,10155,0.0333240623249,0.0714285714286
outage--unplanned,10155,0.0336378032781,0.0714285714286
indecency-r-supervision,10155,0.0340402991148,0.0652173913043
jump--show up,10155,0.0343248986573,0.0714285714286
check - in-r-receive,10155,0.0346414066079,0.0714285714286
jail time-r-stir,10155,0.0350856568382,0.0714285714286
have enough-r-stay,10155,0.0359222546052,0.0714285714286
left--make,10155,0.0359222546052,0.0714285714286
appearance-r-attorney,10155,0.0359222546052,0.0714285714286
check into-r-stint,10155,0.0359903710954,0.107142857143
arrival--fire,10155,0.0362976743111,0.0714285714286
connect-r-contingency plan,10155,0.036337166204,0.0714285714286
name--publish,10155,0.0370940234069,0.0714285714286
decide--finding,10155,0.0382114584121,0.0714285714286
judgment--sue,10155,0.038377990216,0.0714285714286
sentence--theft,10155,0.0395637795518,0.0714285714286
scoop up--worth,10155,0.0396142824781,0.0714285714286
check into-r-pend,10155,0.0408615388596,0.0714285714286
break up-r-suffer,10155,0.0414360733257,0.0714285714286
affect-r-go,10155,0.041936903314,0.0714285714286
check in .--snap,10155,0.0421797769397,0.0714285714286
scoop up-r-worth,10155,0.0427158432845,0.047619047619
confirm--experience,10155,0.0428330721317,0.0714285714286
indicate-r-repair time,10155,0.043054023458,0.047619047619
come-r-knockout,10155,0.043614328623,0.0714285714286
round-r-triumphant,10155,0.0441721219021,0.0714285714286
fire--fire,10155,0.0444862599429,0.0714285714286
check into-r-choose,10155,0.0447268916842,0.142857142857
check into--unlicensed,10155,0.0448180207618,0.107142857143
arrival-r-drama,10155,0.0449771192612,0.0714285714286
arrival--sentence,10155,0.0449771192612,0.0714285714286
travel-r-treatment,10155,0.0450811630544,0.0714285714286
round-r-win,10155,0.0453425140998,0.0714285714286
check out-r-stir,10155,0.0467480706,0.0714285714286
ensure--normally,10155,0.0470500730689,0.0714285714286
smash--value,10155,0.0483961070106,0.047619047619
belief--playoff,10155,0.0484562537701,0.0714285714286
attorney--move,10155,0.0490410186583,0.142857142857
perform-r-receive,10155,0.049132096201,0.0714285714286
accuse-r-escape,10155,0.0491447302977,0.0714285714286
argue-r-choice,10155,0.0492289997414,0.047619047619
choice-r-object,10155,0.0502529170695,0.0714285714286
check into-r-plea,10155,0.0504437069563,0.142857142857
choose--investigation,10155,0.0505161144209,0.0714285714286
blaze--break out,10155,0.0506110992767,0.0714285714286
finding--go,10155,0.0508099329796,0.0714285714286
investigation-r-remain,10155,0.0508424111732,0.142857142857
change--change,10155,0.0508580414218,0.0714285714286
improve--win,10155,0.0516111532905,0.0714285714286
come-r-win,10155,0.0516111532905,0.0714285714286
say-r-vet,10155,0.0517610212593,0.0714285714286
escape-r-prohibit,10155,0.0518307769682,0.0714285714286
breach--constitute,10155,0.0519753327984,0.0714285714286
case-r-handle,10155,0.0521779899458,0.0714285714286
check into--comply,10155,0.0521908941308,0.0714285714286
lie-r-stay,10155,0.052357989624,0.0714285714286
damage-r-problem,10155,0.0528295554268,0.0714285714286
dissolution--run,10155,0.0530574914728,0.0714285714286
charge--fire,10155,0.0532223513922,0.047619047619
check into-r-happy,10155,0.0542230064762,0.0714285714286
buy--rehab,10155,0.0544056802298,0.142857142857
head to-r-rehab,10155,0.0544538109579,0.0714285714286
head-r-hop,10155,0.0547442926463,0.0714285714286
allow-r-head,10155,0.0547551190551,0.142857142857
banking-r-homecoming,10155,0.0547708643155,0.0714285714286
agree-r-send,10155,0.0549733102195,0.107142857143
close--win,10155,0.0550392372472,0.0714285714286
pull on-r-run,10155,0.0551146818244,0.0714285714286
escape--take off,10155,0.055306011918,0.0714285714286
deal--plea,10155,0.0554631817318,0.0714285714286
statement-r-treatment,10155,0.0556776847834,0.107142857143
prohibit-r-smuggle,10155,0.0557657784865,0.0714285714286
robbery--string,10155,0.0560758148275,0.0714285714286
check into--crash,10155,0.0562673635499,0.0714285714286
decide--keep,10155,0.0563624507568,0.0714285714286
keep--rehab,10155,0.0563624507568,0.0714285714286
assist--fire,10155,0.0575285293826,0.0714285714286
accept-r-approve,10155,0.0581356504447,0.0714285714286
check - in-r-treatment,10155,0.0582405471573,0.0714285714286
cache solution-r-serve,10155,0.0586018453057,0.0714285714286
ensconce-r-flight,10155,0.0596548621003,0.0714285714286
ensconce--flight,10155,0.0596548621003,0.0714285714286
give--supervision,10155,0.0603378560922,0.0714285714286
history--lose,10155,0.0609777798062,0.0714285714286
rear - end-r-tell,10155,0.061010960869,0.0714285714286
answer-r-escape,10155,0.0610333457208,0.0714285714286
grab--smash,10155,0.0611638114895,0.047619047619
give--investigate,10155,0.0611639358717,0.0714285714286
give-r-say,10155,0.0611639358717,0.0714285714286
do--need,10155,0.0614727196621,0.0714285714286
conviction--drive,10155,0.0615519596405,0.0714285714286
escape--house,10155,0.0615751119351,0.0714285714286
escape--paralyzed,10155,0.0616685789131,0.0714285714286
help--serve,10155,0.0618214722906,0.0714285714286
accident-r-plea,10155,0.0629661975932,0.0714285714286
flight-r-on she way,10155,0.0630289110825,0.0714285714286
damage-r-result,10155,0.0645492203499,0.047619047619
require--unlicensed,10155,0.0651984968472,0.107142857143
find-r-find,10155,0.0653358920102,0.0714285714286
check into-r-probation,10155,0.0660291915502,0.0714285714286
reverse--worth,10155,0.06635096938,0.047619047619
banking-r-happier,10155,0.0664917956085,0.0714285714286
attribute--problem,10155,0.0670233077199,0.047619047619
access-r-without,10155,0.0671509110264,0.0714285714286
