index,output.relations_noOffset,aqs,aqs_initial
robberies-r-string,10155,0.0001,0.0001
investigating--thefts,10155,0.0001,0.0001
firing--is,10155,0.0001,0.0001
fire-r-suspected,10155,0.0001,0.0001
fire-r-spreading,10155,0.0001,0.0001
breach-r-denied,10155,0.0001,0.0001
breach-r-dispute,10155,0.0001,0.0001
investigation-r-pending,10155,0.0001,0.0001
fire-r-ongoing,10155,0.0001,0.0001
investigation-r-rehab,10155,0.0001,0.0001
fire-r-needs,10155,0.0001,0.0001
fire-r-keeping,10155,0.0001,0.0001
fire-r-investigations,10155,0.0001,0.0001
fire-r-identify,10155,0.0001,0.0001
rise-r-waved,10155,0.0001,0.0001
check into--chickening out,10155,0.0001,0.0001
fit--job,10155,0.0001,0.0001
blaze-r-raised,10155,0.0001,0.0001
attributed--experienced,10155,0.0001,0.0001
attributed--problem,10155,0.0001,0.0001
attributed-r-downtime,10155,0.0001,0.0001
attributed-r-problem,10155,0.0001,0.0001
bailed-r-flew,10155,0.0001,0.0001
banking--homecoming,10155,0.0001,0.0001
banking--played,10155,0.0001,0.0001
barefoot--escaped,10155,0.0001,0.0001
barefoot--wet,10155,0.0001,0.0001
barefoot-r-hungry,10155,0.0001,0.0001
blindsided--placement,10155,0.0001,0.0001
securing-r-services,10155,0.0001,0.0001
seacom-r-update,10155,0.0001,0.0001
indicated--loss,10155,0.0001,0.0001
believed--paralyzed,10155,0.0001,0.0001
fix-r-take,10155,0.0001,0.0001
blaze--history,10155,0.0001,0.0001
fix--take,10155,0.0001,0.0001
blaze-r-called in,10155,0.0001,0.0001
blaze-r-fight,10155,0.0001,0.0001
blaze-r-help,10155,0.0001,0.0001
blaze-r-lost,10155,0.0001,0.0001
beaten--survived,10155,0.0001,0.0001
received--tried,10155,0.0001,0.0001
check into--made,10155,0.0001,0.0001
received--treatment,10155,0.0001,0.0001
pending--rehab,10155,0.0001,0.0001
damaged--fire,10155,0.0001,0.0001
damaged--indicated,10155,0.0001,0.0001
move--needed,10155,0.0001,0.0001
move--tried,10155,0.0001,0.0001
move-r-replaced,10155,0.0001,0.0001
damaged-r-done,10155,0.0001,0.0001
damaged-r-indicated,10155,0.0001,0.0001
driving-r-violating,10155,0.0001,0.0001
damaged-r-work,10155,0.0001,0.0001
dangerous-r-searching,10155,0.0001,0.0001
driving-r-sentence,10155,0.0001,0.0001
decided--named,10155,0.0001,0.0001
decided--rehab,10155,0.0001,0.0001
driving-r-lied,10155,0.0001,0.0001
driving-r-drunk,10155,0.0001,0.0001
decided-r-finding,10155,0.0001,0.0001
decided-r-gone,10155,0.0001,0.0001
driving--violating,10155,0.0001,0.0001
decided-r-interested,10155,0.0001,0.0001
decided-r-keep,10155,0.0001,0.0001
mobility-r-used,10155,0.0001,0.0001
duties--served,10155,0.0001,0.0001
custody--sentences,10155,0.0001,0.0001
currents-r-impact,10155,0.0001,0.0001
placement--unclear,10155,0.0001,0.0001
placement--stay,10155,0.0001,0.0001
conviction-r-probation,10155,0.0001,0.0001
ensconced-r-on her way,10155,0.0001,0.0001
ensconced-r-getting,10155,0.0001,0.0001
ensconced--getting,10155,0.0001,0.0001
emerged-r-rounds,10155,0.0001,0.0001
pin-r-visit,10155,0.0001,0.0001
met--triumphant,10155,0.0001,0.0001
met-r-triumphant,10155,0.0001,0.0001
decided-r-rehab,10155,0.0001,0.0001
emerged--rounds,10155,0.0001,0.0001
court hearing--flight,10155,0.0001,0.0001
court hearing--getting,10155,0.0001,0.0001
court hearing-r-ensconced,10155,0.0001,0.0001
court hearing-r-flight,10155,0.0001,0.0001
crash--handed down,10155,0.0001,0.0001
eliminated--playoffs,10155,0.0001,0.0001
cruises--six,10155,0.0001,0.0001
perform--required,10155,0.0001,0.0001
currents--weather,10155,0.0001,0.0001
currents-r-expected,10155,0.0001,0.0001
perform-r-treatment,10155,0.0001,0.0001
decided-r-rehire,10155,0.0001,0.0001
named--stay,10155,0.0001,0.0001
decided-r-stay,10155,0.0001,0.0001
devastated-r-suspicion,10155,0.0001,0.0001
operates--owns,10155,0.0001,0.0001
normal--return,10155,0.0001,0.0001
normal--working,10155,0.0001,0.0001
disciplinary--on the run,10155,0.0001,0.0001
downtime-r-suggests,10155,0.0001,0.0001
disciplinary-r-termination,10155,0.0001,0.0001
downtime--went down,10155,0.0001,0.0001
downtime--seacom,10155,0.0001,0.0001
disrupted--experienced,10155,0.0001,0.0001
devastated-r-following,10155,0.0001,0.0001
disrupted--services,10155,0.0001,0.0001
dissolve--housed,10155,0.0001,0.0001
dissolve-r-housed,10155,0.0001,0.0001
normally-r-traffic,10155,0.0001,0.0001
dissolve-r-run,10155,0.0001,0.0001
on foot-r-took off,10155,0.0001,0.0001
on foot--used,10155,0.0001,0.0001
done-r-needs,10155,0.0001,0.0001
on foot--took off,10155,0.0001,0.0001
done--work,10155,0.0001,0.0001
offender-r-sentence,10155,0.0001,0.0001
disrupted-r-experienced,10155,0.0001,0.0001
conviction--violating,10155,0.0001,0.0001
operates-r-owns,10155,0.0001,0.0001
normal--remaining,10155,0.0001,0.0001
decision-r-reached,10155,0.0001,0.0001
defending-r-stopping,10155,0.0001,0.0001
named-r-stay,10155,0.0001,0.0001
defensive--find,10155,0.0001,0.0001
needed--said,10155,0.0001,0.0001
needed-r-said,10155,0.0001,0.0001
drive-r-unharmed,10155,0.0001,0.0001
negotiated--traveled,10155,0.0001,0.0001
demolished-r-lost,10155,0.0001,0.0001
denied--fire,10155,0.0001,0.0001
devastated--following,10155,0.0001,0.0001
drive--unharmed,10155,0.0001,0.0001
depending--experience,10155,0.0001,0.0001
depending--repair,10155,0.0001,0.0001
outage--service,10155,0.0001,0.0001
depending-r-experience,10155,0.0001,0.0001
depending-r-take,10155,0.0001,0.0001
outage--seacom capacity,10155,0.0001,0.0001
destroyed--knew,10155,0.0001,0.0001
destroyed--suspected,10155,0.0001,0.0001
drama-r-driving,10155,0.0001,0.0001
ordered--published,10155,0.0001,0.0001
denies-r-fire,10155,0.0001,0.0001
arrived--try their hand,10155,0.0001,0.0001
ensure-r-flowing,10155,0.0001,0.0001
enter--flout,10155,0.0001,0.0001
lawyer-r-rehab,10155,0.0001,0.0001
checked out-r-committing,10155,0.0001,0.0001
expected--impact,10155,0.0001,0.0001
checked out-r-violation,10155,0.0001,0.0001
exit-r-jail time,10155,0.0001,0.0001
checking--fire,10155,0.0001,0.0001
estimates--repair,10155,0.0001,0.0001
checks into--investigation,10155,0.0001,0.0001
chickening out-r-pretending,10155,0.0001,0.0001
choice-r-ensconced,10155,0.0001,0.0001
chose--pending,10155,0.0001,0.0001
pulls--riding,10155,0.0001,0.0001
escaped-r-wet,10155,0.0001,0.0001
escaped-r-weighing,10155,0.0001,0.0001
pulling-r-transporting,10155,0.0001,0.0001
pulling-r-stealing,10155,0.0001,0.0001
claimed--used,10155,0.0001,0.0001
escaped-r-smuggled,10155,0.0001,0.0001
escaped-r-sentences,10155,0.0001,0.0001
escaped-r-searching,10155,0.0001,0.0001
close--round,10155,0.0001,0.0001
expected--weather,10155,0.0001,0.0001
expected-r-extend,10155,0.0001,0.0001
checked out--getting,10155,0.0001,0.0001
expected-r-factors,10155,0.0001,0.0001
experiencing--service,10155,0.0001,0.0001
check into-r-made,10155,0.0001,0.0001
check into-r-mia,10155,0.0001,0.0001
check into-r-pretending,10155,0.0001,0.0001
receive-r-unlicensed,10155,0.0001,0.0001
checked in--leaving,10155,0.0001,0.0001
experiencing--outage,10155,0.0001,0.0001
checked in-r-face,10155,0.0001,0.0001
checked in-r-violation,10155,0.0001,0.0001
checked into--confusion,10155,0.0001,0.0001
close--stopping,10155,0.0001,0.0001
checked into--facing,10155,0.0001,0.0001
checked into--lawyer,10155,0.0001,0.0001
rear - ended-r-stay,10155,0.0001,0.0001
rape-r-rape,10155,0.0001,0.0001
checked into-r-facing,10155,0.0001,0.0001
checked into-r-handed down,10155,0.0001,0.0001
checked into-r-perform,10155,0.0001,0.0001
checked into-r-receive,10155,0.0001,0.0001
checked into-r-signed off,10155,0.0001,0.0001
checked into-r-stint,10155,0.0001,0.0001
lawyer--rehires,10155,0.0001,0.0001
checked into--investigation,10155,0.0001,0.0001
close-r-defending,10155,0.0001,0.0001
close-r-round,10155,0.0001,0.0001
left-r-made,10155,0.0001,0.0001
escaped--indecency,10155,0.0001,0.0001
confusion--whereabouts,10155,0.0001,0.0001
lied--telling,10155,0.0001,0.0001
connecting-r-owns,10155,0.0001,0.0001
connections-r-fire,10155,0.0001,0.0001
connections-r-services,10155,0.0001,0.0001
history-r-replaced,10155,0.0001,0.0001
considered--searching,10155,0.0001,0.0001
probation-r-risking,10155,0.0001,0.0001
constituted--denied,10155,0.0001,0.0001
confined-r-wearing,10155,0.0001,0.0001
looking--survived,10155,0.0001,0.0001
probation--stir,10155,0.0001,0.0001
looks forward--statement,10155,0.0001,0.0001
probation--risking,10155,0.0001,0.0001
playoffs-r-stubbornness,10155,0.0001,0.0001
made-r-walked,10155,0.0001,0.0001
convicted--pulling,10155,0.0001,0.0001
entering-r-violating,10155,0.0001,0.0001
entering-r-facing,10155,0.0001,0.0001
convicted-r-received,10155,0.0001,0.0001
enter-r-flout,10155,0.0001,0.0001
contained--using,10155,0.0001,0.0001
placement-r-settling in,10155,0.0001,0.0001
escaped--prohibited,10155,0.0001,0.0001
confined--overpowered,10155,0.0001,0.0001
escaped-r-indecency,10155,0.0001,0.0001
escaped--weighing,10155,0.0001,0.0001
committed--crimes,10155,0.0001,0.0001
published--stay,10155,0.0001,0.0001
committed--serving,10155,0.0001,0.0001
committed-r-crimes,10155,0.0001,0.0001
committed-r-serving,10155,0.0001,0.0001
committing--getting,10155,0.0001,0.0001
committing--messed around,10155,0.0001,0.0001
prohibited--trying,10155,0.0001,0.0001
confined--walked,10155,0.0001,0.0001
escaped--transport,10155,0.0001,0.0001
escaped--smuggled,10155,0.0001,0.0001
comply--drama,10155,0.0001,0.0001
comply-r-drama,10155,0.0001,0.0001
lied--rear - ended,10155,0.0001,0.0001
concern--fire,10155,0.0001,0.0001
concern--spreading,10155,0.0001,0.0001
escaped--searching,10155,0.0001,0.0001
concern--survey,10155,0.0001,0.0001
escaped--pulling,10155,0.0001,0.0001
problems-r-repair time,10155,0.0001,0.0001
complained--connectivity,10155,0.0001,0.0001
arrived--total loss,10155,0.0001,0.0001
notifying--reached,10155,0.0001,0.0001
had enough-r-ordered,10155,0.0001,0.0001
accessing--serve,10155,0.0001,0.0001
treatment--treatment,10155,0.0001,0.0001
accessing--uses,10155,0.0001,0.0001
agreed--hearing,10155,0.0001,0.0001
heads to-r-lawyer,10155,0.0001,0.0001
arrangements-r-made,10155,0.0001,0.0001
agreed--said,10155,0.0001,0.0001
action--fallout,10155,0.0001,0.0001
accessing-r-serve,10155,0.0001,0.0001
added-r-custody,10155,0.0001,0.0001
had enough-r-named,10155,0.0001,0.0001
agreed--should,10155,0.0001,0.0001
spied--walked out,10155,0.0001,0.0001
agreed--unknown,10155,0.0001,0.0001
walked--wearing,10155,0.0001,0.0001
spreading--stored,10155,0.0001,0.0001
agreed--vetted,10155,0.0001,0.0001
walked--walked,10155,0.0001,0.0001
agreed-r-placement,10155,0.0001,0.0001
agreed-r-remain,10155,0.0001,0.0001
accident-r-checked into,10155,0.0001,0.0001
agreed-r-said,10155,0.0001,0.0001
spent-r-treatment,10155,0.0001,0.0001
argued--placement,10155,0.0001,0.0001
arrest--entering,10155,0.0001,0.0001
take-r-weather conditions,10155,0.0001,0.0001
arrival--case,10155,0.0001,0.0001
housed-r-recaptured,10155,0.0001,0.0001
arrests--fire,10155,0.0001,0.0001
arrested-r-enter,10155,0.0001,0.0001
arrested--flout,10155,0.0001,0.0001
warned-r-weighing,10155,0.0001,0.0001
arrested--enter,10155,0.0001,0.0001
ablaze-r-crash,10155,0.0001,0.0001
ablaze-r-grabbing,10155,0.0001,0.0001
arrest-r-stay,10155,0.0001,0.0001
arrest--facing,10155,0.0001,0.0001
help--needed,10155,0.0001,0.0001
accept--approved,10155,0.0001,0.0001
hungry--use,10155,0.0001,0.0001
accept--revealed,10155,0.0001,0.0001
grabbing--setting,10155,0.0001,0.0001
snapped--unlicensed,10155,0.0001,0.0001
took hostage--took off,10155,0.0001,0.0001
hearing-r-remain,10155,0.0001,0.0001
hearing--unknown,10155,0.0001,0.0001
arrest-r-checked into,10155,0.0001,0.0001
grateful--treatment,10155,0.0001,0.0001
housed-r-termination,10155,0.0001,0.0001
argued--objected,10155,0.0001,0.0001
agreed-r-should,10155,0.0001,0.0001
argued--ensconced,10155,0.0001,0.0001
statement--treatment,10155,0.0001,0.0001
approved--bailed,10155,0.0001,0.0001
treatment-r-unlicensed,10155,0.0001,0.0001
help-r-uses,10155,0.0001,0.0001
help-r-sought,10155,0.0001,0.0001
approved--arrangements,10155,0.0001,0.0001
stored-r-survey,10155,0.0001,0.0001
stay--telling,10155,0.0001,0.0001
use--wet,10155,0.0001,0.0001
stay-r-violating,10155,0.0001,0.0001
altercation--got into,10155,0.0001,0.0001
stored--survey,10155,0.0001,0.0001
handcuffed--walked,10155,0.0001,0.0001
hurt-r-response,10155,0.0001,0.0001
answer--escaped,10155,0.0001,0.0001
happier--homecoming,10155,0.0001,0.0001
handle--re - hired,10155,0.0001,0.0001
handcuffs-r-pulls on,10155,0.0001,0.0001
answer-r-stealing,10155,0.0001,0.0001
hurt--incident,10155,0.0001,0.0001
action--escape,10155,0.0001,0.0001
help-r-p2p traffic,10155,0.0001,0.0001
identify--under way,10155,0.0001,0.0001
sub - sea repairs--weather,10155,0.0001,0.0001
allowing-r-rehab,10155,0.0001,0.0001
headed--hopped,10155,0.0001,0.0001
argued--choice,10155,0.0001,0.0001
agreed-r-unknown,10155,0.0001,0.0001
spreading-r-stored,10155,0.0001,0.0001
approves-r-placement,10155,0.0001,0.0001
alarm--raised,10155,0.0001,0.0001
alarm--tackled,10155,0.0001,0.0001
accused--escape,10155,0.0001,0.0001
surfaced-r-treatment,10155,0.0001,0.0001
accused--smuggled,10155,0.0001,0.0001
allow--headed,10155,0.0001,0.0001
suggests--went down,10155,0.0001,0.0001
treatment--unlicensed,10155,0.0001,0.0001
allow-r-smoking,10155,0.0001,0.0001
heads to--lawyer,10155,0.0001,0.0001
action-r-housed,10155,0.0001,0.0001
approved-r-revealed,10155,0.0001,0.0001
help--sought,10155,0.0001,0.0001
approved-r-placement,10155,0.0001,0.0001
treatment-r-treatment,10155,0.0001,0.0001
help--uses,10155,0.0001,0.0001
accused-r-smuggled,10155,0.0001,0.0001
allowing--rehab,10155,0.0001,0.0001
allowing--signed,10155,0.0001,0.0001
affected-r-operates,10155,0.0001,0.0001
homecoming--played,10155,0.0001,0.0001
action--housed,10155,0.0001,0.0001
affected--seacom capacity,10155,0.0001,0.0001
a rehab facility-r-check - in,10155,0.0001,0.0001
83%-r-managed,10155,0.0001,0.0001
got into--sought,10155,0.0001,0.0001
arrival-r-finalized,10155,0.0001,0.0001
affected--going,10155,0.0001,0.0001
affected--break,10155,0.0001,0.0001
a rehab facility--check - in,10155,0.0001,0.0001
arrival-r-found,10155,0.0001,0.0001
admitted--checking in,10155,0.0001,0.0001
gone-r-keep,10155,0.0001,0.0001
arrival--comply,10155,0.0001,0.0001
83%--managed,10155,0.0001,0.0001
83%-r-capacity,10155,0.0001,0.0001
housed--recaptured,10155,0.0001,0.0001
grab-r-make off,10155,0.0001,0.0001
admitted--leaving,10155,0.0001,0.0001
housed--on the run,10155,0.0001,0.0001
affected--using,10155,0.0001,0.0001
arrival--driving,10155,0.0001,0.0001
arson-r-devastated,10155,0.000112644697271,0.0714285714286
retained-r-round,10155,0.00103818284141,0.0714285714286
improves--victory,10155,0.00103818284141,0.0714285714286
assisting-r-call,10155,0.00658455708437,0.0714285714286
cause--using,10155,0.0084128138781,0.0714285714286
job-r-stubbornness,10155,0.0104187168123,0.0714285714286
job--stubbornness,10155,0.0111045865434,0.0714285714286
court hearing-r-getting,10155,0.0122108267746,0.0714285714286
help--move,10155,0.0136248830839,0.0714285714286
argued-r-ensconced,10155,0.0136507958622,0.047619047619
approves-r-stay,10155,0.0144693426713,0.0714285714286
escape--restrained,10155,0.0152768312518,0.0714285714286
driving--pulled,10155,0.0153265918636,0.0714285714286
checks into-r-checks out,10155,0.0156324656159,0.0714285714286
remaining-r-traffic priorities,10155,0.0160733081652,0.0714285714286
attorney-r-move,10155,0.0170911679564,0.0714285714286
investigation--remain,10155,0.0176441518436,0.0714285714286
facing--probation,10155,0.0179779526045,0.0714285714286
change--negotiated,10155,0.0181212499575,0.0714285714286
charges--indecency,10155,0.0196595881894,0.0714285714286
checked into--chose,10155,0.0212232604865,0.0714285714286
problems--weather conditions,10155,0.0215014151989,0.047619047619
revoked--supervision,10155,0.0217464057308,0.047619047619
defensive--found,10155,0.0226803040269,0.0714285714286
getting--on her way,10155,0.024211250223,0.0714285714286
shifty-r-trust,10155,0.0252124065294,0.0714285714286
charges--escaped,10155,0.0263496232503,0.0714285714286
check into--mia,10155,0.0268171161406,0.0714285714286
elected-r-retire,10155,0.0274105878584,0.0714285714286
cooperation-r-work,10155,0.027504218263,0.0714285714286
bringing-r-up to 83%,10155,0.0276867442454,0.047619047619
traveled--treatment,10155,0.0276951763585,0.0714285714286
happy-r-left,10155,0.0281353318233,0.0714285714286
established--statement,10155,0.0282242769051,0.0714285714286
negotiated-r-register,10155,0.0283654722765,0.0714285714286
consequences-r-faced,10155,0.0293685335021,0.0714285714286
chickening out--pretending,10155,0.0303845918435,0.0769230769231
caching solution--without,10155,0.030727707943,0.0714285714286
getting-r-on her way,10155,0.0308183030733,0.0714285714286
lie--shifty,10155,0.0315731301212,0.0714285714286
ensconced-r-objected,10155,0.0328801352025,0.107142857143
cause-r-fire,10155,0.0329975714773,0.03
arrangements-r-check into,10155,0.0336426086245,0.0714285714286
jumped--showed up,10155,0.0337601498115,0.0714285714286
outage--unplanned,10155,0.0341835791925,0.0714285714286
jail time-r-stir,10155,0.0346972930318,0.0714285714286
indecency-r-supervision,10155,0.0347151459052,0.0652173913043
checked - in-r-receive,10155,0.0353420693219,0.0714285714286
ensconced-r-rehab,10155,0.0356265157911,0.0714285714286
connected-r-contingency plans,10155,0.0360892578531,0.0714285714286
arrival--fire,10155,0.0361220125716,0.0714285714286
named--published,10155,0.0366490870358,0.0714285714286
decided--finding,10155,0.0370949574228,0.0714285714286
had enough-r-stay,10155,0.0375940648717,0.0714285714286
appearances-r-attorney,10155,0.0375940648717,0.0714285714286
left--made,10155,0.0375940648717,0.0714285714286
judgment--sued,10155,0.0382774368973,0.0714285714286
scooping up--worth,10155,0.0390482817721,0.0714285714286
sentences--theft,10155,0.0394080836707,0.0714285714286
fire--know,10155,0.0409681187218,0.0714285714286
affected-r-going,10155,0.0411107940671,0.0714285714286
checked into-r-pending,10155,0.0412858076078,0.0714285714286
check in .--snapped,10155,0.0416800097202,0.0714285714286
escaped-r-took hostage,10155,0.0421829392235,0.0714285714286
break up-r-suffered,10155,0.0422094500153,0.0714285714286
scooping up-r-worth,10155,0.0423359206192,0.047619047619
confirm--experiencing,10155,0.0428360655111,0.0714285714286
rounds-r-triumphant,10155,0.0439932598868,0.0714285714286
coming-r-knockout,10155,0.044076849077,0.0714285714286
indicate-r-repair time,10155,0.0446550459676,0.047619047619
round-r-won,10155,0.0453622249154,0.0714285714286
ensure--normally,10155,0.0453959074473,0.0714285714286
arrival--sentence,10155,0.0454904077587,0.0714285714286
arrival-r-drama,10155,0.0454904077587,0.0714285714286
checked into--unlicensed,10155,0.0455647940535,0.107142857143
fire--fire,10155,0.0456572055742,0.0714285714286
traveled-r-treatment,10155,0.0460775876894,0.0714285714286
checked out-r-stir,10155,0.0471948234564,0.0714285714286
checked into-r-chose,10155,0.0472083088069,0.142857142857
belief--playoffs,10155,0.048424146525,0.0714285714286
accused-r-escape,10155,0.0488322783707,0.0714285714286
smash--valued,10155,0.0489544941815,0.047619047619
perform-r-receive,10155,0.049144627695,0.0714285714286
choice-r-objected,10155,0.0496096361097,0.0714285714286
change--change,10155,0.050491619057,0.0714285714286
blaze--broke out,10155,0.0506673175512,0.0714285714286
argued-r-choice,10155,0.0508531521098,0.047619047619
escaped-r-prohibited,10155,0.05139020939,0.0714285714286
attorney--move,10155,0.0514497759674,0.142857142857
improves--wins,10155,0.0517109756216,0.0714285714286
coming-r-wins,10155,0.0517109756216,0.0714285714286
damage-r-problems,10155,0.0517354497528,0.0714285714286
case-r-handle,10155,0.0518672051308,0.0714285714286
breach--constituted,10155,0.0521447797085,0.0714285714286
finding--gone,10155,0.0522224481709,0.0714285714286
said-r-vetted,10155,0.0522514101774,0.0714285714286
checked into-r-plea,10155,0.0524481027834,0.142857142857
chose--investigation,10155,0.0529287210197,0.0714285714286
lied-r-stay,10155,0.05294646805,0.0714285714286
dissolution--run,10155,0.0530902881609,0.0714285714286
investigation-r-remain,10155,0.0531114435715,0.142857142857
escaped--took off,10155,0.0531247057001,0.0714285714286
prohibited-r-smuggled,10155,0.0532024229717,0.0714285714286
capacity-r-restored,10155,0.0537635227352,0.0714285714286
