worker,worker-cosine,job,duration,output.relations_noOffset.count,judgment,unit,worker-agreement,spam,wqs,wqs_initial
38044754,0.419379313201,1,78.0909090909,1.27272727273,11,11,0.421256391071,False,0.385218905852,0.244409904439
6432269,0.470247290605,1,36.8666666667,1.26666666667,15,15,0.335440848214,False,0.385518448035,0.189247642694
39930719,0.368876727883,1,122.823529412,1.44117647059,34,34,0.343239745175,False,0.390883632415,0.297056585143
28351359,0.335711656892,1,35.3333333333,1.66666666667,6,6,0.354284188034,False,0.402447173617,0.314914189461
39133098,0.386102398747,1,57.7333333333,1.66666666667,15,15,0.43516182759,False,0.405793741563,0.267685414845
43398063,0.362207195857,1,98.0,6.0,1,1,0.142857142857,False,0.406953873968,0.212286290484
26643631,0.383729790571,1,39.3571428571,1.25,56,56,0.341804153916,False,0.407934092242,0.269648798886
42687475,0.421894326492,1,90.25,5.0,4,4,0.190472516167,False,0.407970518655,0.189043407448
15577915,0.379461086042,1,18.76,1.22,50,50,0.386987408825,False,0.413459752899,0.27321698526
3671372,0.364054120896,1,28.6,1.1,10,10,0.404423462872,False,0.415632922741,0.27941651824
13581319,0.362718882747,1,19.1355932203,1.27118644068,59,59,0.415303348592,False,0.417705993797,0.275972721938
18215885,0.350011697186,1,63.5,1.5,4,4,0.320071684588,False,0.422035629236,0.240477481794
19378092,0.420650131377,1,56.375,2.5,8,8,0.289777777778,False,0.430438723471,0.21714980275
22360250,0.508594566472,1,27.8,2.8,5,5,0.162200577201,False,0.43125323436,0.138375989449
19302668,0.362207195857,1,42.0,1.0,1,1,0.363095238095,False,0.433623079148,0.353480650594
29768955,0.373435854356,1,41.8571428571,1.14285714286,7,7,0.37253968254,False,0.438777510829,0.276683662285
25358609,0.36141988831,1,43.2,1.66666666667,15,15,0.429482232134,False,0.445630864312,0.301709541294
38806465,0.355868407445,1,24.9047619048,1.09523809524,21,21,0.363798803536,False,0.452616675978,0.317475436655
36971600,0.332363525792,1,96.2666666667,1.33333333333,15,15,0.406752476325,False,0.463019887425,0.344012971136
11257883,0.372476344634,1,282.15,1.225,40,40,0.381945695314,False,0.463471780198,0.268224821015
12115558,0.313799454427,1,28.2727272727,1.54545454545,11,11,0.441626984127,False,0.472772070048,0.325560773743
24252915,0.460434568605,1,64.0,1.0,3,3,0.270061728395,False,0.474140013956,0.206537756511
34070076,0.366739823264,1,50.7547169811,1.62264150943,53,53,0.370604262131,False,0.47580624154,0.276280333536
40421145,0.357745114511,1,26.5714285714,1.57142857143,7,7,0.394531368103,False,0.47702591094,0.275741439578
11068774,0.311302048227,1,39.0,8.0,2,2,0.180557960558,False,0.478809981778,0.240708857295
39925494,0.388621469573,1,62.0,1.66666666667,9,9,0.388658234127,False,0.478983592286,0.252857165314
38158803,0.417163129091,1,31.5333333333,2.46666666667,15,15,0.281416583179,False,0.479036305969,0.227215774625
28675156,0.3125478307,1,42.8666666667,1.73333333333,15,15,0.419498283703,False,0.481367297134,0.330907418532
6377879,0.339900063552,1,60.1896551724,1.53448275862,58,58,0.381056717465,False,0.484405289941,0.31456842123
14861092,0.356841920756,1,22.6451612903,1.58064516129,93,93,0.368268193677,False,0.488709525658,0.28338803333
35849301,0.336864430344,1,84.3636363636,1.72727272727,11,11,0.50296957672,False,0.492939752299,0.361760652525
28335646,0.359775874966,1,92.7647058824,1.47058823529,85,85,0.430623733232,False,0.495621292525,0.31074097806
7012325,0.343065341016,1,52.7058823529,1.58823529412,17,17,0.470411856662,False,0.502829928669,0.32174747679
43578523,0.360509536785,1,61.9259259259,1.33333333333,27,27,0.34345357504,False,0.502915090363,0.304443864907
27990857,0.266782427822,1,84.0,1.0,3,3,0.46875,False,0.506919070462,0.389025910796
18666417,0.32806287914,1,59.5319148936,1.86170212766,94,94,0.384637830785,False,0.513592896297,0.313351830888
6367365,0.321761305982,1,41.0841121495,1.67289719626,107,107,0.404935521375,False,0.519594074292,0.311251185299
35351404,0.306518684115,1,53.3333333333,1.8,15,15,0.408139252723,False,0.520703321102,0.316858144033
41841195,0.353481847553,1,43.3,1.475,40,40,0.366146980839,False,0.521348789735,0.301824731737
31613324,0.308167136222,1,186.794871795,1.74358974359,39,39,0.453751036998,False,0.522277528818,0.36453033262
13300986,0.323542004175,1,31.4090909091,1.72727272727,88,88,0.414566498494,False,0.522758038253,0.324613499836
23854490,0.231650180072,1,63.0,1.0,1,1,0.380952380952,False,0.522787404579,0.328829785076
36166698,0.306747111242,1,43.3870967742,1.96774193548,31,31,0.36372137786,False,0.526945293281,0.312405502074
40032300,0.325214261461,1,24.4404761905,2.03571428571,84,84,0.368382025014,False,0.530755637711,0.305353333489
18482369,0.305296427685,1,42.95,1.3,20,20,0.418506130683,False,0.530907098197,0.363217449374
36851940,0.306694461428,1,71.5106382979,1.57446808511,47,47,0.389325513674,False,0.531248150111,0.340542109138
23144069,0.377336790513,1,59.2857142857,1.80952380952,21,21,0.346813874701,False,0.531465162572,0.269279286027
20306047,0.303484006156,1,55.3416666667,1.425,120,120,0.404347568687,False,0.532640495986,0.340451614202
19294877,0.293883007997,1,117.633333333,1.66666666667,30,30,0.398830696667,False,0.533943319112,0.348858300425
32414674,0.347826891751,1,82.8,1.53333333333,15,15,0.509935752079,False,0.538400883853,0.331025573377
21405768,0.351323016441,1,184.666666667,4.33333333333,3,3,0.227023031435,False,0.538622159213,0.245300577253
31508822,0.300700105138,1,51.6507936508,2.06349206349,63,63,0.39473189897,False,0.544387984271,0.343548515157
43182644,0.281996741743,1,72.2571428571,1.62857142857,35,35,0.474909422546,False,0.549236753718,0.384469177376
1883056,0.316607701477,1,62.6666666667,2.48484848485,33,33,0.376930292723,False,0.550724675683,0.337943874951
34374082,0.385283368327,1,45.3888888889,1.0,18,18,0.354093581539,False,0.55265672749,0.24799039498
43619823,0.307986351182,1,37.5,1.73333333333,30,30,0.384256984115,False,0.552864837723,0.337756264422
21245943,0.320283385753,1,319.045454545,1.27272727273,22,22,0.462240603312,False,0.561789494128,0.364752015851
6524027,0.292454855972,1,30.978021978,1.6043956044,91,91,0.410906574341,False,0.567672223822,0.349922009003
43605496,0.276096315776,1,121.2,1.5,10,10,0.449150326797,False,0.5697003738,0.380654245888
37673989,0.194698161218,1,51.4545454545,1.90909090909,11,11,0.477791805562,False,0.571204330158,0.453085752131
40206876,0.3727410203,1,181.4,12.0,5,5,0.162830687831,False,0.578862691855,0.253374530612
36313199,0.262230289529,1,54.1294117647,2.17647058824,85,85,0.442553463136,False,0.580482591446,0.37446075963
24403612,0.273219566793,1,33.0625,1.7875,80,80,0.424092910241,False,0.591082708479,0.37202397265
43692680,0.237540604428,1,95.4,2.0,15,15,0.534568612391,False,0.591110304883,0.437422761184
43526470,0.228755251091,1,25.7,1.2,10,10,0.537125220459,False,0.591999595863,0.454322209149
42393622,0.227786873077,1,321.5,3.0,4,4,0.353435672515,False,0.592182118993,0.370015026713
36929821,0.215007807361,1,38.5625,2.0625,16,16,0.450172919673,False,0.59739092051,0.394521190953
38817461,0.225560996031,1,52.0,2.5,4,4,0.336072530864,False,0.59748130234,0.338030237027
6338946,0.390600912775,1,90.5,3.25,4,4,0.280704365079,False,0.599602341119,0.217861164974
36826029,0.262576058804,1,86.329787234,1.93617021277,94,94,0.467695955962,False,0.603023968009,0.368548871037
43220185,0.249374843351,1,86.3333333333,3.09090909091,33,33,0.413005042663,False,0.605825023028,0.356606787731
31988217,0.231928180644,1,33.5268817204,2.35483870968,93,93,0.418754875182,False,0.607055859511,0.394715962938
18960682,0.233658380523,1,25.2941176471,1.47058823529,17,17,0.537056878307,False,0.608826708201,0.450180994351
40488533,0.278405812555,1,92.3,4.95,20,20,0.288829717072,False,0.61408439967,0.330490118881
34788729,0.175307171232,1,134.2,2.8,5,5,0.455661375661,False,0.615237107989,0.455278043436
39744930,0.275396429096,1,84.6363636364,2.29090909091,55,55,0.469516962885,False,0.618737401467,0.384782764656
39073124,0.256033070619,1,52.7685185185,3.35185185185,108,108,0.430229114597,False,0.621530892678,0.364674343882
21043907,0.205684727301,1,56.2666666667,2.8,15,15,0.497311196575,False,0.622013103818,0.448217481909
11460728,0.208759096078,1,53.5652173913,2.71014492754,69,69,0.49254461688,False,0.626250091967,0.432226706299
30145358,0.210989875261,1,40.1428571429,2.57142857143,7,7,0.494421768707,False,0.626412392311,0.469537328628
18386513,0.194879400627,1,59.2666666667,2.06666666667,15,15,0.458035837179,False,0.626892488717,0.438756033454
40599766,0.260625810352,1,66.0,2.06666666667,15,15,0.431764159452,False,0.627997409332,0.356641259821
35903629,0.240511746801,1,30.7777777778,1.33333333333,9,9,0.522066326531,False,0.628332224883,0.438209134195
6355877,0.235589224063,1,126.9625,3.075,80,80,0.429560335038,False,0.630995650112,0.385300801485
41290202,0.244621132177,1,37.6779661017,2.49152542373,59,59,0.417828370543,False,0.63280000999,0.389724256887
20179847,0.247358528279,1,59.0,2.1875,16,16,0.39820846166,False,0.636813785789,0.366479284116
28776776,0.208316220951,1,36.0158730159,2.98412698413,63,63,0.451274751355,False,0.639258585585,0.446938355676
43722428,0.2279251738,1,23.1818181818,3.0,11,11,0.417513753608,False,0.63997888189,0.39961054448
6336109,0.23563907943,1,92.7179487179,1.84615384615,39,39,0.462711194008,False,0.644523625728,0.418800023259
19810879,0.218411393163,1,64.4,3.6,15,15,0.519429620693,False,0.646204989655,0.44128042717
24104564,0.216230669476,1,54.2068965517,2.27586206897,29,29,0.427285748129,False,0.647928339243,0.418349689
29289135,0.246335893701,1,60.6111111111,1.61111111111,18,18,0.515556758057,False,0.649155395685,0.427415163967
35607359,0.212569623491,1,21.75,2.25,32,32,0.484054907766,False,0.650486231218,0.46116145534
43656720,0.205185358,1,63.7142857143,3.0,7,7,0.464783522298,False,0.653949038852,0.399949842334
38198526,0.122095268627,1,90.0,2.5,2,2,0.527222222222,False,0.655269920547,0.521095372033
20929875,0.305922982182,1,82.4,3.0,5,5,0.360318877551,False,0.660227300888,0.343060883558
40925305,0.205617425042,1,60.8076923077,2.52884615385,104,104,0.475791878066,False,0.670701477498,0.429388794579
6413571,0.207048120784,1,63.2777777778,2.22222222222,18,18,0.554060829089,False,0.672397207229,0.489302605518
43608685,0.22690081963,1,78.6666666667,4.0,15,15,0.439414026413,False,0.676862936569,0.397397789673
29328107,0.257175192102,1,163.5,2.5,2,2,0.451111111111,False,0.678295812102,0.441948865027
33946118,0.286812787818,1,165.3,2.1,10,10,0.372265684051,False,0.688310402188,0.347641574465
34699374,0.231408611069,1,53.0666666667,3.0,15,15,0.465677970178,False,0.688553153768,0.457806889749
32356401,0.211277834602,1,217.84,2.2,25,25,0.460095537382,False,0.691141261879,0.431543165923
25781776,0.321395402436,1,45.4444444444,8.33333333333,18,18,0.243701043306,False,0.698085109154,0.316102595017
35256604,0.170146120304,1,57.25,1.25,4,4,0.52485380117,False,0.701269289451,0.526315539473
43584008,0.243514230564,1,42.3333333333,1.0,6,6,0.56125,False,0.703449524811,0.412644894216
32547262,0.182329571393,1,70.0,1.625,16,16,0.501669269223,False,0.703861952389,0.51435085725
43527907,0.496005593962,1,53.0,6.5,2,2,0.177272727273,False,0.708729770691,0.183133887586
23171596,0.169905914726,1,38.6,3.0,10,10,0.426616037219,False,0.710717686926,0.457083060378
38089029,0.214265596428,1,43.0,1.0,2,2,0.529464285714,False,0.71616436197,0.504339956341
5814726,0.176212265352,1,99.6875,2.125,16,16,0.518488554152,False,0.719682181259,0.494355630065
43175089,0.324348677175,1,255.75,1.0,4,4,0.504032258065,False,0.720052750183,0.363012683963
8715359,0.211017802013,1,93.5,2.875,8,8,0.407662969092,False,0.722823331919,0.412556540497
39078035,0.147654698724,1,22.3333333333,1.66666666667,6,6,0.490833333333,False,0.724051919968,0.546964191675
23017572,0.149524225385,1,175.25,2.83333333333,12,12,0.484087301587,False,0.724669459206,0.530037848716
32245411,0.193329921773,1,42.1111111111,1.0,9,9,0.67867816092,False,0.725423852915,0.537919296223
5861591,0.143993132278,1,44.6666666667,2.16666666667,6,6,0.487962962963,False,0.726676299392,0.514378922783
36002600,0.119066489246,1,58.0,2.33333333333,3,3,0.487797619048,False,0.726767777637,0.526599090413
13818593,0.210599329752,1,74.8571428571,2.71428571429,7,7,0.456832298137,False,0.727526901011,0.482035905372
11131207,0.156155229483,1,38.3333333333,1.73333333333,15,15,0.576973576468,False,0.732026268922,0.537363671072
18531561,0.130803999539,1,76.2857142857,2.0,7,7,0.489859022556,False,0.734410581582,0.537253538016
41265265,0.184806016896,1,64.1666666667,2.0,6,6,0.602125603865,False,0.743560048598,0.527005406906
42393430,0.108898603173,1,75.3333333333,1.33333333333,3,3,0.573207885305,False,0.744086155661,0.55805730905
39575511,0.155412463632,1,38.0,3.8,5,5,0.413231922399,False,0.745751387241,0.455663710033
43684309,0.149351247356,1,44.6666666667,3.13333333333,15,15,0.547064885533,False,0.750172471664,0.547690920252
40265255,0.163110343104,1,48.2666666667,2.6,15,15,0.562778476004,False,0.751342122885,0.536068476314
43604076,0.168097113207,1,22.8888888889,2.33333333333,9,9,0.648412698413,False,0.765540347374,0.533076991683
43142051,0.130709771969,1,72.1,3.2,10,10,0.528282549131,False,0.766352293561,0.568801322661
35551850,0.1432897252,1,43.2,2.8,5,5,0.562128851541,False,0.782786286742,0.534395712708
36631819,0.111458953495,1,50.75,1.25,4,4,0.6425,False,0.794477993061,0.643111865871
42233797,0.116116523517,1,154.0,1.0,1,1,0.607142857143,False,0.815849675469,0.57587030967
43730665,0.140801112721,1,119.0,2.5,2,2,0.625,False,0.82726569791,0.641996925974
19638651,0.075499672958,1,38.0,2.0,1,1,0.541666666667,False,0.836475758153,0.642750392024
6645897,0.0643825892975,1,116.0,2.0,1,1,0.696428571429,False,0.86862712303,0.754879848715
35330747,0.00294551449842,1,63.0,1.0,1,1,0.928571428571,False,0.981711104829,0.925836307966
