_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,keyframeid,selected_answer,selectedtags_desc,selectedtags_subs,selectedtags_tags,ctunitid,description,descriptiontags,hiddeninput_gold,imagelocation,imagetags,keyframeid_gold,selected_answer_gold,selectedtags_desc_gold,selectedtags_subs_gold,selectedtags_tags_gold,subtitles,subtitletags,videolocation
1856543729,8/29/2018 13:55:48,4013678617,8/29/2018 13:55:25,false,instagc,1,30398579,USA,MA,Winchendon,24.2.253.50,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""3_###_strange"",""4_###_photograph"",""c3_###_technology"",""c4_###_equipment"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 13:59:24,4013685759,8/29/2018 13:58:29,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,,entity/admin/unit/8559,"[""1_###_astronaut""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 14:02:15,4013691620,8/29/2018 14:01:59,false,grabpoints,1,39021485,USA,ME,Lewiston,108.176.227.241,,entity/admin/unit/8559,"[""1_###_astronaut"",""c0_###_industry"",""c3_###_technology"",""c4_###_equipment"",""i0_###_central processing unit"",""i1_###_hardware"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 14:24:48,4013744364,8/29/2018 14:24:36,false,instagc,1,26024737,GBR,F6,Romford,92.7.135.74,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""3_###_strange"",""4_###_photograph""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 14:24:56,4013744688,8/29/2018 14:24:37,false,instagc,1,39127197,GBR,N9,Swindon,151.228.218.179,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""c3_###_technology"",""c4_###_equipment"",""i1_###_hardware"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 14:34:43,4013768039,8/29/2018 14:34:28,false,prodege,1,15965551,GBR,D8,Durham,109.181.10.192,,entity/admin/unit/8559,"[""1_###_astronaut""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 15:04:40,4013838203,8/29/2018 15:04:27,false,clixsense,1,42820715,GBR,C3,Cambridge,2.30.51.148,,entity/admin/unit/8559,"[""1_###_astronaut"",""2_###_samantha""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 15:30:58,4013902258,8/29/2018 15:29:28,false,prodege,1,38548574,USA,ME,Limestone,98.13.82.121,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""3_###_strange"",""4_###_photograph""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 16:00:00,4013976029,8/29/2018 15:58:43,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,,entity/admin/unit/8559,"[""1_###_astronaut"",""c4_###_equipment"",""i1_###_hardware"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 16:12:21,4014003018,8/29/2018 16:11:59,false,elite,1,44378354,USA,CO,Colorado Springs,174.24.50.107,,entity/admin/unit/8559,"[""1_###_astronaut"",""Other_###_Other""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543730,8/29/2018 02:25:55,4012540494,8/29/2018 02:25:32,false,keeprewarding,1,30315390,CAN,ON,Havelock,66.103.38.28,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 02:47:12,4012586650,8/29/2018 02:46:46,false,elite,1,44378354,USA,CO,Colorado Springs,174.24.50.107,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i3_###_person"",""Other_###_Other""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 05:10:27,4012862345,8/29/2018 05:09:49,false,clixsense,1,6576528,CAN,SK,Regina,24.72.133.122,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i3_###_person""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 06:13:22,4012968790,8/29/2018 06:12:56,false,clixsense,1,6367365,USA,LA,Monroe,144.163.206.32,,entity/admin/unit/8561,"[""0_###_phenomena"",""1_###_massive"",""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 08:48:22,4013186758,8/29/2018 08:47:49,false,prodege,1,39740855,CAN,ON,Richmond Hill,69.159.54.6,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 09:59:16,4013280475,8/29/2018 09:59:02,false,prodege,1,15555970,GBR,C9,Workington,86.181.151.178,,entity/admin/unit/8561,"[""0_###_phenomena"",""1_###_massive"",""c0_###_man"",""c3_###_people"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 11:57:55,4013471858,8/29/2018 11:57:41,false,instagc,1,15176395,USA,IN,Indianapolis,50.195.163.121,,entity/admin/unit/8561,"[""0_###_phenomena"",""1_###_massive"",""c0_###_man"",""i0_###_male"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 12:04:03,4013484651,8/29/2018 12:03:38,false,prodege,1,40988797,CAN,NS,Mabou,142.134.65.174,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 12:19:25,4013512748,8/29/2018 12:19:19,false,prodege,1,4316379,CAN,ON,Windsor,24.57.73.123,,entity/admin/unit/8561,"[""c0_###_man""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 12:33:04,4013533837,8/29/2018 12:32:42,false,gifthunterclub,1,44453708,CAN,BC,Burnaby,104.218.63.37,,entity/admin/unit/8561,"[""0_###_phenomena"",""c0_###_man"",""i0_###_male""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 12:37:15,4013539876,8/29/2018 12:37:01,false,neodev,1,41746613,GBR,H3,Leeds,90.241.37.139,,entity/admin/unit/8561,"[""i0_###_male"",""i1_###_man"",""i2_###_portrait"",""i3_###_person""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:36:35,4013641406,8/29/2018 13:35:36,false,instagc,1,35330747,USA,IL,Joliet,108.71.128.66,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:40:03,4013647967,8/29/2018 13:39:41,false,keeprewarding,1,44637936,CAN,NS,Halifax,142.134.22.124,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:43:09,4013653584,8/29/2018 13:42:49,false,prodege,1,36165588,GBR,P4,Thatcham,86.159.252.8,,entity/admin/unit/8561,"[""0_###_phenomena"",""1_###_massive"",""c0_###_man"",""c3_###_people"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:46:32,4013660015,8/29/2018 13:45:06,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:47:58,4013663069,8/29/2018 13:47:32,false,clixsense,1,6432269,USA,OH,Macedonia,104.230.115.153,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:51:26,4013670216,8/29/2018 13:51:07,false,instagc,1,30398579,USA,MA,Winchendon,24.2.253.50,,entity/admin/unit/8561,"[""0_###_phenomena"",""1_###_massive"",""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person"",""i4_###_face""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:51:53,4013670985,8/29/2018 13:51:36,false,instagc,1,13900808,USA,FL,Callahan,174.131.79.127,,entity/admin/unit/8561,"[""i1_###_man"",""i3_###_person""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543730,8/29/2018 13:52:36,4013672265,8/29/2018 13:51:40,false,prodege,1,8715359,CAN,AB,Saint Paul,74.214.130.202,,entity/admin/unit/8561,"[""c0_###_man"",""i0_###_male"",""i1_###_man"",""i3_###_person""]",,,,entity/admin/unit/8561,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856543731,8/28/2018 14:46:50,4010740220,8/28/2018 14:46:42,false,instagc,1,39127197,GBR,N9,Swindon,151.228.218.179,,entity/admin/unit/8563,"[""c1_###_man"",""i0_###_man"",""i1_###_male"",""i3_###_person""]",,,,entity/admin/unit/8563,,,,https://joran.org/ct/entity.admin.unit.2649/8563.png,people__c0_###_man__c1_###_adult__c2_###_portrait__c3_###_one__c4_###_man__i0_###_male__i1_###_adult__i2_###_person__i3_###_people__i4_###_,,,,,,around could the lights be coming from,lights__0_###_coming__1_###_,https://joran.org/ct/entity.admin.unit.2649/8563.mp4
