!amt_annotation_ids	!amt_worker_ids	orig_id	response	gold	start	end
S2XZRE03228ZR3S4E37ZNZ2ZHJZHE10ZV7RCKWY0	AE8AULTREKN53	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37Z3W7ZX6GTT83WX5Y9NYNZ	A26A3WWGG1I286	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37Z7XVZPTWYAZ9TVEYW2AX0	A3SVC0WZT6RXIK	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37ZRXYZ441DDGJZM9ZBT1E0	AKCPVJ2PBIDHN	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37ZSYTPPNZBZTJZ39ZQAZT0	AS51Z6DBWM9JM	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37ZBSPZWY4ANW0A5BY0JVR0	ARU7VWGSD4JZ2	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
S2XZRE03228ZR3S4E37Z6VVAKKYHKZ3MH3S6TZB0	A168B0VAQ1RXKB	5:0@1@wsj/24/wsj_2442@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	25:0@9@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7RQZ3F4WXXYA28WJZRW0	A2M5QAJ3DHLJ5K	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZJ8QZV3M49WXZVX8PAWSZ	A1M0SEWUJYX9K0	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZVJ8ZRBZ71H9663XDMX70	A1COEWJPEK7SLZ	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z4WYZR1YFGJ4G7YZ25ZV0	A3SVC0WZT6RXIK	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZB25ZM9G88G6ZQ5Z6PWF0	A10AKCTRPMAQQN	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z933ZWAR7KW5ZKWM25BB0	AHN23PP23PHZK	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZKWHMTWGA8YNE4SG7MYK0	AKCPVJ2PBIDHN	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7AAPQ3W2BXB4Z45F4XEZ	AS51Z6DBWM9JM	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZY11TGQYXKWH2XWNP2XY0	ARU7VWGSD4JZ2	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7ZWGPJY6JY3Z5PMB5X5Z	A3JQ6UU1DQCDKL	12:0@25@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZX28TZKHJ4H5G02R42ZSZ	AKCPVJ2PBIDHN	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZSTEZXTZJQYA8RZR93R90	A2Q28XBNT26ISY	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZP02A04WWSV54P7GTASQ0	A14X3D8OM037XM	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZAWMPVB9QJYNTXBZ9AZN0	A2C7AMSJDELC7S	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZVX3ZMMYWQ21ZYR8KDREZ	A3UQVFV4TV1OI0	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZE2MZZ1R05B2ZRDY3YAS0	A1M0SEWUJYX9K0	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZSY10H5Z7RYXP2QN2SVW0	A3SVC0WZT6RXIK	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZVGCASC50VZMZNEZMJWZZ	A10AKCTRPMAQQN	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZ0WAZWKZJ5J3ZSQDK1JT0	A1MZY92VASDMAO	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
J9VZRGN7AY1ZMFW3MHRZCYTZ66YTSAHZVQZ2R390	ARU7VWGSD4JZ2	41:0@17@wsj/23/wsj_2351@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7RQZ3F4WXXYA28WJZRW0	A2M5QAJ3DHLJ5K	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZJ8QZV3M49WXZVX8PAWSZ	A1M0SEWUJYX9K0	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZVJ8ZRBZ71H9663XDMX70	A1COEWJPEK7SLZ	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z4WYZR1YFGJ4G7YZ25ZV0	A3SVC0WZT6RXIK	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZB25ZM9G88G6ZQ5Z6PWF0	A10AKCTRPMAQQN	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z933ZWAR7KW5ZKWM25BB0	AHN23PP23PHZK	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZKWHMTWGA8YNE4SG7MYK0	AKCPVJ2PBIDHN	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7AAPQ3W2BXB4Z45F4XEZ	AS51Z6DBWM9JM	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZY11TGQYXKWH2XWNP2XY0	ARU7VWGSD4JZ2	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7ZWGPJY6JY3Z5PMB5X5Z	A3JQ6UU1DQCDKL	20:0@2@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZCT2ZTKZHZA62XX0CSTVZ	A3SVC0WZT6RXIK	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ3Y5ZYTYYCZTZJ4ZSH010	A3DDC8XOWTIVFR	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZCHEZ2FWVRXEWZ1NVJ2NZ	A14X3D8OM037XM	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ6YHZW1NQP3FJZ15SGGKZ	A2C7AMSJDELC7S	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ8AD4KKHX8AWZRKY7XXKZ	A1COEWJPEK7SLZ	30:0@10@wsj/23/wsj_2379@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ6B3WWTZR6T6ZTWYFS1SZ	A1M0SEWUJYX9K0	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZKB2CTDY3M9WZT8ZV8T2Z	A11DKC2IJVECXO	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZHZ3WTV8B3W6Z1TM6TXY0	A10AKCTRPMAQQN	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZFY4ZNV177YYJYKZPGY80	AKCPVJ2PBIDHN	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ7B86R8Z2KZSZ3YY0E9E0	ARU7VWGSD4JZ2	30:0@10@wsj/23/wsj_2379@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC07Y8RZ8YB4B7472YWXHH0	A2HUGIMP3U0C6D	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC0EWSZYMR7VYAZXZMK9Y1Z	A2C7AMSJDELC7S	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC00J0ZQ6YD1ZP20PZTTZDZ	A1M0SEWUJYX9K0	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC0FYRZZTYQW1VZ5V8MCX0Z	A1COEWJPEK7SLZ	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC0HXN6RPW5ZXGZKAWN9Y3Z	A3SVC0WZT6RXIK	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC0VW9ZP7DC531Z0CMDEGP0	AKCPVJ2PBIDHN	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
TY1Z1F1QWH9J00WPJVC0DZGZVJYN2TSZSWZYQXY0	AS51Z6DBWM9JM	8:0@2@wsj/01/wsj_0188@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
