_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,hiddeninput,keyframeid,keywords,ctunitid,description,descriptiontags,e_abort_gold,e_canplay_gold,e_canplaythrough_gold,e_durationchange_gold,e_emptied_gold,e_ended_gold,e_error_gold,e_loadeddata_gold,e_loadedmetadata_gold,e_loadstart_gold,e_pause_gold,e_play_gold,e_playing_gold,e_progress_gold,e_ratechange_gold,e_seeked_gold,e_seeking_gold,e_stalled_gold,e_suspend_gold,e_timeupdate_gold,e_volumechange_gold,e_waiting_gold,hiddeninput_gold,imagelocation,imagetags,keyframeid_gold,keywords_gold,subtitles,subtitletags,videolocation
1856665485,9/2/2018 00:53:00,4023688219,9/2/2018 00:52:19,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,0,2,2,1,0,1,0,1,1,0,1,1,2,20,0,0,0,0,11,25,0,1,,entity/admin/unit/8559,"[""woman"",""aastronaut"",""typing"",""floating""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 01:04:25,4023703733,9/2/2018 01:03:39,false,elite,1,44378354,USA,CO,Colorado Springs,174.24.60.11,0,4,4,2,0,2,0,1,1,0,2,2,4,11,0,1,1,0,2,48,0,4,,entity/admin/unit/8559,"[""male narrator"",""female"",""astronaut"",""white"",""Italian"",""brunette""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 01:16:21,4023715310,9/2/2018 01:15:09,false,instagc,1,15004831,USA,RI,East Providence,108.12.225.37,0,3,3,1,0,3,0,1,1,0,3,3,3,14,0,2,2,0,3,71,0,2,,entity/admin/unit/8559,"[""male voice"",""italian flag"",""female"",""astronaut"",""female astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 02:02:43,4023758803,9/2/2018 02:02:26,false,clixsense,1,8261925,USA,NJ,Budd Lake,69.121.148.228,0,2,2,2,0,1,0,1,1,0,1,1,2,16,0,0,0,0,2,25,0,2,,entity/admin/unit/8559,"[""female astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 02:34:02,4023792526,9/2/2018 02:33:21,false,keeprewarding,1,30315390,CAN,ON,Havelock,66.103.38.28,0,1,1,1,0,1,0,1,1,0,1,1,1,12,0,0,0,0,4,23,0,0,,entity/admin/unit/8559,"[""astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 02:48:27,4023807241,9/2/2018 02:46:53,false,instagc,1,44690955,USA,,,12.164.247.209,0,2,2,2,0,1,0,1,1,0,1,1,2,36,0,0,0,0,3,25,0,1,,entity/admin/unit/8559,"[""woman"",""astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 04:07:13,4023893748,9/2/2018 04:06:43,false,instagc,1,15298546,USA,OH,Lorain,72.160.159.74,0,1,1,1,0,1,0,1,1,0,1,1,1,13,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,"[""astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665485,9/2/2018 04:07:52,4023894370,9/2/2018 04:07:35,false,clixsense,1,40925305,CAN,QC,Montréal,69.159.171.115,0,1,1,1,0,1,0,1,1,0,1,1,1,8,0,0,0,0,8,23,0,0,,entity/admin/unit/8559,"[""astronaut"",""typing"",""woman""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856665486,9/1/2018 18:47:17,4023164082,9/1/2018 18:47:05,false,prodege,1,3587109,CAN,NS,Whycocomagh,99.192.18.105,0,1,1,2,0,1,0,1,1,0,1,1,1,4,0,0,0,0,1,12,0,0,,entity/admin/unit/8561,"[""man"",""male""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 19:00:59,4023181260,9/1/2018 18:58:26,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,0,1,1,2,0,1,0,1,1,0,1,1,1,4,0,0,0,0,1,12,0,1,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 19:09:51,4023193380,9/1/2018 19:09:27,false,elite,1,44242038,USA,FL,Port Saint Lucie,73.0.27.74,0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,2,11,0,0,,entity/admin/unit/8561,"[""george kourounis"",""white"",""male"",""adult"",""explorer""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 19:33:27,4023228389,9/1/2018 19:32:29,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,0,1,1,1,0,1,0,1,1,0,1,1,1,5,0,0,0,0,2,11,0,0,,entity/admin/unit/8561,"[""George Kourounis"",""Explorer""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 19:51:58,4023256697,9/1/2018 19:51:51,false,keeprewarding,1,44637936,CAN,NS,Halifax,142.134.22.124,0,1,1,1,0,1,0,1,1,0,1,1,1,4,0,0,0,0,2,11,0,0,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 20:49:59,4023364559,9/1/2018 20:49:17,false,elite,1,43852630,USA,FL,Miami,38.132.120.77,0,1,1,1,0,1,0,1,1,0,1,1,1,12,0,0,0,0,1,11,0,0,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 22:58:56,4023577424,9/1/2018 22:57:32,false,neodev,1,44633232,USA,OK,Edmond,104.247.135.163,0,1,1,1,0,1,0,1,1,0,1,1,1,11,0,0,0,1,2,10,0,0,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/1/2018 23:40:55,4023618924,9/1/2018 23:38:16,false,gifthunterclub,1,44453708,CAN,BC,Coquitlam,71.19.251.144,0,1,1,1,0,1,0,1,1,0,1,1,1,13,0,0,0,0,2,12,0,0,,entity/admin/unit/8561,"[""george"",""adult"",""man"",""explorer""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 00:19:22,4023653353,9/2/2018 00:18:42,false,bitcoinget,1,44497770,USA,MN,Saint Paul,192.119.168.109,0,1,1,1,0,1,0,1,1,0,1,1,1,8,0,0,0,1,1,11,0,0,,entity/admin/unit/8561,"[""explorer"",""men"",""man"",""old""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 00:30:42,4023664072,9/2/2018 00:30:33,false,instagc,1,13900808,USA,FL,Branford,173.188.207.248,0,1,1,2,0,1,0,1,1,0,1,1,1,3,0,0,0,0,1,12,0,0,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 00:36:08,4023669061,9/2/2018 00:35:58,false,neodev,1,11026968,CAN,ON,Ottawa,108.168.125.27,0,1,1,1,0,1,0,1,1,0,1,1,1,5,0,0,0,0,1,11,0,0,,entity/admin/unit/8561,"[""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 00:38:20,4023671159,9/2/2018 00:38:09,false,prodege,1,15555970,GBR,C9,Workington,86.175.170.84,0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,2,11,0,0,,entity/admin/unit/8561,"[""male"",""man"",""speaker""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 00:47:30,4023681542,9/2/2018 00:46:38,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,0,2,2,1,0,1,0,1,1,0,1,1,1,8,0,0,0,0,2,15,0,0,,entity/admin/unit/8561,"[""talking"",""man""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 01:00:00,4023697532,9/2/2018 00:59:33,false,elite,1,44378354,USA,CO,Colorado Springs,174.24.60.11,0,1,1,2,0,1,0,1,1,0,1,1,1,4,0,0,0,0,1,12,0,0,,entity/admin/unit/8561,"[""male"",""white"",""narrator""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
1856665486,9/2/2018 01:07:58,4023707211,9/2/2018 01:01:08,false,instagc,1,15004831,USA,RI,East Providence,108.12.225.37,0,2,2,1,0,2,0,1,1,0,2,2,2,5,0,1,1,0,3,23,0,1,,entity/admin/unit/8561,"[""man"",""male"",""george"",""kourounis""]",entity/admin/unit/8561,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8561.png,man__c0_###_soccer__c1_###_portrait__c2_###_people__c3_###_business__c4_###_male__i0_###_man__i1_###_portrait__i2_###_person__i3_###_face__i4_###_,,,this phenomena is it's massive the,phenomena__0_###_massive__1_###_,https://joran.org/ct/entity.admin.unit.2649/8561.mp4
