_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,selectedtags_desc,orig__created_at,_pos_tags_vb,orig__unit_id,_updated_at,doc_id,ev0a_gold,ev0a_gold_reason,ev10a_gold,ev10a_gold_reason,ev11a_gold,ev11a_gold_reason,ev12a_gold,ev12a_gold_reason,ev13a_gold,ev13a_gold_reason,ev14a_gold,ev14a_gold_reason,ev15a_gold,ev15a_gold_reason,ev16a_gold,ev16a_gold_reason,ev17a_gold,ev17a_gold_reason,ev18a_gold,ev18a_gold_reason,ev19a_gold,ev19a_gold_reason,ev1a_gold,ev1a_gold_reason,ev20a_gold,ev20a_gold_reason,ev21a_gold,ev21a_gold_reason,ev22a_gold,ev22a_gold_reason,ev23a_gold,ev23a_gold_reason,ev24a_gold,ev24a_gold_reason,ev25a_gold,ev25a_gold_reason,ev26a_gold,ev26a_gold_reason,ev27a_gold,ev27a_gold_reason,ev28a_gold,ev28a_gold_reason,ev29a_gold,ev29a_gold_reason,ev2a_gold,ev2a_gold_reason,ev3a_gold,ev3a_gold_reason,ev4a_gold,ev4a_gold_reason,ev5a_gold,ev5a_gold_reason,ev6a_gold,ev6a_gold_reason,ev7a_gold,ev7a_gold_reason,ev8a_gold,ev8a_gold_reason,ev9a_gold,ev9a_gold_reason,event0_gold,event0_gold_reason,event10_gold,event10_gold_reason,event11_gold,event11_gold_reason,event12_gold,event12_gold_reason,event13_gold,event13_gold_reason,event14_gold,event14_gold_reason,event15_gold,event15_gold_reason,event16_gold,event16_gold_reason,event17_gold,event17_gold_reason,event18_gold,event18_gold_reason,event19_gold,event19_gold_reason,event1_gold,event1_gold_reason,event20_gold,event20_gold_reason,event21_gold,event21_gold_reason,event22_gold,event22_gold_reason,event23_gold,event23_gold_reason,event24_gold,event24_gold_reason,event25_gold,event25_gold_reason,event26_gold,event26_gold_reason,event27_gold,event27_gold_reason,event28_gold,event28_gold_reason,event29_gold,event29_gold_reason,event2_gold,event2_gold_reason,event3_gold,event3_gold_reason,event4_gold,event4_gold_reason,event5_gold,event5_gold_reason,event6_gold,event6_gold_reason,event7_gold,event7_gold_reason,event8_gold,event8_gold_reason,event9_gold,event9_gold_reason,event_lemma,event_tokens,events,events_count,hiddeninput_gold,index,notpossible_gold,notpossible_gold_reason,original_sentence,processed_sentence,selectedtags_desc_gold,sentence,sentence_id,stanford_lemmas,stanford_pos_tags,tokens,validate_verbs
1883297207,9/1/2018 06:06:22,4022205781,9/1/2018 06:04:33,false,instagc,1,44690955,USA,"","",12.164.247.209,,"[""reported__38__46""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/1/2018 16:37:30,4022970802,9/1/2018 16:36:56,false,elite,1,43852630,USA,FL,Miami,38.132.120.81,,"[""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/1/2018 22:59:03,4023577526,9/1/2018 22:57:41,false,neodev,1,44633232,USA,OK,Edmond,104.247.135.163,,"[""reported__38__46""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 00:35:11,4023668144,9/2/2018 00:34:58,false,instagc,1,15004831,USA,RI,East Providence,108.12.225.37,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 00:38:49,4023671611,9/2/2018 00:38:23,false,instagc,1,13900808,USA,FL,Branford,173.188.207.248,,"[""reported__38__46""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 03:08:16,4023827539,9/2/2018 03:07:58,false,instagc,1.0,34534543,USA,NY,Staten Island,100.37.15.137,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 04:53:42,4023933435,9/2/2018 04:53:20,false,clixsense,1.0,32173740,AUS,02,Sydney,120.154.73.121,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 06:09:26,4023987456,9/2/2018 06:08:26,false,instagc,1,30145358,CAN,QC,Jonquière,96.21.132.139,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 07:06:42,4024029753,9/2/2018 07:06:02,false,clixsense,1,28521374,USA,TX,Glen Rose,174.130.152.252,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,9/2/2018 09:36:03,4024131081,9/2/2018 09:35:54,false,prodege,1,15439740,AUS,02,Rockdale,110.174.89.254,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297208,8/31/2018 08:38:34,4019736092,8/31/2018 08:37:30,false,clixsense,1.0,6481150,AUS,08,Mosman Park,60.224.228.96,,"[""purports__5__13"",""be__17__19"",""said__179__183"",""been__111__115"",""held__78__82""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 13:31:42,4020150729,8/31/2018 13:26:34,false,instagc,1.0,23503585,CAN,SK,Regina,207.47.131.166,,"[""purports__5__13""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 15:26:23,4020385780,8/31/2018 15:25:45,false,prodege,1.0,11131207,CAN,ON,Ajax,99.231.237.220,,"[""said__179__183"",""held__78__82""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 17:02:50,4020626235,8/31/2018 17:02:23,false,elite,1.0,43887010,USA,TX,Dallas,198.96.95.174,,"[""said__179__183""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 18:30:36,4020834452,8/31/2018 18:30:01,false,elite,1.0,39017656,CAN,BC,Kelowna,24.71.170.141,,"[""purports__5__13"",""said__179__183"",""held__78__82""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 18:32:12,4020838032,8/31/2018 18:31:43,false,gifthunterclub,1.0,44453708,CAN,BC,Coquitlam,71.19.251.144,,"[""purports__5__13"",""held__78__82""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
1883297208,8/31/2018 21:22:07,4021261520,8/31/2018 21:20:02,false,instagc,1.0,23287154,USA,CA,Napa,73.252.177.127,,"[""purports__5__13"",""held__78__82""]",,,,,APW19990607.0041.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purports__5__13###be__17__19###said__179__183###been__111__115###held__78__82,5,,,,,"Kopp purports to be a devout Roman Catholic, and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement, the Justice Department said in a news release.","Kopp purports to be a devout Roman Catholic , and the majority of jobs he has held over the past 20 years have been related to the anti-abortion movement , the Justice Department said in a news release . ",,,14,,,39,
