unit,duration,input.ctunitid,input.subtitles,input.videolocation,job,output.taggedinsubtitles,output.taggedinsubtitles.annotations,output.taggedinsubtitles.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial
1856663386,19.65,entity/admin/unit/8606,she's all that to the degree that I just,https://joran.org/ct/entity.admin.unit.2643/8606.mp4,../data/person-video-highlight,"Counter({""she's"": 18, 'that': 12, 'all': 11, 'I': 5, 'degree': 2, 'to': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2, 'the': 2})",54,8,20,0.637316290845,"Counter({""she's"": 0.9583148180398804, 'that': 0.7344740502606176, 'all': 0.660571422643135, 'I': 0.29144260140697165, 'degree': 0.13562424167535553, 'to': 0.13562424167535553, 'the': 0.13562424167535553, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.04168518196011938})",0.556523572987,"Counter({""she's"": 0.9, 'that': 0.6, 'all': 0.55, 'I': 0.25, 'degree': 0.1, 'to': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1, 'the': 0.1})"
1856663387,38.55,entity/admin/unit/8612,rooted in any story of the girl or boy,https://joran.org/ct/entity.admin.unit.2643/8612.mp4,../data/person-video-highlight,"Counter({'girl': 14, 'boy': 7, 'story': 7, 'rooted': 4, 'any': 3, 'in': 3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1, 'or': 1})",40,8,20,0.368789051298,"Counter({'girl': 0.5984896342032917, 'story': 0.4690360039939949, 'boy': 0.29571698446136135, 'rooted': 0.28409789250727796, 'in': 0.20873754688897056, 'any': 0.20873754688897056, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05961489386234921, 'or': 0.05348770089331632})",0.425002419424,"Counter({'girl': 0.7, 'boy': 0.35, 'story': 0.35, 'rooted': 0.2, 'in': 0.15, 'any': 0.15, 'or': 0.05, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663388,57.1,entity/admin/unit/8618,a princess shut up all right so there,https://joran.org/ct/entity.admin.unit.2643/8618.mp4,../data/person-video-highlight,"Counter({'princess': 20, 'shut': 6, 'up': 6, 'a': 5})",37,4,20,0.734765460204,"Counter({'princess': 1.0, 'shut': 0.39420984282157995, 'up': 0.39420984282157995, 'a': 0.3402115060660343})",0.767245379423,"Counter({'princess': 1.0, 'shut': 0.3, 'up': 0.3, 'a': 0.25})"
1856663389,27.45,entity/admin/unit/8625,what I tell you hot right yeah baby number three their friends convince them,https://joran.org/ct/entity.admin.unit.2643/8625.mp4,../data/person-video-highlight,"Counter({'I': 8, 'baby': 8, 'hot': 7, 'friends': 7, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5, 'you': 5, 'yeah': 4, 'tell': 4, 'right': 3, 'what': 3, 'them': 1, 'their': 1, 'convince': 1})",57,13,20,0.26327896737,"Counter({'baby': 0.48092058387164055, 'hot': 0.4581193487985646, 'I': 0.44477716482373436, 'friends': 0.334737008225023, 'you': 0.28890633600304244, 'tell': 0.2751885959453995, 'yeah': 0.26447228818697927, 'what': 0.20873754688897056, 'right': 0.19631372467856234, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15932691971394952, 'convince': 0.0634685570579345, 'them': 0.04531874296950025, 'their': 0.03485004614457165})",0.240182249817,"Counter({'I': 0.4, 'baby': 0.4, 'hot': 0.35, 'friends': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25, 'you': 0.25, 'yeah': 0.2, 'tell': 0.2, 'right': 0.15, 'what': 0.15, 'them': 0.05, 'their': 0.05, 'convince': 0.05})"
1856663390,41.0,entity/admin/unit/8636,it's occasionally been gender flipped and you have the guy like does his hair,https://joran.org/ct/entity.admin.unit.2643/8636.mp4,../data/person-video-highlight,"Counter({'gender': 15, 'guy': 15, 'flipped': 8, 'occasionally': 5, 'you': 4, 'the': 4, 'and': 3, 'his': 3, 'been': 3, 'hair': 3, 'have': 3, ""it's"": 3, 'like': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1, 'does': 1})",73,15,20,0.462555248158,"Counter({'gender': 0.8308837153358682, 'guy': 0.7555467909697224, 'flipped': 0.49249846507080447, 'occasionally': 0.31058484955675936, 'the': 0.27979411471172894, 'you': 0.24238296640565923, 'and': 0.20830901984414546, 'been': 0.20830901984414546, 'have': 0.20830901984414546, ""it's"": 0.20830901984414546, 'hair': 0.16887283357363833, 'his': 0.1322565391066828, 'like': 0.1261299230587481, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05828728889796339, 'does': 0.05387308374934616})",0.443828935,"Counter({'guy': 0.75, 'gender': 0.75, 'flipped': 0.4, 'occasionally': 0.25, 'the': 0.2, 'you': 0.2, 'and': 0.15, 'his': 0.15, 'been': 0.15, 'hair': 0.15, 'have': 0.15, ""it's"": 0.15, 'like': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05, 'does': 0.05})"
1856663391,74.85,entity/admin/unit/8640,Austen novel Emma as it really gets it some of her themes at social class and,https://joran.org/ct/entity.admin.unit.2643/8640.mp4,../data/person-video-highlight,"Counter({'Emma': 19, 'Austen': 13, 'her': 9, 'it': 9, 'novel': 8, 'themes': 5, 'as': 5, 'really': 5, 'gets': 4, 'of': 3, 'some': 3, 'class': 2, 'social': 1})",86,13,20,0.522055979686,"Counter({'Emma': 0.9740886698416265, 'Austen': 0.7325296997590652, 'it': 0.6114711052457584, 'her': 0.4851754998984269, 'novel': 0.4837211507863514, 'themes': 0.33619951914761786, 'as': 0.3294308318425098, 'really': 0.3294308318425098, 'gets': 0.2820402734032487, 'of': 0.21527036549207174, 'some': 0.21527036549207174, 'class': 0.09128095690177572, 'social': 0.05623368198810484})",0.504710192107,"Counter({'Emma': 0.95, 'Austen': 0.65, 'her': 0.45, 'it': 0.45, 'novel': 0.4, 'themes': 0.25, 'as': 0.25, 'really': 0.25, 'gets': 0.2, 'of': 0.15, 'some': 0.15, 'class': 0.1, 'social': 0.05})"
1856663392,57.5,entity/admin/unit/8645,designated ugly fat friend the Duff,https://joran.org/ct/entity.admin.unit.2643/8645.mp4,../data/person-video-highlight,"Counter({'friend': 18, 'ugly': 16, 'fat': 14, 'designated': 9, 'Duff': 6, 'the': 1})",64,6,20,0.718675010296,"Counter({'friend': 0.9302692375425001, 'ugly': 0.8654070989334343, 'fat': 0.7590009941228683, 'designated': 0.5336087829203947, 'Duff': 0.28285132127476614, 'the': 0.04888321738078849})",0.661440610335,"Counter({'friend': 0.9, 'ugly': 0.8, 'fat': 0.7, 'designated': 0.45, 'Duff': 0.3, 'the': 0.05})"
1856663393,38.95,entity/admin/unit/8649,I'm disgusting I'm a I'm a Swamp Thing I'm a regular Bela Lugosi,https://joran.org/ct/entity.admin.unit.2643/8649.mp4,../data/person-video-highlight,"Counter({""I'm"": 23, 'Bela': 14, 'Lugosi': 13, 'disgusting': 10, 'Swamp': 9, 'Thing': 9, 'a': 8, 'regular': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2})",92,9,20,0.464651487299,"Counter({""I'm"": 1.339424383315504, 'Bela': 0.7969728038876939, 'Lugosi': 0.7239948936723244, 'disgusting': 0.590301838994072, 'Thing': 0.5683303962590064, 'Swamp': 0.5683303962590064, 'a': 0.5440982398317471, 'regular': 0.2553651808674047, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.04374625413155078})",0.382696426005,"Counter({""I'm"": 1.15, 'Bela': 0.7, 'Lugosi': 0.65, 'disgusting': 0.5, 'Thing': 0.45, 'Swamp': 0.45, 'a': 0.4, 'regular': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1})"
1856663394,74.1,entity/admin/unit/8654,okay the way they are that's ultimately,https://joran.org/ct/entity.admin.unit.2643/8654.mp4,../data/person-video-highlight,"Counter({'they': 10, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'are': 5, 'okay': 3, 'ultimately': 2, 'way': 1, 'the': 1})",30,7,20,0.33305258658,"Counter({'they': 0.5321019338510135, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3926005671489565, 'are': 0.3278203065205042, 'okay': 0.17159514730987682, 'ultimately': 0.07529749900003017, 'way': 0.05975491787530762, 'the': 0.05975491787530762})",0.320660686867,"Counter({'they': 0.5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'are': 0.25, 'okay': 0.15, 'ultimately': 0.1, 'way': 0.05, 'the': 0.05})"
1856663395,68.85,entity/admin/unit/8658,paint-spattered overalls you're still like a worthwhile person,https://joran.org/ct/entity.admin.unit.2643/8658.mp4,../data/person-video-highlight,"Counter({'person': 16, 'overalls': 11, 'paint-spattered': 10, ""you're"": 9, 'worthwhile': 9, 'a': 4, 'like': 4, 'still': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",68,9,20,0.5159968515,"Counter({'person': 0.8307860167661371, 'overalls': 0.6232521169602386, 'paint-spattered': 0.5719758172081411, 'worthwhile': 0.5269813012384708, ""you're"": 0.47000452276074733, 'a': 0.263243146811651, 'like': 0.263243146811651, 'still': 0.263243146811651, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.022278059225932574})",0.4703591088,"Counter({'person': 0.8, 'overalls': 0.55, 'paint-spattered': 0.5, ""you're"": 0.45, 'worthwhile': 0.45, 'a': 0.2, 'like': 0.2, 'still': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663396,53.95,entity/admin/unit/8839,"the McMansion in Sarasota that starts falling apart after 10 years. Power...  This is called r-dropping, and it's a feature of several well-known dialects.  He would rather the",https://joran.org/ct/entity.admin.unit.2848/8839.mp4,../data/person-video-highlight,"Counter({'dialects.': 11, '': 7, 'r-dropping': 7, 'well-known': 6, 'He': 6, 'several': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 4, 'Power...': 4, 'McMansion': 4, 'Sarasota': 4, 'feature': 4, 'in': 3, ""it's"": 3, 'years.': 3, 'falling': 3, 'apart': 3, 'a': 3, '10': 3, 'of': 3, 'the': 3, 'and': 2, 'is': 2, 'that': 2, 'This': 2, 'after': 2, 'starts': 2, 'called': 2})",103,27,20,0.269070685753,"Counter({'dialects.': 0.6555146989561638, '': 0.48194975940996804, 'r-dropping': 0.48194975940996804, 'well-known': 0.4199635638535992, 'several': 0.35604752853837185, 'McMansion': 0.2949857853631506, 'Sarasota': 0.2949857853631506, 'feature': 0.2945503402489925, 'He': 0.27985753482636355, 'Power...': 0.27282204158948226, 'in': 0.23641898846837806, 'years.': 0.23641898846837806, 'falling': 0.23641898846837806, 'apart': 0.23641898846837806, '10': 0.23641898846837806, 'the': 0.23641898846837806, 'of': 0.23414204261181326, ""it's"": 0.22046398336005746, 'a': 0.22046398336005746, 'and': 0.16005568572287818, 'is': 0.16005568572287818, 'that': 0.16005568572287818, 'This': 0.16005568572287818, 'after': 0.16005568572287818, 'starts': 0.16005568572287818, 'called': 0.16005568572287818, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.0948040095386849})",0.231433500489,"Counter({'dialects.': 0.55, '': 0.35, 'r-dropping': 0.35, 'well-known': 0.3, 'He': 0.3, 'several': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2, 'Power...': 0.2, 'McMansion': 0.2, 'Sarasota': 0.2, 'feature': 0.2, 'in': 0.15, ""it's"": 0.15, 'years.': 0.15, 'falling': 0.15, 'apart': 0.15, 'a': 0.15, '10': 0.15, 'of': 0.15, 'the': 0.15, 'and': 0.1, 'is': 0.1, 'that': 0.1, 'This': 0.1, 'after': 0.1, 'starts': 0.1, 'called': 0.1})"
1856663397,34.25,entity/admin/unit/8844,South.  This war talk's spoiling all the fun at every party this spring.  R-dropping emerged,https://joran.org/ct/entity.admin.unit.2848/8844.mp4,../data/person-video-highlight,"Counter({'South.': 11, 'party': 9, ""talk's"": 8, 'R-dropping': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'war': 5, 'spring.': 4, 'every': 4, 'this': 3, 'at': 3, 'emerged': 3, 'fun': 3, 'the': 2, 'all': 2, 'This': 2, 'spoiling': 2})",75,16,20,0.319426307592,"Counter({'South.': 0.6640761858574918, 'party': 0.5559506592964385, 'R-dropping': 0.4978088883729944, ""talk's"": 0.4778605853048723, 'war': 0.33514262735480416, 'every': 0.26222524778228684, 'spring.': 0.246909521995753, 'emerged': 0.21098458729366287, 'this': 0.2095268692928381, 'at': 0.2087375468889705, 'fun': 0.2087375468889705, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.17319259788357746, 'all': 0.1356242416753555, 'This': 0.1356242416753555, 'the': 0.1356242416753555, 'spoiling': 0.1356242416753555})",0.284157783682,"Counter({'South.': 0.55, 'party': 0.45, ""talk's"": 0.4, 'R-dropping': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'war': 0.25, 'spring.': 0.2, 'every': 0.2, 'this': 0.15, 'at': 0.15, 'emerged': 0.15, 'fun': 0.15, 'all': 0.1, 'This': 0.1, 'the': 0.1, 'spoiling': 0.1})"
1856663398,34.5,entity/admin/unit/8847,English didn't always talk that way. And then it spread to elites on the East Coast of the,https://joran.org/ct/entity.admin.unit.2848/8847.mp4,../data/person-video-highlight,"Counter({'English': 18, 'elites': 5, 'talk': 5, 'always': 4, ""didn't"": 4, 'that': 1, 'Coast': 1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1, 'East': 1, 'way.': 1})",41,10,20,0.548779283696,"Counter({'English': 0.9432112322093867, 'always': 0.2820402734032488, ""didn't"": 0.2820402734032488, 'elites': 0.259600668996583, 'talk': 0.24158745223001338, 'that': 0.05817123266278552, 'way.': 0.05817123266278552, 'Coast': 0.047390558439261085, 'East': 0.047390558439261085, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.030877437632239733})",0.525178700664,"Counter({'English': 0.9, 'talk': 0.25, 'elites': 0.25, 'always': 0.2, ""didn't"": 0.2, 'that': 0.05, 'Coast': 0.05, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05, 'East': 0.05, 'way.': 0.05})"
1856663399,49.35,entity/admin/unit/8853,"of white Southerners essentially abandoned r-dropping, so today you'll see it mostly",https://joran.org/ct/entity.admin.unit.2848/8853.mp4,../data/person-video-highlight,"Counter({'Southerners': 19, 'white': 13, 'abandoned': 6, '': 4, 'essentially': 4, 'r-dropping': 4, 'of': 2, ""you'll"": 2})",54,8,20,0.574332021854,"Counter({'Southerners': 0.9721958680177007, 'white': 0.7022479965800164, 'abandoned': 0.37446125276580516, 'essentially': 0.22052321425714522, '': 0.210850927509197, 'r-dropping': 0.210850927509197, 'of': 0.14375818044072988, ""you'll"": 0.07296399532237731})",0.546242515827,"Counter({'Southerners': 0.95, 'white': 0.65, 'abandoned': 0.3, '': 0.2, 'essentially': 0.2, 'r-dropping': 0.2, 'of': 0.1, ""you'll"": 0.1})"
1856663400,29.25,entity/admin/unit/8859,"part of South Carolina, and his Rs are largely intact.  going to sell the oil to another",https://joran.org/ct/entity.admin.unit.2848/8859.mp4,../data/person-video-highlight,"Counter({'': 11, 'South': 11, 'Carolina': 11, 'his': 7, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5, 'of': 4, 'part': 4, 'and': 2, 'Rs': 1, 'sell': 1, 'another': 1, 'intact.': 1})",59,12,20,0.41892314081,"Counter({'': 0.6967751967722052, 'South': 0.6967751967722052, 'Carolina': 0.6967751967722052, 'his': 0.39647592985573954, 'of': 0.2683524407513197, 'part': 0.2683524407513197, 'and': 0.1356242416753555, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.13363623434945987, 'Rs': 0.0634685570579345, 'sell': 0.0634685570579345, 'intact.': 0.0634685570579345, 'another': 0.045318742969500246})",0.321170498092,"Counter({'': 0.55, 'South': 0.55, 'Carolina': 0.55, 'his': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25, 'of': 0.2, 'part': 0.2, 'and': 0.1, 'Rs': 0.05, 'sell': 0.05, 'intact.': 0.05, 'another': 0.05})"
