unit,duration,input.ctunitid,input.subtitles,input.videolocation,job,output.taggedinsubtitles,output.taggedinsubtitles.annotations,output.taggedinsubtitles.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial
1856663386,19.65,entity/admin/unit/8606,degree I,https://joran.org/ct/entity.admin.unit.2643/8606.mp4,../data/person-video-highlight,"Counter({'NONE': 13, 'I': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2, 'degree': 2})",22,4,20,0.503518150082,"Counter({'NONE': 0.6940284357778106, 'I': 0.2875891648814006, 'degree': 0.13608475214853855, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.03899701949616705})",0.448055237729,"Counter({'NONE': 0.65, 'I': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1, 'degree': 0.1})"
1856663387,38.55,entity/admin/unit/8612,rooted story girl boy,https://joran.org/ct/entity.admin.unit.2643/8612.mp4,../data/person-video-highlight,"Counter({'girl': 14, 'boy': 7, 'story': 7, 'rooted': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",33,5,20,0.395640779362,"Counter({'girl': 0.5823001240552756, 'story': 0.48710592383854934, 'rooted': 0.2907356484573346, 'boy': 0.28436950836851127, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.06275065558727018})",0.447697083371,"Counter({'girl': 0.7, 'boy': 0.35, 'story': 0.35, 'rooted': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663388,57.1,entity/admin/unit/8618,princess shut right,https://joran.org/ct/entity.admin.unit.2643/8618.mp4,../data/person-video-highlight,"Counter({'princess': 20, 'shut': 6})",26,2,20,0.850387214413,"Counter({'princess': 1.0, 'shut': 0.4063428971715861})",0.870510366419,"Counter({'princess': 1.0, 'shut': 0.3})"
1856663389,27.45,entity/admin/unit/8625,I tell hot right yeah baby number three friends convince,https://joran.org/ct/entity.admin.unit.2643/8625.mp4,../data/person-video-highlight,"Counter({'I': 8, 'baby': 8, 'hot': 7, 'friends': 7, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5, 'yeah': 4, 'tell': 4, 'right': 3, 'convince': 1})",47,9,20,0.284705110734,"Counter({'baby': 0.4908080477568521, 'hot': 0.4649648334608763, 'I': 0.432922545305922, 'friends': 0.3174334104889268, 'yeah': 0.2777662524768293, 'tell': 0.27510887997694805, 'right': 0.20185396531068361, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15308568705450754, 'convince': 0.059364744433384416})",0.260259674538,"Counter({'I': 0.4, 'baby': 0.4, 'hot': 0.35, 'friends': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25, 'yeah': 0.2, 'tell': 0.2, 'right': 0.15, 'convince': 0.05})"
1856663390,41.0,entity/admin/unit/8636,occasionally gender flipped guy like hair,https://joran.org/ct/entity.admin.unit.2643/8636.mp4,../data/person-video-highlight,"Counter({'gender': 15, 'guy': 15, 'flipped': 8, 'occasionally': 5, 'hair': 3, 'like': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",49,7,20,0.554319110558,"Counter({'gender': 0.8351649784072612, 'guy': 0.7430745625111345, 'flipped': 0.4986548312011792, 'occasionally': 0.3248206537684944, 'hair': 0.16554553087065627, 'like': 0.12679207409647483, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05985954028300637})",0.526816675214,"Counter({'gender': 0.75, 'guy': 0.75, 'flipped': 0.4, 'occasionally': 0.25, 'hair': 0.15, 'like': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663391,74.85,entity/admin/unit/8640,Austen novel Emma really gets themes social class,https://joran.org/ct/entity.admin.unit.2643/8640.mp4,../data/person-video-highlight,"Counter({'Emma': 19, 'Austen': 13, 'novel': 8, 'themes': 5, 'really': 5, 'gets': 4, 'class': 2, 'social': 1})",57,8,20,0.619573639698,"Counter({'Emma': 0.9724991342351296, 'Austen': 0.7277094406034154, 'novel': 0.4980995807324598, 'themes': 0.34600273494875877, 'really': 0.34498614356661605, 'gets': 0.2945847433599572, 'class': 0.08156343482339991, 'social': 0.05014587847003282})",0.596699611314,"Counter({'Emma': 0.95, 'Austen': 0.65, 'novel': 0.4, 'themes': 0.25, 'really': 0.25, 'gets': 0.2, 'class': 0.1, 'social': 0.05})"
1856663392,57.5,entity/admin/unit/8645,designated ugly fat friend Duff,https://joran.org/ct/entity.admin.unit.2643/8645.mp4,../data/person-video-highlight,"Counter({'friend': 18, 'ugly': 16, 'fat': 14, 'designated': 9, 'Duff': 6})",63,5,20,0.723305049313,"Counter({'friend': 0.9266456076595132, 'ugly': 0.8632082455978999, 'fat': 0.7555774214678185, 'designated': 0.5401574560795037, 'Duff': 0.27082057191169323})",0.668060334616,"Counter({'friend': 0.9, 'ugly': 0.8, 'fat': 0.7, 'designated': 0.45, 'Duff': 0.3})"
1856663393,38.95,entity/admin/unit/8649,I disgusting I I Swamp Thing I regular Bela Lugosi,https://joran.org/ct/entity.admin.unit.2643/8649.mp4,../data/person-video-highlight,"Counter({'I': 23, 'Bela': 14, 'Lugosi': 13, 'disgusting': 10, 'Swamp': 9, 'Thing': 9, 'regular': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2})",84,8,20,0.487699400893,"Counter({'I': 1.3086982183607005, 'Bela': 0.7958430039918126, 'Lugosi': 0.7190147747489744, 'disgusting': 0.5985412561011701, 'Swamp': 0.5804345087206796, 'Thing': 0.5804345087206796, 'regular': 0.2528101276646326, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.04333592042226278})",0.401375021519,"Counter({'I': 1.15, 'Bela': 0.7, 'Lugosi': 0.65, 'disgusting': 0.5, 'Swamp': 0.45, 'Thing': 0.45, 'regular': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1})"
1856663394,74.1,entity/admin/unit/8654,okay way ultimately,https://joran.org/ct/entity.admin.unit.2643/8654.mp4,../data/person-video-highlight,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'NONE': 6, 'okay': 3, 'ultimately': 2, 'way': 1})",20,5,20,0.240121156062,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.400269176763874, 'NONE': 0.28871170005635594, 'okay': 0.16648573255375446, 'ultimately': 0.08068216645001923, 'way': 0.06385122417599637})",0.247368421053,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'NONE': 0.3, 'okay': 0.15, 'ultimately': 0.1, 'way': 0.05})"
1856663395,68.85,entity/admin/unit/8658,paint-spattered overalls still like worthwhile person,https://joran.org/ct/entity.admin.unit.2643/8658.mp4,../data/person-video-highlight,"Counter({'person': 16, 'overalls': 11, 'paint-spattered': 10, 'worthwhile': 9, 'like': 4, 'still': 4, 'NONE': 1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",56,8,20,0.542052911606,"Counter({'person': 0.8333882342891629, 'overalls': 0.6313911689508312, 'paint-spattered': 0.5765629244047616, 'worthwhile': 0.5308347658726438, 'like': 0.2706625306341833, 'still': 0.2706625306341833, 'NONE': 0.03446810855956082, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.022407995603245127})",0.48612315398,"Counter({'person': 0.8, 'overalls': 0.55, 'paint-spattered': 0.5, 'worthwhile': 0.45, 'like': 0.2, 'still': 0.2, 'NONE': 0.05, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663396,53.95,entity/admin/unit/8839,"McMansion Sarasota starts falling apart 10 years. Power...  This called r-dropping, feature several well-known dialects.  He would rather",https://joran.org/ct/entity.admin.unit.2848/8839.mp4,../data/person-video-highlight,"Counter({'dialects.': 11, '': 7, 'r-dropping': 7, 'He': 6, 'well-known': 6, 'several': 5, 'McMansion': 4, 'Sarasota': 4, 'feature': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 4, 'Power...': 4, '10': 3, 'years.': 3, 'falling': 3, 'apart': 3, 'starts': 2, 'called': 2, 'This': 2})",80,18,20,0.295625132652,"Counter({'dialects.': 0.6654168327489759, '': 0.49731944791902755, 'r-dropping': 0.49731944791902755, 'well-known': 0.42919000692446313, 'several': 0.36822651133992546, 'McMansion': 0.3139321288143696, 'Sarasota': 0.3139321288143696, 'feature': 0.3032167731392011, 'Power...': 0.2918431654154461, 'He': 0.25806607698037154, '10': 0.25046006799058435, 'years.': 0.25046006799058435, 'falling': 0.25046006799058435, 'apart': 0.25046006799058435, 'starts': 0.1693928750453581, 'called': 0.1693928750453581, 'This': 0.1693928750453581, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.08948093112867739})",0.243866213904,"Counter({'dialects.': 0.55, '': 0.35, 'r-dropping': 0.35, 'He': 0.3, 'well-known': 0.3, 'several': 0.25, 'McMansion': 0.2, 'Sarasota': 0.2, 'feature': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2, 'Power...': 0.2, '10': 0.15, 'years.': 0.15, 'falling': 0.15, 'apart': 0.15, 'starts': 0.1, 'called': 0.1, 'This': 0.1})"
1856663397,34.25,entity/admin/unit/8844,South.  This war talk spoiling fun every party spring.  R-dropping emerged,https://joran.org/ct/entity.admin.unit.2848/8844.mp4,../data/person-video-highlight,"Counter({'South.': 11, 'party': 9, 'R-dropping': 8, 'talk': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'war': 5, 'spring.': 4, 'every': 4, 'emerged': 3, 'fun': 3, 'This': 2, 'spoiling': 2})",65,12,20,0.350105088349,"Counter({'South.': 0.6747637414249649, 'party': 0.5644919025400579, 'R-dropping': 0.5317966130921226, 'talk': 0.4874004072485505, 'war': 0.34323296854340457, 'every': 0.2683886311869522, 'spring.': 0.2599655655776124, 'emerged': 0.2180990109478751, 'fun': 0.20872138965799805, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15790377954913873, 'This': 0.13608475214853855, 'spoiling': 0.13608475214853855})",0.297157926665,"Counter({'South.': 0.55, 'party': 0.45, 'R-dropping': 0.4, 'talk': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'war': 0.25, 'spring.': 0.2, 'every': 0.2, 'emerged': 0.15, 'fun': 0.15, 'This': 0.1, 'spoiling': 0.1})"
1856663398,34.5,entity/admin/unit/8847,English always talk way. And spread elites East Coast,https://joran.org/ct/entity.admin.unit.2848/8847.mp4,../data/person-video-highlight,"Counter({'English': 18, 'elites': 5, 'talk': 5, 'always': 4, 'Coast': 1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1, 'East': 1, 'way.': 1})",36,8,20,0.598854768832,"Counter({'English': 0.9461807368258254, 'always': 0.2945847433599572, 'elites': 0.2526609325690401, 'talk': 0.24533123629830145, 'way.': 0.06165123306954809, 'Coast': 0.05040140020665886, 'East': 0.05040140020665886, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.026318397409304296})",0.562873726347,"Counter({'English': 0.9, 'elites': 0.25, 'talk': 0.25, 'always': 0.2, 'Coast': 0.05, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05, 'East': 0.05, 'way.': 0.05})"
1856663399,49.35,entity/admin/unit/8853,"white Southerners essentially abandoned r-dropping, today see mostly",https://joran.org/ct/entity.admin.unit.2848/8853.mp4,../data/person-video-highlight,"Counter({'Southerners': 19, 'white': 13, 'abandoned': 6, '': 4, 'essentially': 4, 'r-dropping': 4})",50,6,20,0.609288223439,"Counter({'Southerners': 0.9684626677988408, 'white': 0.6938263205895256, 'abandoned': 0.3799570568190329, 'essentially': 0.2261443406395808, '': 0.20677005318917527, 'r-dropping': 0.20677005318917527})",0.586864898061,"Counter({'Southerners': 0.95, 'white': 0.65, 'abandoned': 0.3, '': 0.2, 'essentially': 0.2, 'r-dropping': 0.2})"
1856663400,29.25,entity/admin/unit/8859,"part South Carolina, Rs largely intact.  going sell oil another",https://joran.org/ct/entity.admin.unit.2848/8859.mp4,../data/person-video-highlight,"Counter({'': 11, 'South': 11, 'Carolina': 11, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5, 'part': 4, 'NONE': 3, 'sell': 1, 'Rs': 1, 'another': 1, 'intact.': 1})",49,10,20,0.46470386294,"Counter({'': 0.7214759448987497, 'South': 0.7214759448987497, 'Carolina': 0.7214759448987497, 'part': 0.27147204524526825, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.12071038977227662, 'NONE': 0.11744541379046738, 'sell': 0.05936474443338442, 'Rs': 0.05936474443338442, 'intact.': 0.05936474443338442, 'another': 0.04036825153850658})",0.323561790109,"Counter({'': 0.55, 'South': 0.55, 'Carolina': 0.55, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25, 'part': 0.2, 'NONE': 0.15, 'sell': 0.05, 'Rs': 0.05, 'another': 0.05, 'intact.': 0.05})"
1856663401,47.95,entity/admin/unit/8862,"How close sound Kentucky accent talk like I talking like  Regardless, R-dropping probably shortcut white actors use",https://joran.org/ct/entity.admin.unit.2848/8862.mp4,../data/person-video-highlight,"Counter({'accent': 14, 'Kentucky': 13, 'I': 10, 'like': 9, 'actors': 8, 'talk': 8, 'talking': 7, 'R-dropping': 5, 'white': 4, 'sound': 3, '': 2, 'Regardless': 2, 'How': 2, 'close': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",90,15,20,0.385665423697,"Counter({'accent': 0.7912634227173977, 'Kentucky': 0.7181368464400282, 'like': 0.5757931698279274, 'I': 0.5179373021716035, 'talk': 0.45740449180341647, 'talking': 0.42293638324385563, 'actors': 0.319491397690359, 'R-dropping': 0.2661410381932597, 'sound': 0.20300887088512237, 'white': 0.1805664616738753, '': 0.14632444349228274, 'Regardless': 0.14632444349228274, 'How': 0.14632444349228274, 'close': 0.14632444349228274, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.022407995603245127})",0.341974408395,"Counter({'accent': 0.7, 'Kentucky': 0.65, 'I': 0.5, 'like': 0.45, 'actors': 0.4, 'talk': 0.4, 'talking': 0.35, 'R-dropping': 0.25, 'white': 0.2, 'sound': 0.15, '': 0.1, 'Regardless': 0.1, 'How': 0.1, 'close': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663402,113.6,entity/admin/unit/8868,"speech, /ay/ one-part vowel many cases, sounding like ah ay.  Five  ",https://joran.org/ct/entity.admin.unit.2848/8868.mp4,../data/person-video-highlight,"Counter({'': 14, 'speech': 11, 'vowel': 8, 'one-part': 6, 'ay.': 5, 'ah': 5, '/ay/': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 4, 'many': 4, 'like': 3, 'cases': 3, 'sounding': 3})",71,12,20,0.341016697329,"Counter({'': 0.7963852948265202, 'speech': 0.5987231735613003, 'vowel': 0.4994822627220954, 'one-part': 0.38184811736714763, 'ay.': 0.33742123870334223, 'ah': 0.33742123870334223, '/ay/': 0.3213476863633842, 'many': 0.2662064240639678, 'like': 0.21347103371275683, 'sounding': 0.21347103371275683, 'cases': 0.19766212126521987, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.11900699582109292})",0.301539965601,"Counter({'': 0.7, 'speech': 0.55, 'vowel': 0.4, 'one-part': 0.3, 'ay.': 0.25, 'ah': 0.25, '/ay/': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2, 'many': 0.2, 'like': 0.15, 'cases': 0.15, 'sounding': 0.15})"
1856663403,108.6,entity/admin/unit/8872,"aware Most Southerners ay-ungliding called voiced consonants, end word. The difference voiced voiceless consonants whether vocal chords vibrate say ay-ungliding voiceless consonants stereotyped South less-educated way speaking.  But I want life. ",https://joran.org/ct/entity.admin.unit.2848/8872.mp4,../data/person-video-highlight,"Counter({'Southerners': 18, 'consonants': 17, '': 12, 'voiced': 11, 'chords': 11, 'vocal': 10, 'ay-ungliding': 9, 'voiceless': 9, 'less-educated': 8, 'speaking.': 6, 'vibrate': 6, 'whether': 6, 'Most': 5, 'word.': 4, 'say': 4, 'end': 4, 'way': 4, 'stereotyped': 4, 'aware': 4, 'The': 4, 'difference': 4, 'called': 4, 'South': 3, 'I': 1, 'life.': 1})",169,25,20,0.419593806959,"Counter({'consonants': 1.105327760511965, 'Southerners': 0.9131597903011184, '': 0.785569292630182, 'voiced': 0.7585039619988709, 'chords': 0.6914827430720882, 'ay-ungliding': 0.6161999762310831, 'vocal': 0.6109352507399858, 'voiceless': 0.6098118324354785, 'less-educated': 0.48864415408024403, 'whether': 0.42694996711157657, 'vibrate': 0.40894748189804125, 'speaking.': 0.3766988743307728, 'Most': 0.34498614356661605, 'word.': 0.2945847433599572, 'end': 0.2945847433599572, 'aware': 0.2945847433599572, 'The': 0.2945847433599572, 'difference': 0.2945847433599572, 'called': 0.2945847433599572, 'say': 0.2900533645536956, 'way': 0.2821320122084859, 'stereotyped': 0.26860924793801183, 'South': 0.20926990400400058, 'life.': 0.05014587847003282, 'I': 0.026318397409304296})",0.396746140825,"Counter({'Southerners': 0.9, 'consonants': 0.85, '': 0.6, 'voiced': 0.55, 'chords': 0.55, 'vocal': 0.5, 'ay-ungliding': 0.45, 'voiceless': 0.45, 'less-educated': 0.4, 'speaking.': 0.3, 'vibrate': 0.3, 'whether': 0.3, 'Most': 0.25, 'word.': 0.2, 'say': 0.2, 'end': 0.2, 'way': 0.2, 'stereotyped': 0.2, 'aware': 0.2, 'The': 0.2, 'difference': 0.2, 'called': 0.2, 'South': 0.15, 'I': 0.05, 'life.': 0.05})"
