orig_id,gold,text,event1,event2,uqs,uqs_initial,before,after,before_initial,after_initial
10_6,before,"<p>Ratners Group PLC's U.S. subsidiary has agreed to <b><u><font color=""blue"">acquire</font></u></b> jewelry retailer Weisfield's Inc. for $50 a share, or about $55 million. <br></br>Weisfield's shares <b><u><font color=""green"">soared</font></u></b> on the announcement yesterday, closing up $11 to <b><u><font color=""orange"">close</font></u></b> at $50 in national over-the-counter trading. <br></br>Ratners and Weisfield's <b><u><font color=""red"">said</font></u></b> they <b><u><font color=""purple"">reached</font></u></b> an agreement in principle for the acquisition of Weisfield's by Sterling Inc. <br></br>The companies <b><u><font color=""brown"">said</font></u></b> the acquisition is subject to a definitive agreement. <br></br>They said they expect the transaction to be completed by Dec. 15. <br></br>Weisfield's, based in Seattle, Wash., currently operates 87 specialty jewelry stores in nine states. <br></br>In the fiscal year ended Jan. 31, the company reported sales of $59.5 million and pretax profit of $2.9 million. <br></br>Ratners, which controls 25%: of the British jewelry market, would increase the number of its U.S. stores to about 450 stores from 360. <br></br>It has said it hopes to control 5%: of jewelry business in the U.S. by 1992; currently it controls about 2%:. <br></br></p>","<font color=""green"">soared</font>","<font color=""red"">said</font>",0.7322680879995186,0.5333333333333333,0.8625342528713831,0.1374657471286168,0.7,0.3
10_7,before,"<p>Ratners Group PLC's U.S. subsidiary has agreed to <b><u><font color=""blue"">acquire</font></u></b> jewelry retailer Weisfield's Inc. for $50 a share, or about $55 million. <br></br>Weisfield's shares <b><u><font color=""green"">soared</font></u></b> on the announcement yesterday, closing up $11 to <b><u><font color=""orange"">close</font></u></b> at $50 in national over-the-counter trading. <br></br>Ratners and Weisfield's <b><u><font color=""red"">said</font></u></b> they <b><u><font color=""purple"">reached</font></u></b> an agreement in principle for the acquisition of Weisfield's by Sterling Inc. <br></br>The companies <b><u><font color=""brown"">said</font></u></b> the acquisition is subject to a definitive agreement. <br></br>They said they expect the transaction to be completed by Dec. 15. <br></br>Weisfield's, based in Seattle, Wash., currently operates 87 specialty jewelry stores in nine states. <br></br>In the fiscal year ended Jan. 31, the company reported sales of $59.5 million and pretax profit of $2.9 million. <br></br>Ratners, which controls 25%: of the British jewelry market, would increase the number of its U.S. stores to about 450 stores from 360. <br></br>It has said it hopes to control 5%: of jewelry business in the U.S. by 1992; currently it controls about 2%:. <br></br></p>","<font color=""green"">soared</font>","<font color=""purple"">reached</font>",0.8006378984199045,0.6444444444444445,0.9027195848298472,0.09728041517015279,0.8,0.2
110_0,before,,,,0.8074119232211265,0.6444444444444445,0.9065308970437924,0.09346910295620772,0.8,0.2
111_0,before,,,,0.8074119232211265,0.6444444444444445,0.9065308970437924,0.09346910295620772,0.8,0.2
111_1,after,,,,0.8060083372192959,0.6444444444444445,0.0945064725434983,0.9054935274565017,0.2,0.8
111_2,after,,,,0.8060083372192959,0.6444444444444445,0.0945064725434983,0.9054935274565017,0.2,0.8
111_3,after,,,,0.8060083372192959,0.6444444444444445,0.0945064725434983,0.9054935274565017,0.2,0.8
111_4,before,,,,0.5416173043648443,0.4666666666666667,0.7191340433675472,0.280865956632453,0.6,0.4
111_5,before,,,,0.5416173043648443,0.4666666666666667,0.7191340433675472,0.280865956632453,0.6,0.4
111_7,after,,,,0.9105851719974766,0.8,0.04116419338767734,0.9588358066123227,0.1,0.9
111_8,before,,,,0.4406956021772098,0.4666666666666667,0.44302034390891026,0.5569796560910897,0.4,0.6
112_0,after,,,,0.9082655502766276,0.8,0.04231806932242787,0.9576819306775721,0.1,0.9
114_1,after,,,,0.9082655502766276,0.8,0.04231806932242787,0.9576819306775721,0.1,0.9
114_2,after,,,,0.9082655502766276,0.8,0.04231806932242787,0.9576819306775721,0.1,0.9
116_0,before,,,,0.7045601637635069,0.5333333333333333,0.8461049178948281,0.15389508210517192,0.7,0.3
116_17,before,,,,0.5389500094983274,0.4666666666666667,0.7160433374147307,0.2839566625852694,0.6,0.4
116_3,after,,,,0.6767315506296783,0.6444444444444445,0.17237964980252535,0.8276203501974747,0.2,0.8
116_4,after,,,,0.9082655502766276,0.8,0.04231806932242787,0.9576819306775721,0.1,0.9
116_5,after,,,,0.5106894485655032,0.5333333333333333,0.31534106282824814,0.6846589371717519,0.3,0.7
116_7,after,,,,0.4406956021772098,0.4666666666666667,0.44302034390891026,0.5569796560910897,0.4,0.6
117_1,before,,,,0.8202453825021027,0.6444444444444445,0.9128076096430139,0.08719239035698592,0.8,0.2
117_2,before,,,,0.7322680879995186,0.5333333333333333,0.8625342528713831,0.1374657471286168,0.7,0.3
118_0,before,,,,0.7322680879995186,0.5333333333333333,0.8625342528713831,0.1374657471286168,0.7,0.3
118_1,before,,,,0.7322680879995186,0.5333333333333333,0.8625342528713831,0.1374657471286168,0.7,0.3
118_12,after,,,,0.5689256603523388,0.5333333333333333,0.25397834513011147,0.7460216548698887,0.3,0.7
118_15,before,,,,0.6863793828158119,0.5333333333333333,0.835189847205088,0.16481015279491215,0.7,0.3
118_16,after,,,,0.7851380118105523,0.6444444444444445,0.10569672423909572,0.8943032757609043,0.2,0.8
118_9,before,,,,0.7322680879995186,0.5333333333333333,0.8625342528713831,0.1374657471286168,0.7,0.3
119_0,before,,,,0.6863793828158119,0.5333333333333333,0.835189847205088,0.16481015279491215,0.7,0.3
119_11,after,,,,0.4352227969978354,0.4444444444444444,0.45688582426122076,0.5431141757387794,0.5,0.5
119_12,after,,,,0.434826845286587,0.4444444444444444,0.45895025941353496,0.5410497405864653,0.5,0.5
119_14,before,,,,0.7866688768440739,0.6444444444444445,0.8954634774301754,0.10453652256982476,0.8,0.2
119_15,before,,,,0.7866688768440739,0.6444444444444445,0.8954634774301754,0.10453652256982476,0.8,0.2
119_2,before,,,,0.6863793828158119,0.5333333333333333,0.835189847205088,0.16481015279491215,0.7,0.3
119_9,before,,,,0.6863793828158119,0.5333333333333333,0.835189847205088,0.16481015279491215,0.7,0.3
11_0,after,"<p>Aetna Life amp Casualty Co.'s third-quarter net income <b><u><font color=""blue"">fell</font></u></b> 22%: to $182.6 million, or $1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions. <br></br>Catastrophe losses <b><u><font color=""green"">reduced</font></u></b> Aetna's net income by $50 million, including $36 million from Hugo. <br></br>Last year catastrophe losses totaled $5 million, when net was $235.5 million, or $2.07 a share. <br></br>The year-earlier results have been restated to <b><u><font color=""orange"">reflect</font></u></b> an accounting change. <br></br>The insurer has <b><u><font color=""red"">started</font></u></b> processing claims from the Northern California earthquake nearly two weeks ago. <br></br>But because these claims are more difficult to evaluate and have been <b><u><font color=""purple"">coming</font></u></b> in more slowly, the company <b><u><font color=""brown"">has</font></u></b> no estimate of the impact of the earthquake on fourth-quarter results. <br></br>In New York Stock Exchange composite trading Friday, Aetna closed at $60, down 50 cents. <br></br>In the latest quarter, Aetna had a $23 million loss on its auto\/homeowners line, compared with earnings of $33 million last year. <br></br>Profit for its commercial insurance division fell 30%: to $59 million, reflecting higher catastrophe losses and the price war in the property\/casualty market for nearly three years. <br></br>However, Aetna's employee benefits division, which includes its group health insurance operations, posted a 34%: profit gain to $106 million. <br></br>Third-quarter results included net realized capital gains of $48 million, which included $27 million from the sale of Federated Investors in August and a $15 million tax credit. <br></br>In the nine months, net rose 4.3%: to $525.8 million or $4.67 a share, from $504.2 million, or $4.41 a share, last year. <br></br></p>","<font color=""blue"">fell</font>","<font color=""green"">reduced</font>",0.9085334853289365,0.8,0.0421737706869377,0.9578262293130622,0.1,0.9
11_1,before,"<p>Aetna Life amp Casualty Co.'s third-quarter net income <b><u><font color=""blue"">fell</font></u></b> 22%: to $182.6 million, or $1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions. <br></br>Catastrophe losses <b><u><font color=""green"">reduced</font></u></b> Aetna's net income by $50 million, including $36 million from Hugo. <br></br>Last year catastrophe losses totaled $5 million, when net was $235.5 million, or $2.07 a share. <br></br>The year-earlier results have been restated to <b><u><font color=""orange"">reflect</font></u></b> an accounting change. <br></br>The insurer has <b><u><font color=""red"">started</font></u></b> processing claims from the Northern California earthquake nearly two weeks ago. <br></br>But because these claims are more difficult to evaluate and have been <b><u><font color=""purple"">coming</font></u></b> in more slowly, the company <b><u><font color=""brown"">has</font></u></b> no estimate of the impact of the earthquake on fourth-quarter results. <br></br>In New York Stock Exchange composite trading Friday, Aetna closed at $60, down 50 cents. <br></br>In the latest quarter, Aetna had a $23 million loss on its auto\/homeowners line, compared with earnings of $33 million last year. <br></br>Profit for its commercial insurance division fell 30%: to $59 million, reflecting higher catastrophe losses and the price war in the property\/casualty market for nearly three years. <br></br>However, Aetna's employee benefits division, which includes its group health insurance operations, posted a 34%: profit gain to $106 million. <br></br>Third-quarter results included net realized capital gains of $48 million, which included $27 million from the sale of Federated Investors in August and a $15 million tax credit. <br></br>In the nine months, net rose 4.3%: to $525.8 million or $4.67 a share, from $504.2 million, or $4.41 a share, last year. <br></br></p>","<font color=""blue"">fell</font>","<font color=""orange"">reflect</font>",0.705284172552001,0.5333333333333333,0.8466296783744999,0.15337032162550007,0.7,0.3
11_2,before,"<p>Aetna Life amp Casualty Co.'s third-quarter net income <b><u><font color=""blue"">fell</font></u></b> 22%: to $182.6 million, or $1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions. <br></br>Catastrophe losses <b><u><font color=""green"">reduced</font></u></b> Aetna's net income by $50 million, including $36 million from Hugo. <br></br>Last year catastrophe losses totaled $5 million, when net was $235.5 million, or $2.07 a share. <br></br>The year-earlier results have been restated to <b><u><font color=""orange"">reflect</font></u></b> an accounting change. <br></br>The insurer has <b><u><font color=""red"">started</font></u></b> processing claims from the Northern California earthquake nearly two weeks ago. <br></br>But because these claims are more difficult to evaluate and have been <b><u><font color=""purple"">coming</font></u></b> in more slowly, the company <b><u><font color=""brown"">has</font></u></b> no estimate of the impact of the earthquake on fourth-quarter results. <br></br>In New York Stock Exchange composite trading Friday, Aetna closed at $60, down 50 cents. <br></br>In the latest quarter, Aetna had a $23 million loss on its auto\/homeowners line, compared with earnings of $33 million last year. <br></br>Profit for its commercial insurance division fell 30%: to $59 million, reflecting higher catastrophe losses and the price war in the property\/casualty market for nearly three years. <br></br>However, Aetna's employee benefits division, which includes its group health insurance operations, posted a 34%: profit gain to $106 million. <br></br>Third-quarter results included net realized capital gains of $48 million, which included $27 million from the sale of Federated Investors in August and a $15 million tax credit. <br></br>In the nine months, net rose 4.3%: to $525.8 million or $4.67 a share, from $504.2 million, or $4.41 a share, last year. <br></br></p>","<font color=""blue"">fell</font>","<font color=""red"">started</font>",0.705284172552001,0.5333333333333333,0.8466296783744999,0.15337032162550007,0.7,0.3
11_3,after,"<p>Aetna Life amp Casualty Co.'s third-quarter net income <b><u><font color=""blue"">fell</font></u></b> 22%: to $182.6 million, or $1.63 a share, reflecting the damages from Hurricane Hugo and lower results for some of the company's major divisions. <br></br>Catastrophe losses <b><u><font color=""green"">reduced</font></u></b> Aetna's net income by $50 million, including $36 million from Hugo. <br></br>Last year catastrophe losses totaled $5 million, when net was $235.5 million, or $2.07 a share. <br></br>The year-earlier results have been restated to <b><u><font color=""orange"">reflect</font></u></b> an accounting change. <br></br>The insurer has <b><u><font color=""red"">started</font></u></b> processing claims from the Northern California earthquake nearly two weeks ago. <br></br>But because these claims are more difficult to evaluate and have been <b><u><font color=""purple"">coming</font></u></b> in more slowly, the company <b><u><font color=""brown"">has</font></u></b> no estimate of the impact of the earthquake on fourth-quarter results. <br></br>In New York Stock Exchange composite trading Friday, Aetna closed at $60, down 50 cents. <br></br>In the latest quarter, Aetna had a $23 million loss on its auto\/homeowners line, compared with earnings of $33 million last year. <br></br>Profit for its commercial insurance division fell 30%: to $59 million, reflecting higher catastrophe losses and the price war in the property\/casualty market for nearly three years. <br></br>However, Aetna's employee benefits division, which includes its group health insurance operations, posted a 34%: profit gain to $106 million. <br></br>Third-quarter results included net realized capital gains of $48 million, which included $27 million from the sale of Federated Investors in August and a $15 million tax credit. <br></br>In the nine months, net rose 4.3%: to $525.8 million or $4.67 a share, from $504.2 million, or $4.41 a share, last year. <br></br></p>","<font color=""blue"">fell</font>","<font color=""purple"">coming</font>",0.9085334853289365,0.8,0.0421737706869377,0.9578262293130622,0.1,0.9
120_0,before,,,,0.714472560352875,0.5333333333333333,0.8518090493535424,0.14819095064645765,0.7,0.3
120_1,before,,,,0.6227107166226943,0.4666666666666667,0.7883422060464546,0.21165779395354553,0.6,0.4
120_10,before,,,,0.487932851841301,0.4444444444444444,0.6531212161792666,0.3468787838207334,0.5,0.5
120_11,after,,,,1.0,1.0,0.0,1.0,0.0,1.0
120_12,after,,,,0.7388991239803075,0.8,0.13333151631157478,0.8666684836884252,0.1,0.9
120_2,after,,,,0.4395473411276716,0.4666666666666667,0.45547519094328515,0.544524809056715,0.4,0.6
120_4,before,,,,0.6227107166226943,0.4666666666666667,0.7883422060464546,0.21165779395354553,0.6,0.4
120_8,after,,,,0.8656819795570156,0.8,0.0634668433070879,0.9365331566929121,0.1,0.9
120_9,before,,,,0.714472560352875,0.5333333333333333,0.8518090493535424,0.14819095064645765,0.7,0.3
121_10,after,,,,0.9116022815574448,0.8,0.04065876607165283,0.9593412339283472,0.1,0.9
121_11,after,,,,0.9116022815574448,0.8,0.04065876607165283,0.9593412339283472,0.1,0.9
121_12,before,,,,0.8068847609591167,0.6444444444444445,0.9062141805361131,0.093785819463887,0.8,0.2
121_13,before,,,,0.7137682760258763,0.5333333333333333,0.8521391868041631,0.14786081319583708,0.7,0.3
121_14,before,,,,0.5373419957234171,0.4666666666666667,0.7149791096223005,0.2850208903776997,0.6,0.4
121_15,after,,,,0.6799713046002621,0.6444444444444445,0.16994435024025473,0.8300556497597453,0.2,0.8
121_17,after,,,,0.9097992373324132,0.8,0.04153777206371356,0.9584622279362864,0.1,0.9
121_2,before,,,,0.714472560352875,0.5333333333333333,0.8518090493535424,0.14819095064645765,0.7,0.3
121_3,after,,,,0.9116022815574448,0.8,0.04065876607165283,0.9593412339283472,0.1,0.9
121_4,before,,,,0.7137682760258763,0.5333333333333333,0.8521391868041631,0.14786081319583708,0.7,0.3
121_5,after,,,,0.8053889086216671,0.6444444444444445,0.09473375980360288,0.9052662401963972,0.2,0.8
121_6,before,,,,0.8068847609591167,0.6444444444444445,0.9062141805361131,0.093785819463887,0.8,0.2
122_0,before,,,,0.5564516796031305,0.4666666666666667,0.7336290753199874,0.2663709246800127,0.6,0.4
122_1,after,,,,0.9097992373324132,0.8,0.04153777206371356,0.9584622279362864,0.1,0.9
122_9,before,,,,0.5337456171088959,0.4666666666666667,0.7111059784778081,0.2888940215221921,0.6,0.4
123_10,after,,,,0.5921870147147187,0.5333333333333333,0.7651715303157054,0.23482846968429472,0.7,0.3
123_11,after,,,,0.8016872320454747,0.6444444444444445,0.09678181857575205,0.9032181814242481,0.2,0.8
123_13,before,,,,0.8032073137453949,0.6444444444444445,0.904186615382419,0.09581338461758111,0.8,0.2
123_14,before,,,,0.7152961934179607,0.5333333333333333,0.8531562371889732,0.14684376281102685,0.7,0.3
123_15,before,,,,0.7152961934179607,0.5333333333333333,0.8531562371889732,0.14684376281102685,0.7,0.3
123_18,before,,,,0.7152961934179607,0.5333333333333333,0.8531562371889732,0.14684376281102685,0.7,0.3
123_2,after,,,,0.6745906844783922,0.6444444444444445,0.1736183944036904,0.8263816055963096,0.2,0.8
123_6,after,,,,0.5285148523984676,0.5333333333333333,0.2946878560066793,0.7053121439933209,0.3,0.7
123_9,after,,,,0.9097992373324132,0.8,0.04153777206371356,0.9584622279362864,0.1,0.9
124_0,before,,,,0.7152961934179607,0.5333333333333333,0.8531562371889732,0.14684376281102685,0.7,0.3
124_1,before,,,,0.7152961934179607,0.5333333333333333,0.8531562371889732,0.14684376281102685,0.7,0.3
127_0,after,,,,0.6760495069681381,0.6444444444444445,0.17249614737740931,0.8275038526225906,0.2,0.8
127_2,after,,,,0.912153421824449,0.8,0.040379097559182835,0.9596209024408172,0.1,0.9
128_10,after,,,,0.7254396353428695,0.6444444444444445,0.1416733984356335,0.8583266015643665,0.2,0.8
128_11,before,,,,0.8167237445440793,0.6444444444444445,0.9110771393861952,0.08892286061380478,0.8,0.2
128_12,before,,,,0.8167237445440793,0.6444444444444445,0.9110771393861952,0.08892286061380478,0.8,0.2
128_2,after,,,,0.5135573927586551,0.5333333333333333,0.6890724146791621,0.31092758532083786,0.7,0.3
128_3,before,,,,0.8080079928087076,0.6444444444444445,0.9068592798136961,0.09314072018630389,0.8,0.2
128_4,before,,,,0.8080079928087076,0.6444444444444445,0.9068592798136961,0.09314072018630389,0.8,0.2
128_7,after,,,,0.9163708262987397,0.8,0.038550537904198344,0.9614494620958017,0.1,0.9
128_8,before,,,,0.9020794935560503,0.8,0.9546605249926301,0.04533947500736988,0.9,0.1
128_9,after,,,,0.9163708262987397,0.8,0.038550537904198344,0.9614494620958017,0.1,0.9
130_2,after,,,,0.9163708262987397,0.8,0.038550537904198344,0.9614494620958017,0.1,0.9
132_0,before,,,,0.8167237445440793,0.6444444444444445,0.9110771393861952,0.08892286061380478,0.8,0.2
133_3,after,,,,0.8296532581724402,0.6444444444444445,0.08213392351063324,0.9178660764893667,0.2,0.8
133_4,after,,,,0.9163708262987397,0.8,0.038550537904198344,0.9614494620958017,0.1,0.9
134_1,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
134_7,before,,,,0.679872440944685,0.5333333333333333,0.8327102782938715,0.16728972170612855,0.7,0.3
134_8,before,,,,0.679872440944685,0.5333333333333333,0.8327102782938715,0.16728972170612855,0.7,0.3
139_0,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
13_1,after,"<p>Crane Co. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">holds</font></u></b> an 8.9%: stake in Milton Roy Corp., an analytical-instruments maker, and may <b><u><font color=""orange"">seek</font></u></b> control of the company. <br></br>Crane, a maker of engineered products for aerospace, construction, defense and other uses, <b><u><font color=""red"">made</font></u></b> the disclosure in a Securities and Exchange Commission <b><u><font color=""purple"">filing</font></u></b>. <br></br>In the filing, Crane <b><u><font color=""brown"">said</font></u></b> that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. <br></br>Crane officials didn't return phone calls seeking comment. <br></br>Crane holds 504,200 Milton Roy shares, including 254,200 bought from Sept. 14 to Thursday for $15.50 to $16.75 each. <br></br>In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each, while Crane sank $1.125, to $21.125 a share. <br></br>John M. McNamara, chief financial officer of Milton Roy, said the company has no comment on Crane's filing. <br></br>Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp., a Waltham, Mass., maker of biomedical products. <br></br>Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February. <br></br>Thermo Electron acquired some 6%: of Milton Roy's common stock before throwing in the towel and reducing its stake in early September. <br></br>Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%:, according to a recent SEC filing. <br></br>It hasn't made merger overtures to the board. <br></br>Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo. The companies are automotive-emissions-testing concerns. <br></br>Under the terms, Milton Roy will pay an initial $4 million for the operations and additional payments during the next four years based on the earnings performance of the businesses. <br></br>In the nine months, Milton Roy earned $6.6 million, or $1.18 a share, on sales of $94.3 million. <br></br></p>","<font color=""blue"">said</font>","<font color=""orange"">seek</font>",0.5316990944159016,0.5333333333333333,0.29158687050951143,0.7084131294904885,0.3,0.7
