,duration,job,judgment,output.rellist.count,spam,unit,worker-agreement,worker-cosine,wqs
A24LC97AU3QC7G,100.086956522,1,23,1.08695652174,False,23,0.851631065915,0.0760461678369,0.86433545216
A2541C8MY0BYV3,33.1764705882,1,34,1.0,False,34,0.772188423501,0.163151597514,0.778934940687
A26ERTJPV1A1IM,72.3333333333,1,6,1.0,False,6,0.655753968254,0.229521894383,0.711831591423
A26T6O5EFR54A9,57.6424731183,1,372,1.01344086022,False,372,0.854296247019,0.114681375846,0.820561912701
A26XN1TM6CV01T,107.5,1,8,1.0,False,8,0.905505952381,0.0175520675908,0.950815674332
A271JEOKZV8ZXH,34.3108108108,1,74,1.01351351351,False,74,0.694715016154,0.144005602271,0.769119344605
A27MJOV91GA8R3,94.0,1,1,1.0,False,1,0.5,0.332576187528,0.421820086386
A291KO368YRYCR,71.0,1,2,1.0,False,2,0.65625,0.314304661823,0.54555809779
A29RBRL117PYX0,35.875,1,8,1.0,False,8,0.608694083694,0.279110853895,0.610848378355
A29VL3MZE7YPBZ,42.8353909465,1,486,1.03086419753,False,486,0.753999533698,0.148592535966,0.76383089185
A2BOXK0KVXGKPU,45.98,1,50,1.1,False,50,0.623562704073,0.251687463303,0.605731978167
A2C7UETA9SL9SK,30.8648648649,1,37,1.0,False,37,0.882513265083,0.0754566006728,0.868559025142
A2CK0OXMPOR9LE,90.9484536082,1,194,1.0,False,194,0.864633403522,0.0450480526349,0.909886779959
A2D6VL5XE0O4D3,48.0,1,1,1.0,False,1,0.766666666667,0.0256088043054,0.805358205473
A2EEL9YYUHL5SK,136.155172414,1,928,1.02478448276,False,928,0.774394367718,0.0789021323987,0.870927213029
A2EELTS09HUTSF,180.466666667,1,15,1.53333333333,False,15,0.541701662535,0.254887719052,0.416579887081
A2FI2VTA8JVYS6,88.5,1,2,1.0,False,2,0.460526315789,0.403727528321,0.416999676233
A2FUMA4UR6S920,157.0,1,2,1.5,True,2,0.177083333333,0.689470498296,0.0161756467986
A2FXD55FJV1RSV,31.0,1,3,1.0,False,3,0.35,0.543713683968,0.301106881042
A2HGRSPR50ENHL,46.9692307692,1,130,1.03076923077,False,130,0.858011292484,0.103760877326,0.838515783044
A2HNP1YL1IBFMU,46.0714285714,1,28,1.03571428571,False,28,0.764942731408,0.14851464069,0.721703142722
A2HR7ZIX42FEPG,31.0,1,1,1.0,False,1,1.0,0.0,1.0
A2HTN7HCNBQ8V4,40.7272727273,1,11,1.0,False,11,0.793204480704,0.137581292731,0.766917736634
A2KGL2FXIG2IQM,308.0,1,2,1.0,False,2,0.894736842105,0.0101189423372,0.941484976329
A2KLJKDG90K1PP,74.8333333333,1,18,1.05555555556,False,18,0.852167950514,0.08849161002,0.841915349279
A2LPRUXRREYKGO,255.0,1,1,1.0,False,1,1.0,0.0,1.0
A2MQ6VUSKCQ9FH,361.0,1,1,1.0,False,1,1.0,0.0,1.0
A2NSXRT6HN3S2Q,275.0,1,1,1.0,False,1,0.866666666667,0.017292370176,0.938148263941
A2P065E9CYMYJL,22.3078651685,1,445,1.00224719101,False,445,0.792791939403,0.129364277311,0.80781254343
A2Q8N687305WLH,110.0,1,1,1.0,False,1,0.428571428571,0.402977685874,0.328623952792
A2QVMCGDLTWV9,74.5272206304,1,349,1.07736389685,False,349,0.752023435895,0.119645281369,0.799765667577
A2RMJNF6IPI42F,127.0,1,1,1.0,False,1,0.5,0.292893218813,0.270204628392
A2S75O867RJG0I,128.625,1,24,1.04166666667,False,24,0.777745236026,0.120314958738,0.795494723169
A2SD7GN80U31GW,46.520090978,1,1319,1.03032600455,False,1319,0.816517551183,0.067782945684,0.880545401582
A2T5CROJ0FWIJY,67.8761904762,1,105,1.05714285714,False,105,0.757244827579,0.107150303003,0.835746428687
A2U83S62P8SZ6T,91.0,1,2,1.0,True,2,0.205882352941,0.676067823845,0.0425459711039
A2UHF7UL7G0Y78,71.4102564103,1,39,1.02564102564,False,39,0.788393535226,0.103918115634,0.830433924488
A2V8LLZRTOP79S,115.5,1,4,1.0,False,4,0.781609195402,0.0179979680788,0.901592733563
A2W1C5PDHUF25O,229.0,1,1,1.0,False,1,1.0,0.0,1.0
A2WGW5Y3ZFBDEC,290.0,1,1,1.0,False,1,0.571428571429,0.156725957288,0.446953447151
A2WP3WEYA1SQCA,57.4666666667,1,30,1.0,False,30,0.648496805405,0.196363009137,0.66445222904
A2WQT33K6LD9Z5,102.703703704,1,27,1.0,False,27,0.844557649141,0.0811620758377,0.888568620316
A2WTNZHRALOHX8,193.916666667,1,24,1.0,False,24,0.871123060967,0.107908434511,0.866013889959
A2YJQUHFIXNOY0,78.3333333333,1,3,1.0,False,3,0.820261437908,0.0994511948515,0.865832883846
A2YO837C0O1E91,56.3846153846,1,13,1.0,False,13,0.705097680098,0.178709389058,0.734947795087
A2YTOX7SEDJ1TC,40.7083333333,1,24,1.20833333333,False,24,0.76914148684,0.160463056846,0.750064210819
A2Z4BUU0TCEO4Q,246.0,1,4,1.0,False,4,0.860576923077,0.0243869026194,0.904174384513
A2ZRF4I5RTKN7G,44.2222222222,1,27,1.03703703704,False,27,0.862186255773,0.0820735547841,0.847633549456
A308MILZVIA62M,103.0,1,1,1.0,False,1,1.0,0.0,1.0
A30JB0LFI1MCQS,77.2857142857,1,7,1.0,False,7,0.721768707483,0.192729924415,0.727921092023
A314XJY8V1YL12,242.0,1,1,1.0,False,1,0.857142857143,0.0256088043054,0.880494010256
A31O43Y575I5C2,89.72,1,300,1.15666666667,False,300,0.794413199241,0.0918948443361,0.850769395457
A31XNLA9REVGXL,173.444141689,1,367,1.0136239782,False,367,0.796908932717,0.0770225086779,0.861361337714
A34QZDSTKZ3JO9,38.0035180299,1,1137,1.00615655233,False,1137,0.784198061274,0.0794368481156,0.867535511859
A36ABFLSNFESVJ,185.5,1,2,1.0,False,2,0.964285714286,0.00502525316942,0.981989799521
A36J7S3EKMQPPN,60.0,1,1,1.0,True,1,0.214285714286,0.724990450892,0.0950218970228
A37JD0XUZHQYRC,50.1,1,10,1.0,False,10,0.884970238095,0.0278211307363,0.91350357107
A37XJVQF62ZYC,45.9620253165,1,79,1.0253164557,False,79,0.72031402397,0.154554780728,0.741758255979
A381WNRNU2VIK0,40.0,1,1,1.0,False,1,0.388888888889,0.363636363636,0.335174532143
A38DXFI1TZA295,53.9207317073,1,164,1.03658536585,False,164,0.779310085366,0.166791179164,0.749223396991
A394PCJZ22IIHV,74.2083333333,1,24,1.04166666667,False,24,0.738667240264,0.156568117852,0.738144481086
A397157QX8JVSQ,209.7,1,10,1.0,False,10,0.6490995116,0.159096136237,0.714359874233
A3A8P4UR9A0DWQ,78.8695652174,1,23,1.08695652174,False,23,0.708157958026,0.18263223188,0.754262629245
A3BI0AX5T5GVO3,17.618556701,1,194,1.03092783505,False,194,0.788154433519,0.136411673857,0.788581119993
A3BL2ZEODD79AZ,48.1474358974,1,156,1.0,False,156,0.83214986367,0.132147445626,0.804337914398
A3BVPQFBYGWJWX,54.0,1,2,1.5,False,2,0.716666666667,0.129318762071,0.782232319284
A3CAF7LTD3ORSG,118.0,1,1,1.0,False,1,0.933333333333,0.00254130016926,0.949524729254
A3F6SDO4GYBE4Y,44.1052631579,1,19,1.05263157895,False,19,0.85140884095,0.0945768745643,0.828515788249
A3FWS11PAI3GP0,147.0,1,1,1.0,False,1,0.933333333333,0.00254130016926,0.937071922974
A3GAQNTZ1V1VO,54.0,1,4,1.25,False,4,0.677083333333,0.111249590832,0.792406970556
A3GM78FCDY293T,82.156626506,1,83,1.18072289157,False,83,0.742561947982,0.145805089982,0.768976578091
A3HMDGRGC5JB7E,219.0,1,25,1.0,False,25,0.801259338321,0.144184170464,0.790730440666
A3HTDIOZQ4ADI3,35.0666666667,1,45,1.06666666667,False,45,0.576743329996,0.213548294782,0.613716564091
A3I9XLIHPPWPN1,215.0,1,2,1.0,False,2,0.375,0.517800506347,0.157793470288
A3KN0O7VP8YSZY,79.568119891,1,734,1.02997275204,False,734,0.7946632291,0.0797763995789,0.867115656509
A3L5M80U6TSFJO,75.3333333333,1,30,1.0,False,30,0.639705042582,0.221483649804,0.661293378306
A3LV60O7E3XAN4,85.5,1,4,1.0,False,4,0.559027777778,0.197495970755,0.602627905255
A3MDKF8JMAOKVX,49.0769230769,1,13,1.0,False,13,0.728693528694,0.153761614221,0.700786874651
A3MK12K0EAQITB,87.0,1,1,1.0,False,1,0.571428571429,0.207881965619,0.551027226199
A3MV4PBYAT0CLR,419.0,1,1,1.0,False,1,0.4,0.449980901783,0.316021206634
A3NHJPE6326P9V,171.0,1,1,1.0,False,1,0.5,0.3,0.478266911954
A3NHUXDHHBXSR3,123.0,1,32,1.1875,False,32,0.475396074013,0.352115062144,0.368860254261
A3O8YXPG1HGUH0,185.0,1,1,1.0,True,1,0.222222222222,0.660724428128,0.0415238334512
A3OOGICWSLXYB0,49.0,1,1,1.0,False,1,1.0,0.0,1.0
A3OW5EFQ5QFD19,318.0,1,1,1.0,False,1,0.571428571429,0.2,0.367893582845
A3P5FW28UQ2FM8,156.0,1,1,1.0,False,1,1.0,0.0,1.0
A3PRXVRS4B8YVO,167.0,1,2,1.0,False,2,0.972222222222,0.00147275724921,0.974126488136
A3QC57KUVJP5EW,167.5,1,2,1.0,False,2,1.0,0.0,1.0
A3QW1C79IH4GOG,72.3333333333,1,3,1.0,False,3,0.5,0.347632777294,0.428961655703
A3QX9ABC1DVMQG,258.0,1,1,1.0,False,1,1.0,0.0,1.0
A3QZMGTVA4VO44,291.0,1,1,2.0,False,1,0.357142857143,0.285714285714,0.262969468684
A3RUUTINBKU8YE,224.0,1,1,2.0,False,1,0.5,0.292893218813,0.595868202214
A3SDFAOJW87FGP,42.6867977528,1,1424,1.02528089888,False,1424,0.777688307909,0.114083243553,0.815363065163
A3SW7C50H0E9U3,47.5,1,8,1.375,False,8,0.776273148148,0.0718229211449,0.808113127994
A3U6IA3JUSFZ2M,72.5043859649,1,228,1.0350877193,False,228,0.806795433339,0.112071633104,0.829456109835
A3US3R22I0W1QE,168.0,1,2,1.0,False,2,0.886363636364,0.0140750522373,0.887705328383
A3UUH3632AI3ZX,111.0,1,2,1.0,False,2,0.921052631579,0.0176180893811,0.910513005677
A3UV55HC87DO9C,60.0401606426,1,498,1.10642570281,False,498,0.837457764747,0.0999514391043,0.833090346813
A3VG66B6CI1EXN,97.5,1,4,1.25,False,4,0.604166666667,0.172806582236,0.681162983604
A563JDEQMNQTI,67.3125,1,32,1.09375,False,32,0.620328897073,0.155760390307,0.705770508949
A5B9P8NWX97L9,24.0,1,5,1.0,False,5,0.72619047619,0.185516321062,0.77666774375
A5TI9UQEPLNWI,50.1393442623,1,244,1.01639344262,False,244,0.824192340341,0.0615572087235,0.883873614899
A5V3ZMQI0PU3F,241.560747664,1,107,1.06542056075,False,107,0.79472717302,0.151118934219,0.758852583041
A610SH5RY1NG1,28.8282967033,1,728,1.10714285714,False,728,0.776543250572,0.142139518534,0.772885000392
A6FQHZ58DQ0S6,124.416666667,1,36,1.0,False,36,0.921850205277,0.0414340990099,0.911426417198
A6JKKANO7F4KD,54.8888888889,1,9,1.0,False,9,0.857692307692,0.055586376578,0.904194551657
A7SM0NS3IFW96,96.6315789474,1,76,1.06578947368,False,76,0.643053538135,0.167003613562,0.719582851478
A8NUCTL00M11Q,33.835443038,1,79,1.0,False,79,0.521384981816,0.334479273729,0.503597491741
A9AHVN33RO4QC,62.6666666667,1,36,1.0,False,36,0.633296733869,0.207219369547,0.682856119758
ABX5OQLR6UNBC,43.6237458194,1,598,1.02173913043,False,598,0.827697496948,0.0998042237459,0.835751639988
ACGHHDT7RY1AH,56.7586206897,1,58,1.03448275862,False,58,0.890616907177,0.053002587555,0.916976344118
ADAKTHXLJRCI7,104.5,1,4,1.5,False,4,0.762820512821,0.0608477819314,0.817997159339
ADD5IHZ1P6TLH,155.0,1,4,1.25,False,4,0.889583333333,0.053401519042,0.873061691742
ADJUMNMLC8H1I,110.5,1,2,1.5,False,2,0.539473684211,0.158987604431,0.504749992576
ADVIE0ZHLWDDH,74.5,1,4,1.0,False,4,0.979166666667,0.00137170366692,0.979632991241
AGDDGSV1IQ0Z4,194.428571429,1,21,1.09523809524,False,21,0.706650732309,0.16105050299,0.729578761785
AGK30V341UN88,70.5,1,2,1.0,False,2,0.678571428571,0.0993921808926,0.723811578152
AH4SMMFHDHK1L,64.4912280702,1,57,1.0,False,57,0.716057373175,0.158637168499,0.769752647434
AHL33DDQX8O6K,48.3701657459,1,724,1.00552486188,False,724,0.794258344691,0.093139845848,0.836836195247
AHYMX4ZJFUTXB,109.0,1,1,2.0,False,1,0.369047619048,0.229845953785,0.306237014812
AIWEXPJAU66D9,428.0,1,1,1.0,False,1,0.714285714286,0.0871290708247,0.690191731197
AIZ4C8S4DW2WG,154.0,1,1,1.0,False,1,0.6,0.141883669679,0.582560133847
AIZVGMU5Y3L4L,125.0,1,1,1.0,False,1,0.866666666667,0.017292370176,0.938148263941
AJPQEZBVJXVE9,35.3452211127,1,701,1.02139800285,False,701,0.848173945219,0.0595189693081,0.891074629266
AJWES6SFIP3AT,274.422939068,1,558,1.02867383513,False,558,0.724497402266,0.143585134524,0.783756172128
AKD76XZXO3B2A,45.1538461538,1,13,1.46153846154,False,13,0.559907405256,0.208847355322,0.528202283961
AKVDY8OXNMQED,96.5730337079,1,89,1.10112359551,False,89,0.77675499277,0.131554019177,0.790074187583
AM155T4U3RE1A,27.9824561404,1,171,1.04678362573,False,171,0.836718369842,0.0429245239701,0.900349531385
AM5CFEE9TX19X,67.0943396226,1,159,1.00628930818,False,159,0.833688891391,0.100210788391,0.832810756078
AMG9Y1YLBTKIV,67.0666666667,1,75,1.08,False,75,0.772920605727,0.166062927494,0.723881709762
AMUC6OI4A2GY4,150.0,1,1,3.0,True,1,0.0714285714286,0.858104869048,0.00901429616562
AOAZMLP27GD81,107.0,1,3,1.0,False,3,0.775,0.135307733457,0.821757611075
AOEUCTT79ZS7N,59.5,1,10,1.3,False,10,0.610424710425,0.217275905463,0.60330505076
AQE7EQDM98KB7,68.0,1,1,1.0,False,1,0.309523809524,0.45445527441,0.148100839402
AQOGPGGVR2RIA,51.6888888889,1,45,1.06666666667,False,45,0.721000402237,0.139978159015,0.752361567415
AR72L0JX4D03W,121.5,1,2,1.5,False,2,0.5875,0.195832370916,0.653268182525
ARFAW0SGYEMFL,96.6277602524,1,634,1.08990536278,False,634,0.789649140618,0.133015065048,0.800732724711
ARIY7R4C3ZUIO,145.0,1,1,1.0,False,1,0.964285714286,0.00254130016926,0.982533970548
ARLGZWN6W91WD,36.6341463415,1,41,1.0,False,41,0.77989713002,0.190168409083,0.739270250848
ASI2B6A3Y556Z,111.571428571,1,14,1.21428571429,False,14,0.649563115756,0.162220252316,0.684873499471
ATR6RB1RULOC0,48.9076923077,1,130,1.02307692308,False,130,0.821115045465,0.12231134921,0.815371650026
AUUQ22FMSEEB9,184.529411765,1,17,1.23529411765,False,17,0.668145853235,0.237195895034,0.57863226765
AV22FQTJNBUZT,73.6756756757,1,37,1.05405405405,False,37,0.848957199731,0.111112494777,0.815047935361
AVQGY7FCU80XP,49.9776119403,1,134,1.02985074627,False,134,0.780704344747,0.124077891261,0.800166933854
AWQDOOSNH42QM,97.6666666667,1,3,1.0,False,3,0.845679012346,0.0760286895018,0.878245528825
AWSXWPJJPYFMN,31.5,1,2,1.0,False,2,0.9375,0.00147275724921,0.97091871446
AYJGQBBK6KXZ7,39.415,1,200,1.015,False,200,0.809481323606,0.148680670629,0.788176914128
AZJEGHE4605S5,43.0588235294,1,68,1.04411764706,False,68,0.821683545085,0.106058633929,0.836988536257
1863418,34.6,1,5,1.0,False,5,0.827777777778,0.044095801969,0.893353235882
1883056,67.624137931,1,290,1.0,False,290,0.75077632548,0.163097959534,0.730404861591
1924522,27.0636363636,1,330,1.00303030303,False,330,0.852530315475,0.0590782019919,0.877036410515
2044524,67.0,1,1,1.0,False,1,1.0,0.0,1.0
2365036,85.0,1,1,1.0,False,1,0.928571428571,0.00294551449842,0.947260768083
2442840,71.6,1,5,1.0,False,5,0.588405797101,0.458578643763,0.326578756725
2455062,15.5765765766,1,111,1.0,False,111,0.793608066207,0.112823558699,0.776186443099
2647839,167.222222222,1,9,1.0,False,9,0.533436213992,0.386500807629,0.326288925104
3211114,59.7,1,10,1.3,False,10,0.709981684982,0.1359702239,0.74196868913
3572312,42.9363636364,1,110,1.0,False,110,0.822418525302,0.0608097498527,0.854886150495
3587109,23.9917184265,1,483,1.0,False,483,0.749996365936,0.139631243776,0.760716683949
3731467,125.5,1,2,1.0,False,2,0.6875,0.0986830164966,0.701645000769
4287004,110.0,1,1,1.0,False,1,1.0,0.0,1.0
4316379,21.826405868,1,409,1.0,False,409,0.772288961925,0.131449484928,0.775594801223
4354461,24.9591836735,1,98,1.0,False,98,0.664866670588,0.235055002042,0.611804918551
4472550,55.8333333333,1,6,1.0,False,6,0.921474358974,0.0124902821243,0.964075916635
4688131,70.3333333333,1,51,1.0,False,51,0.851472002643,0.084433825203,0.881271559947
4711962,40.696969697,1,66,1.01515151515,False,66,0.665767897382,0.241230008995,0.617500475107
5007431,76.0,1,5,1.0,False,5,0.643137254902,0.306575694938,0.548972814249
5203616,27.1428571429,1,28,1.14285714286,False,28,0.76891151756,0.126146274013,0.747781276466
5915389,139.3,1,10,1.0,False,10,0.914609053498,0.0501833712144,0.91675251819
6010674,201.633333333,1,30,1.0,False,30,0.817049947601,0.108583071064,0.817669511403
6309240,67.4038461538,1,52,1.0,False,52,0.914338784643,0.0285453851752,0.929136486565
6330007,77.3787878788,1,66,1.0,False,66,0.843453393555,0.0541168645665,0.86865357402
6335090,152.0,1,124,1.0,False,124,0.697261063784,0.183038075702,0.712900876272
6336109,85.0636363636,1,330,1.02424242424,False,330,0.767554212417,0.161250986146,0.714202018392
6338159,48.7156862745,1,102,1.0,False,102,0.830341358287,0.109995683614,0.810815876816
6340330,82.8,1,10,1.0,False,10,0.718489583333,0.130345734074,0.753651767947
6344072,68.735,1,400,1.01,False,400,0.682944114944,0.26340910091,0.552561565443
6417722,17.9,1,10,1.0,False,10,0.817807539683,0.14657041701,0.780745622121
6488338,385.156069364,1,346,1.05780346821,False,346,0.717781614985,0.18940527583,0.675269763034
6524027,39.0181818182,1,275,1.01818181818,False,275,0.80155895145,0.131184474158,0.775335521274
6564167,111.7,1,10,1.0,False,10,0.848880385488,0.0853670571673,0.878931228439
6574449,28.6923076923,1,52,1.0,False,52,0.760672129357,0.188976095775,0.69776630025
6744840,91.3333333333,1,84,1.0,False,84,0.761053738952,0.174698041215,0.714469174365
7051387,87.4047619048,1,42,1.0,False,42,0.789173174734,0.119272772383,0.789539235371
7211526,41.6,1,10,1.0,False,10,0.71427045177,0.310995685471,0.531441399356
7260572,59.5,1,10,1.0,False,10,0.714774114774,0.234434790266,0.64669615629
7265244,48.375,1,8,1.0,False,8,0.649261083744,0.330194548055,0.467919095287
7385617,34.4090909091,1,88,1.0,False,88,0.787266737026,0.123537309103,0.770014767032
7726579,106.0,1,1,1.0,True,1,0.0,1.0,0.0
8108990,71.962962963,1,27,1.0,False,27,0.859873841939,0.0972826748632,0.856876883886
8113120,213.071428571,1,14,1.0,False,14,0.67894864797,0.23871854855,0.623813858187
8178380,119.875,1,8,1.0,False,8,0.799338624339,0.0468612508104,0.828126249287
8715359,70.4315245478,1,387,1.00516795866,False,387,0.838198482197,0.0421456064971,0.892090955631
8973353,26.3,1,10,1.0,False,10,0.777272727273,0.111294631574,0.79626030818
9557163,66.0,1,6,1.0,False,6,0.973214285714,0.00147275724921,0.989376901008
10319610,35.21875,1,32,1.03125,False,32,0.670694770995,0.245566264466,0.61943826334
10390268,77.0,1,1,1.0,True,1,0.142857142857,0.835601012695,0.0109982442933
10845465,47.0,1,2,1.0,False,2,1.0,0.0,1.0
10959404,22.7440944882,1,254,1.00787401575,False,254,0.839827875557,0.0730613359223,0.857369111107
10980423,219.583333333,1,12,1.0,False,12,0.839136904762,0.0377325852952,0.867801300474
11001780,105.87628866,1,291,1.00687285223,False,291,0.822397300771,0.0614885201533,0.860854651268
11026968,34.42,1,50,1.0,False,50,0.780524871975,0.116588548479,0.787225242102
11106820,130.25,1,40,1.0,False,40,0.825724046248,0.100870266965,0.819481733787
11107830,121.8,1,10,1.0,False,10,0.713766788767,0.171112610753,0.716755708602
11257883,221.988888889,1,90,1.0,False,90,0.810237793039,0.125100647186,0.812346001196
11291592,20.8947368421,1,19,1.0,False,19,0.862352688823,0.0614784571945,0.902999947831
11338264,65.1428571429,1,7,1.0,False,7,0.958695652174,0.00503373982318,0.977822943144
11460728,50.6770833333,1,480,1.00833333333,False,480,0.822508912276,0.0730498610248,0.857177112474
11521789,56.8,1,35,1.0,False,35,0.854073741574,0.0628170699144,0.8845993971
11598752,91.7909090909,1,110,1.00909090909,False,110,0.809076803638,0.0906182430838,0.827112816442
12115558,34.601532567,1,261,1.0,False,261,0.770373075252,0.11660718924,0.783916086181
12656479,23.5,1,10,1.0,False,10,0.461434450323,0.399447717868,0.422578069456
12667324,64.3,1,10,1.0,False,10,0.807076719577,0.0581098776235,0.893810046466
13093803,158.0,1,1,1.0,False,1,0.428571428571,0.353003360779,0.321301768973
13095205,60.4349206349,1,315,1.0,False,315,0.765270540743,0.110577221772,0.791489974192
13300986,46.3315508021,1,374,1.00267379679,False,374,0.769394845858,0.125277457703,0.783296522516
13581319,18.425,1,40,1.0,False,40,0.869640687133,0.0653520849437,0.891937079878
13621328,75.5454545455,1,11,1.0,False,11,0.791375248016,0.114428612059,0.810369939746
14094962,284.133333333,1,30,1.1,False,30,0.68991777294,0.124774995006,0.752688827259
14386965,56.8571428571,1,35,1.22857142857,False,35,0.615910937868,0.330119856749,0.466610923193
14466721,76.25,1,12,1.0,False,12,0.884035714286,0.0194167150256,0.906413632303
14533189,86.4615384615,1,13,1.07692307692,False,13,0.741514939309,0.139612254281,0.743417721335
14723284,25.5,1,20,1.0,False,20,0.823630014684,0.0335499523919,0.898089429315
