_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,selectedtags_desc,_pos_tags_vb,doc_id,event_lemma,event_tokens,events,hiddeninput_gold,index,selectedtags_desc_gold,sentence,sentence_id,stanford_lemmas,stanford_pos_tags,tokens,validate_verbs
1368377112,9/6/2017 22:10:29,2811549522,9/6/2017 22:10:09,false,clixsense,1,43379244,GBR,K2,Kidlington,90.202.3.197,,"[""called_84_90""]",2,VOA19980305.1800.2603,4,4,0,,497,,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,"a Afghan refugee in Switzerland , Homira Atimadi , be a senior official of a group call the International Working Group on Afghan Women .","DT NNP NN IN NNP , NNP NNP , VBZ DT JJ NN IN DT NN VBD DT NNP NNP NNP IN NNP NNP .",25,in_18_20 is_52_54 called_84_90 on_123_125
1368377112,9/6/2017 22:12:33,2811551973,9/6/2017 22:12:21,false,clixsense,1,19495345,USA,AL,Owens Cross Roads,74.237.180.157,,"[""called_84_90"",""on_123_125""]",2,VOA19980305.1800.2603,4,4,0,,497,,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,"a Afghan refugee in Switzerland , Homira Atimadi , be a senior official of a group call the International Working Group on Afghan Women .","DT NNP NN IN NNP , NNP NNP , VBZ DT JJ NN IN DT NN VBD DT NNP NNP NNP IN NNP NNP .",25,in_18_20 is_52_54 called_84_90 on_123_125
1368377112,9/6/2017 22:15:18,2811556012,9/6/2017 22:14:59,false,gifthunterclub,1,43772426,USA,FL,Miami,23.27.45.253,,"[""in_18_20"",""is_52_54"",""called_84_90"",""on_123_125""]",2,VOA19980305.1800.2603,4,4,0,,497,,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,"a Afghan refugee in Switzerland , Homira Atimadi , be a senior official of a group call the International Working Group on Afghan Women .","DT NNP NN IN NNP , NNP NNP , VBZ DT JJ NN IN DT NN VBD DT NNP NNP NNP IN NNP NNP .",25,in_18_20 is_52_54 called_84_90 on_123_125
1368377112,9/6/2017 22:32:15,2811588740,9/6/2017 22:30:43,false,prodege,1,38202325,USA,ME,Caribou,98.13.82.121,,"[""called_84_90""]",2,VOA19980305.1800.2603,4,4,0,,497,,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,"a Afghan refugee in Switzerland , Homira Atimadi , be a senior official of a group call the International Working Group on Afghan Women .","DT NNP NN IN NNP , NNP NNP , VBZ DT JJ NN IN DT NN VBD DT NNP NNP NNP IN NNP NNP .",25,in_18_20 is_52_54 called_84_90 on_123_125
1368377112,9/6/2017 22:35:49,2811602363,9/6/2017 22:35:21,false,bitcoinget,1,43722111,USA,CA,Los Angeles,64.110.27.104,,"[""in_18_20"",""is_52_54"",""called_84_90"",""on_123_125""]",2,VOA19980305.1800.2603,4,4,0,,497,,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,"a Afghan refugee in Switzerland , Homira Atimadi , be a senior official of a group call the International Working Group on Afghan Women .","DT NNP NN IN NNP , NNP NNP , VBZ DT JJ NN IN DT NN VBD DT NNP NNP NNP IN NNP NNP .",25,in_18_20 is_52_54 called_84_90 on_123_125
1368377113,9/6/2017 21:54:41,2811524430,9/6/2017 21:54:30,false,elite,1.0,43836412,USA,FL,Miami,23.27.45.253,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 21:54:51,2811524665,9/6/2017 21:54:19,false,prodege,1.0,11131207,CAN,ON,Scarborough,99.232.31.152,,"[""travel_106_112""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 21:58:30,2811530260,9/6/2017 21:57:54,false,elite,1.0,43818472,USA,NJ,Edison,196.53.35.244,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 21:59:12,2811531452,9/6/2017 21:59:01,false,elite,1.0,43745902,USA,FL,Miami,23.27.45.253,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:02:46,2811537155,9/6/2017 22:02:20,false,elite,1.0,43783971,USA,CA,San Jose,68.68.96.46,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:04:25,2811540051,9/6/2017 22:04:05,false,elite,1.0,43792193,USA,FL,Miami,23.27.45.253,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:04:58,2811540970,9/6/2017 22:04:52,false,neodev,1.0,43840516,USA,PA,Bethlehem,71.126.114.235,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:08:36,2811546929,9/6/2017 22:06:47,false,coinworker,1.0,41920197,USA,NY,Buffalo,192.3.224.227,,"[""travel_106_112""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:10:34,2811549574,9/6/2017 22:10:22,false,neodev,1.0,43731097,USA,FL,Miami,23.27.45.253,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:10:49,2811549964,9/6/2017 22:10:31,false,clixsense,1.0,43379244,GBR,K2,Kidlington,90.202.3.197,,"[""travel_106_112""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:12:46,2811552307,9/6/2017 22:12:34,false,clixsense,1.0,19495345,USA,AL,Owens Cross Roads,74.237.180.157,,"[""travel_106_112"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:15:40,2811556663,9/6/2017 22:15:19,false,gifthunterclub,1.0,43772426,USA,FL,Miami,23.27.45.253,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:33:19,2811592915,9/6/2017 22:32:17,false,prodege,1.0,38202325,USA,ME,Caribou,98.13.82.121,,"[""travel_106_112""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:36:17,2811604034,9/6/2017 22:35:59,false,elite,1,43777974,USA,SC,Lexington,75.91.169.24,,"[""no_event""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377113,9/6/2017 22:36:56,2811606438,9/6/2017 22:35:55,false,bitcoinget,1.0,43722111,USA,CA,Los Angeles,64.110.27.104,,"[""travel_106_112"",""in_122_124"",""for_137_140""]",3,NYT19980907.0112,4,4,0,,498,,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,"still , the televise image of the char hulk of the American Embassy building will likely haunt the travel industry in East Africa for year .","RB , DT VBN NNS IN DT VBN NNS IN DT NNP NNP NNS MD RB VB DT NN NN IN NNP NNP IN NNS .",26,travel_106_112 in_122_124 for_137_140
1368377114,9/6/2017 21:54:55,2811524741,9/6/2017 21:54:42,false,elite,1.0,43836412,USA,FL,Miami,23.27.45.253,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 21:55:25,2811525699,9/6/2017 21:54:51,false,prodege,1.0,11131207,CAN,ON,Scarborough,99.232.31.152,,"[""broadcast_18_27"",""trip_52_56"",""see_74_77""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 21:59:22,2811531639,9/6/2017 21:58:33,false,elite,1.0,43818472,USA,NJ,Edison,196.53.35.244,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 21:59:24,2811531679,9/6/2017 21:59:13,false,elite,1.0,43745902,USA,FL,Miami,23.27.45.253,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:03:49,2811538917,9/6/2017 22:02:47,false,elite,1.0,43783971,USA,CA,San Jose,68.68.96.46,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:04:39,2811540494,9/6/2017 22:04:26,false,elite,1.0,43792193,USA,FL,Miami,23.27.45.253,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:09:44,2811548340,9/6/2017 22:08:39,false,coinworker,1.0,41920197,USA,NY,Buffalo,192.3.224.227,,"[""trip_52_56"",""see_74_77""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:10:48,2811549863,9/6/2017 22:10:35,false,neodev,1.0,43731097,USA,FL,Miami,23.27.45.253,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:11:06,2811550312,9/6/2017 22:10:50,false,clixsense,1.0,43379244,GBR,K2,Kidlington,90.202.3.197,,"[""broadcast_18_27""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:12:56,2811552645,9/6/2017 22:12:47,false,clixsense,1.0,19495345,USA,AL,Owens Cross Roads,74.237.180.157,,"[""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:16:03,2811557165,9/6/2017 22:15:42,false,gifthunterclub,1.0,43772426,USA,FL,Miami,23.27.45.253,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:34:00,2811595318,9/6/2017 22:33:20,false,prodege,1.0,38202325,USA,ME,Caribou,98.13.82.121,,"[""broadcast_18_27"",""trip_52_56"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:36:36,2811605244,9/6/2017 22:36:18,false,elite,1.0,43777974,USA,SC,Lexington,75.91.169.24,,"[""broadcast_18_27"",""trip_52_56""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:37:33,2811608730,9/6/2017 22:37:08,false,bitcoinget,1.0,43722111,USA,CA,Los Angeles,64.110.27.104,,"[""At_0_2"",""end_7_10"",""broadcast_18_27"",""trip_52_56"",""see_74_77"",""been_89_93""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
1368377114,9/6/2017 22:38:44,2811613271,9/6/2017 22:38:30,false,instagc,1,37799090,USA,PA,Philadelphia,172.56.28.208,,"[""trip_52_56"",""see_74_77""]",3,ABC19980120.1830.0957,7,6,0,,499,,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,"at the end of the broadcast this evening , one more trip around Havana to see what it be be like since the last time .","IN DT NN IN DT NN DT NN , CD JJR NN RB NNP TO VB WP PRP VBZ VBN IN IN DT JJ NN .",26,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93
